wastage_id,item_id,location_id,wastage_date,wastage_time,quantity_wasted,unit_cost,total_loss_amount,wastage_reason,complexity_profile,reported_by
WAS-007751,ITEM-026,LOC-001,2025-12-14,23:35:00,2,4.8,9.6,EQUIPMENT_COOLER_FAILURE,PRICE_SENSITIVE,Kitchen Manager
WAS-007752,ITEM-082,LOC-001,2025-06-18,22:05:00,9,7.5,67.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007753,ITEM-021,LOC-017,2025-02-12,14:29:00,11,8.9,97.9,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007754,ITEM-065,LOC-013,2025-12-04,22:04:00,7,15.0,105.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-007755,ITEM-039,LOC-005,2025-02-23,22:19:00,11,11.2,123.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007756,ITEM-091,LOC-019,2025-08-09,15:21:00,6,11.5,69.0,EXPIRED_SHELF_LIFE,POPULAR_LOW_MARGIN,Sous Chef
WAS-007757,ITEM-042,LOC-010,2025-09-04,23:58:00,1,6.9,6.9,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-007758,ITEM-119,LOC-009,2025-08-02,15:33:00,11,3.2,35.2,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-007759,ITEM-119,LOC-006,2025-05-30,22:42:00,10,3.2,32.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007760,ITEM-031,LOC-017,2025-08-04,23:28:00,6,12.0,72.0,EQUIPMENT_COOLER_FAILURE,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-007761,ITEM-075,LOC-007,2025-06-02,23:49:00,7,16.5,115.5,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-007762,ITEM-011,LOC-016,2025-10-03,14:30:00,11,9.8,107.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007763,ITEM-062,LOC-019,2025-01-30,22:19:00,7,16.0,112.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007764,ITEM-086,LOC-005,2025-07-18,15:40:00,12,10.2,122.4,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007765,ITEM-078,LOC-018,2025-05-11,23:34:00,5,7.8,39.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007766,ITEM-075,LOC-007,2025-11-22,23:06:00,12,16.5,198.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007767,ITEM-043,LOC-005,2025-03-21,15:09:00,8,8.5,68.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007768,ITEM-062,LOC-008,2025-11-29,22:49:00,11,16.0,176.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007769,ITEM-012,LOC-009,2025-09-20,23:44:00,4,4.2,16.8,PREPARATION_ERROR,PRICE_SENSITIVE,Sous Chef
WAS-007770,ITEM-086,LOC-020,2025-01-29,14:22:00,6,10.2,61.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-007771,ITEM-069,LOC-004,2025-01-02,23:29:00,7,14.8,103.6,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-007772,ITEM-085,LOC-003,2025-08-04,14:07:00,2,9.8,19.6,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-007773,ITEM-039,LOC-012,2025-11-06,22:29:00,7,11.2,78.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007774,ITEM-049,LOC-009,2025-10-21,22:39:00,2,19.5,39.0,OVERCOOKED_OR_BURNT,STANDARD,Line Supervisor
WAS-007775,ITEM-052,LOC-010,2025-01-09,14:52:00,5,18.5,92.5,EXPIRED_SHELF_LIFE,POPULAR_LOW_MARGIN,Line Supervisor
WAS-007776,ITEM-005,LOC-011,2025-08-18,23:08:00,10,11.5,115.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-007777,ITEM-054,LOC-016,2025-04-10,22:29:00,3,23.0,69.0,OVERCOOKED_OR_BURNT,STANDARD,Line Supervisor
WAS-007778,ITEM-102,LOC-011,2025-03-11,22:06:00,4,5.6,22.4,CUSTOMER_SEND_BACK,STANDARD,Sous Chef
WAS-007779,ITEM-120,LOC-008,2025-02-23,22:41:00,3,1.5,4.5,PREPARATION_ERROR,PRICE_SENSITIVE,Inventory Clerk
WAS-007780,ITEM-069,LOC-014,2025-12-16,14:25:00,6,14.8,88.8,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007781,ITEM-066,LOC-002,2025-07-25,22:29:00,12,16.8,201.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007782,ITEM-005,LOC-004,2025-11-30,22:09:00,11,11.5,126.5,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Sous Chef
WAS-007783,ITEM-119,LOC-015,2025-07-25,22:23:00,4,3.2,12.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007784,ITEM-005,LOC-018,2025-03-23,14:53:00,10,11.5,115.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007785,ITEM-144,LOC-011,2025-04-06,22:53:00,9,2.6,23.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007786,ITEM-067,LOC-019,2025-03-31,14:41:00,7,16.0,112.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-007787,ITEM-055,LOC-018,2025-01-31,14:09:00,4,13.2,52.8,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Line Supervisor
WAS-007788,ITEM-143,LOC-009,2025-08-09,15:26:00,1,0.45,0.45,OVERCOOKED_OR_BURNT,STANDARD,Sous Chef
WAS-007789,ITEM-005,LOC-005,2025-03-19,15:47:00,5,11.5,57.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007790,ITEM-073,LOC-010,2025-03-05,14:19:00,4,18.0,72.0,PREPARATION_ERROR,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-007791,ITEM-071,LOC-017,2025-11-01,14:16:00,9,9.5,85.5,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007792,ITEM-034,LOC-020,2025-06-09,23:40:00,11,9.8,107.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
WAS-007793,ITEM-065,LOC-013,2025-07-10,23:42:00,6,15.0,90.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007794,ITEM-078,LOC-004,2025-08-28,22:07:00,5,7.8,39.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007795,ITEM-086,LOC-014,2025-11-15,22:02:00,7,10.2,71.4,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-007796,ITEM-001,LOC-008,2025-06-29,22:23:00,9,6.75,60.75,EQUIPMENT_COOLER_FAILURE,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-007797,ITEM-144,LOC-015,2025-06-16,14:29:00,2,2.6,5.2,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-007798,ITEM-027,LOC-003,2025-03-17,23:06:00,5,8.7,43.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007799,ITEM-039,LOC-017,2025-02-17,23:22:00,3,11.2,33.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007800,ITEM-042,LOC-015,2025-05-11,14:48:00,12,6.9,82.8,EXPIRED_SHELF_LIFE,STANDARD,Kitchen Manager
WAS-007801,ITEM-006,LOC-001,2025-08-31,14:24:00,9,10.2,91.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007802,ITEM-020,LOC-005,2025-12-08,14:31:00,3,7.5,22.5,CUSTOMER_SEND_BACK,STANDARD,Inventory Clerk
WAS-007803,ITEM-148,LOC-008,2025-01-26,15:33:00,11,4.1,45.1,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007804,ITEM-046,LOC-009,2025-10-18,14:25:00,3,24.5,73.5,PREPARATION_ERROR,STANDARD,Sous Chef
WAS-007805,ITEM-018,LOC-002,2025-08-03,22:37:00,1,11.5,11.5,PREPARATION_ERROR,PROFITABLE_LOW_SELLING,Sous Chef
WAS-007806,ITEM-014,LOC-005,2025-12-25,23:25:00,4,4.5,18.0,OVERCOOKED_OR_BURNT,STANDARD,Sous Chef
WAS-007807,ITEM-086,LOC-004,2025-01-04,15:50:00,7,10.2,71.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007808,ITEM-113,LOC-012,2025-10-09,15:23:00,4,5.5,22.0,OVERCOOKED_OR_BURNT,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-007809,ITEM-040,LOC-019,2025-08-17,14:31:00,4,7.8,31.2,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-007810,ITEM-005,LOC-002,2025-12-29,15:08:00,9,11.5,103.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007811,ITEM-035,LOC-016,2025-06-30,14:13:00,6,11.5,69.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Sous Chef
WAS-007812,ITEM-006,LOC-002,2025-08-29,14:48:00,7,10.2,71.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007813,ITEM-012,LOC-010,2025-06-03,14:17:00,1,4.2,4.2,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Sous Chef
WAS-007814,ITEM-065,LOC-010,2025-12-12,23:58:00,2,15.0,30.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007815,ITEM-037,LOC-017,2025-08-10,23:40:00,2,5.5,11.0,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Line Supervisor
WAS-007816,ITEM-069,LOC-012,2025-04-25,15:27:00,11,14.8,162.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007817,ITEM-039,LOC-007,2025-06-06,15:20:00,12,11.2,134.4,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-007818,ITEM-144,LOC-009,2025-04-06,23:28:00,11,2.6,28.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007819,ITEM-127,LOC-014,2025-03-02,14:12:00,6,1.6,9.6,EXPIRED_SHELF_LIFE,PRICE_SENSITIVE,Kitchen Manager
WAS-007820,ITEM-072,LOC-018,2025-05-22,14:58:00,12,17.5,210.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007821,ITEM-058,LOC-010,2025-08-09,22:49:00,2,14.0,28.0,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-007822,ITEM-062,LOC-016,2025-06-30,15:24:00,7,16.0,112.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007823,ITEM-064,LOC-001,2025-06-07,15:54:00,10,23.5,235.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007824,ITEM-086,LOC-009,2025-01-22,23:15:00,4,10.2,40.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007825,ITEM-066,LOC-013,2025-04-04,22:45:00,11,16.8,184.8,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007826,ITEM-113,LOC-016,2025-05-14,23:27:00,4,5.5,22.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-007827,ITEM-144,LOC-016,2025-09-18,15:43:00,3,2.6,7.8,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-007828,ITEM-053,LOC-002,2025-02-10,15:04:00,2,13.8,27.6,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-007829,ITEM-072,LOC-009,2025-09-10,15:20:00,12,17.5,210.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007830,ITEM-011,LOC-013,2025-04-10,14:59:00,8,9.8,78.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007831,ITEM-033,LOC-008,2025-03-27,15:53:00,4,7.5,30.0,CUSTOMER_SEND_BACK,STANDARD,Line Supervisor
WAS-007832,ITEM-064,LOC-011,2025-10-30,22:25:00,11,23.5,258.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007833,ITEM-034,LOC-017,2025-10-06,22:40:00,9,9.8,88.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007834,ITEM-119,LOC-020,2025-11-29,22:44:00,8,3.2,25.6,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-007835,ITEM-026,LOC-011,2025-08-18,22:43:00,4,4.8,19.2,EXPIRED_SHELF_LIFE,PRICE_SENSITIVE,Line Supervisor
WAS-007836,ITEM-066,LOC-011,2025-06-30,22:59:00,6,16.8,100.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
WAS-007837,ITEM-074,LOC-016,2025-06-17,14:51:00,3,12.0,36.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007838,ITEM-082,LOC-007,2025-12-30,15:24:00,3,7.5,22.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007839,ITEM-062,LOC-001,2025-12-02,14:43:00,5,16.0,80.0,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Line Supervisor
WAS-007840,ITEM-118,LOC-015,2025-01-14,14:13:00,2,4.0,8.0,CUSTOMER_SEND_BACK,PROFITABLE_LOW_SELLING,Kitchen Manager
WAS-007841,ITEM-072,LOC-018,2025-10-05,15:28:00,11,17.5,192.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007842,ITEM-065,LOC-014,2025-11-20,22:49:00,10,15.0,150.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007843,ITEM-009,LOC-013,2025-08-27,22:55:00,10,7.8,78.0,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-007844,ITEM-066,LOC-002,2025-03-22,22:24:00,3,16.8,50.4,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-007845,ITEM-110,LOC-020,2025-07-14,14:04:00,4,5.8,23.2,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-007846,ITEM-075,LOC-011,2025-07-20,15:12:00,12,16.5,198.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Sous Chef
WAS-007847,ITEM-110,LOC-019,2025-01-07,22:03:00,7,5.8,40.6,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Kitchen Manager
WAS-007848,ITEM-067,LOC-006,2025-12-18,15:28:00,3,16.0,48.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007849,ITEM-018,LOC-017,2025-08-30,15:58:00,10,11.5,115.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Inventory Clerk
WAS-007850,ITEM-005,LOC-001,2025-09-15,15:00:00,2,11.5,23.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007851,ITEM-045,LOC-020,2025-04-18,22:29:00,8,12.0,96.0,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Inventory Clerk
WAS-007852,ITEM-082,LOC-005,2025-06-14,14:26:00,2,7.5,15.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007853,ITEM-098,LOC-001,2025-08-24,14:34:00,8,6.8,54.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007854,ITEM-045,LOC-013,2025-07-24,23:09:00,9,12.0,108.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Line Supervisor
WAS-007855,ITEM-067,LOC-001,2025-12-15,23:26:00,2,16.0,32.0,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007856,ITEM-064,LOC-012,2025-07-24,23:11:00,3,23.5,70.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007857,ITEM-064,LOC-009,2025-05-28,15:02:00,9,23.5,211.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007858,ITEM-038,LOC-013,2025-11-01,14:42:00,4,5.2,20.8,OVERPRODUCTION_UNSOLD,PRICE_SENSITIVE,Line Supervisor
WAS-007859,ITEM-021,LOC-010,2025-09-06,23:52:00,3,8.9,26.7,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-007860,ITEM-031,LOC-016,2025-11-02,15:56:00,1,12.0,12.0,OVERPRODUCTION_UNSOLD,POPULAR_LOW_MARGIN,Sous Chef
WAS-007861,ITEM-006,LOC-006,2025-02-10,22:41:00,8,10.2,81.6,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007862,ITEM-032,LOC-008,2025-04-29,22:39:00,4,13.8,55.2,OVERCOOKED_OR_BURNT,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-007863,ITEM-005,LOC-007,2025-03-14,22:06:00,9,11.5,103.5,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-007864,ITEM-075,LOC-013,2025-01-04,14:20:00,8,16.5,132.0,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-007865,ITEM-047,LOC-017,2025-02-12,14:24:00,11,38.0,418.0,EXPIRED_SHELF_LIFE,PROFITABLE_LOW_SELLING,Line Supervisor
WAS-007866,ITEM-148,LOC-012,2025-07-26,14:36:00,11,4.1,45.1,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007867,ITEM-030,LOC-011,2025-08-16,15:19:00,1,5.5,5.5,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-007868,ITEM-056,LOC-006,2025-01-31,14:45:00,7,14.0,98.0,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-007869,ITEM-059,LOC-015,2025-01-12,14:07:00,12,13.5,162.0,EQUIPMENT_COOLER_FAILURE,STANDARD,Kitchen Manager
WAS-007870,ITEM-005,LOC-005,2025-03-26,14:12:00,7,11.5,80.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007871,ITEM-110,LOC-016,2025-06-21,15:37:00,10,5.8,58.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007872,ITEM-005,LOC-011,2025-11-27,14:29:00,9,11.5,103.5,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Line Supervisor
WAS-007873,ITEM-144,LOC-010,2025-02-05,14:21:00,4,2.6,10.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Sous Chef
WAS-007874,ITEM-119,LOC-008,2025-01-25,15:40:00,3,3.2,9.6,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007875,ITEM-071,LOC-005,2025-11-23,22:10:00,4,9.5,38.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-007876,ITEM-071,LOC-010,2025-11-02,15:11:00,2,9.5,19.0,PREPARATION_ERROR,HIGH_WASTAGE,Kitchen Manager
WAS-007877,ITEM-078,LOC-010,2025-11-24,14:35:00,8,7.8,62.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007878,ITEM-062,LOC-001,2025-02-05,22:32:00,7,16.0,112.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007879,ITEM-078,LOC-013,2025-04-12,15:12:00,4,7.8,31.2,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007880,ITEM-006,LOC-020,2025-05-11,15:48:00,10,10.2,102.0,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007881,ITEM-006,LOC-018,2025-03-19,14:00:00,5,10.2,51.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007882,ITEM-066,LOC-005,2025-01-27,23:15:00,7,16.8,117.6,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007883,ITEM-071,LOC-016,2025-12-12,23:19:00,3,9.5,28.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007884,ITEM-119,LOC-006,2025-01-07,23:36:00,6,3.2,19.2,PREPARATION_ERROR,HIGH_WASTAGE,Sous Chef
WAS-007885,ITEM-013,LOC-010,2025-02-13,14:01:00,7,5.5,38.5,EXPIRED_SHELF_LIFE,STANDARD,Sous Chef
WAS-007886,ITEM-110,LOC-007,2025-03-13,22:03:00,3,5.8,17.4,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007887,ITEM-034,LOC-020,2025-04-14,15:12:00,4,9.8,39.2,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Kitchen Manager
WAS-007888,ITEM-063,LOC-016,2025-11-11,22:23:00,11,16.2,178.2,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-007889,ITEM-047,LOC-001,2025-06-29,15:21:00,1,38.0,38.0,OVERCOOKED_OR_BURNT,PROFITABLE_LOW_SELLING,Inventory Clerk
WAS-007890,ITEM-064,LOC-007,2025-05-12,23:59:00,3,23.5,70.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007891,ITEM-023,LOC-012,2025-08-31,23:44:00,1,8.2,8.2,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-007892,ITEM-069,LOC-015,2025-05-10,14:22:00,5,14.8,74.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007893,ITEM-102,LOC-002,2025-09-01,14:57:00,4,5.6,22.4,OVERPRODUCTION_UNSOLD,STANDARD,Line Supervisor
WAS-007894,ITEM-065,LOC-018,2025-09-02,15:16:00,3,15.0,45.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007895,ITEM-067,LOC-004,2025-08-01,22:05:00,2,16.0,32.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007896,ITEM-111,LOC-013,2025-08-16,15:48:00,6,3.2,19.2,EXPIRED_SHELF_LIFE,STANDARD,Line Supervisor
WAS-007897,ITEM-084,LOC-009,2025-07-31,15:28:00,2,4.9,9.8,OVERPRODUCTION_UNSOLD,STANDARD,Inventory Clerk
WAS-007898,ITEM-067,LOC-004,2025-06-07,22:07:00,10,16.0,160.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007899,ITEM-040,LOC-009,2025-12-29,23:29:00,8,7.8,62.4,EXPIRED_SHELF_LIFE,STANDARD,Inventory Clerk
WAS-007900,ITEM-119,LOC-001,2025-05-10,14:24:00,2,3.2,6.4,PREPARATION_ERROR,HIGH_WASTAGE,Line Supervisor
WAS-007901,ITEM-072,LOC-008,2025-12-01,22:20:00,5,17.5,87.5,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
WAS-007902,ITEM-034,LOC-001,2025-04-14,15:53:00,12,9.8,117.6,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Kitchen Manager
WAS-007903,ITEM-043,LOC-016,2025-11-18,23:48:00,12,8.5,102.0,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-007904,ITEM-102,LOC-015,2025-08-05,15:14:00,1,5.6,5.6,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-007905,ITEM-006,LOC-015,2025-04-03,23:47:00,6,10.2,61.2,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007906,ITEM-148,LOC-005,2025-11-17,23:57:00,7,4.1,28.7,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007907,ITEM-021,LOC-019,2025-10-08,14:49:00,7,8.9,62.3,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Kitchen Manager
WAS-007908,ITEM-100,LOC-011,2025-08-22,22:57:00,3,5.0,15.0,OVERPRODUCTION_UNSOLD,STANDARD,Kitchen Manager
WAS-007909,ITEM-063,LOC-019,2025-10-08,23:46:00,3,16.2,48.6,OVERPRODUCTION_UNSOLD,STANDARD,Sous Chef
WAS-007910,ITEM-067,LOC-003,2025-02-17,14:22:00,3,16.0,48.0,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Inventory Clerk
WAS-007911,ITEM-119,LOC-004,2025-01-11,22:54:00,2,3.2,6.4,EQUIPMENT_COOLER_FAILURE,HIGH_WASTAGE,Line Supervisor
WAS-007912,ITEM-064,LOC-016,2025-08-25,23:03:00,4,23.5,94.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Inventory Clerk
WAS-007913,ITEM-071,LOC-012,2025-01-19,22:52:00,11,9.5,104.5,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007914,ITEM-006,LOC-007,2025-08-21,23:53:00,9,10.2,91.8,OVERCOOKED_OR_BURNT,HIGH_WASTAGE,Kitchen Manager
WAS-007915,ITEM-002,LOC-001,2025-10-01,14:03:00,1,11.2,11.2,OVERPRODUCTION_UNSOLD,POPULAR_LOW_MARGIN,Inventory Clerk
WAS-007916,ITEM-039,LOC-011,2025-08-30,23:25:00,11,11.2,123.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007917,ITEM-082,LOC-015,2025-01-07,22:18:00,9,7.5,67.5,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007918,ITEM-019,LOC-019,2025-12-09,22:29:00,4,7.2,28.8,CUSTOMER_SEND_BACK,STANDARD,Sous Chef
WAS-007919,ITEM-017,LOC-015,2025-01-04,23:09:00,10,11.0,110.0,EQUIPMENT_COOLER_FAILURE,POPULAR_LOW_MARGIN,Sous Chef
WAS-007920,ITEM-064,LOC-009,2025-05-29,15:18:00,8,23.5,188.0,EXPIRED_SHELF_LIFE,HIGH_WASTAGE,Line Supervisor
WAS-007921,ITEM-078,LOC-013,2025-05-08,14:48:00,6,7.8,46.8,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Sous Chef
WAS-007922,ITEM-086,LOC-018,2025-02-10,14:38:00,11,10.2,112.2,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007923,ITEM-027,LOC-017,2025-03-18,23:33:00,12,8.7,104.4,OVERPRODUCTION_UNSOLD,HIGH_WASTAGE,Line Supervisor
WAS-007924,ITEM-011,LOC-005,2025-08-07,14:53:00,8,9.8,78.4,CUSTOMER_SEND_BACK,HIGH_WASTAGE,Inventory Clerk
WAS-007925,ITEM-144,LOC-016,2025-05-26,15:59:00,8,2.6,20.8,PREPARATION_ERROR,HIGH_WASTAGE,Inventory Clerk
