order_date,item_name,actual_demand,predicted_demand,forecast_error,granularity
2025-12-09,Artisanal Vegan Charcuterie Board,2.0,6.85,-4.85,Menu Items
2025-12-09,Avocado Supergreen Toast Sourdough,26.0,32.18,-6.18,Menu Items
2025-12-09,BBQ Glazed St. Louis Ribs (Full),13.0,21.78,-8.78,Menu Items
2025-12-09,BBQ Pulled Pork Brioche,21.0,31.71,-10.71,Menu Items
2025-12-09,Bacon Wrapped Stuffed Dates,21.0,23.54,-2.54,Menu Items
2025-12-09,Belgian Hot Chocolate Marshmallows,20.0,24.66,-4.66,Menu Items
2025-12-09,Beyond Meat Gourmet Burger,24.0,36.06,-12.06,Menu Items
2025-12-09,Bistro Hanger Steak Shallot Jus,23.0,20.54,2.46,Menu Items
2025-12-09,Black Angus Bacon Cheddar,29.0,38.0,-9.0,Menu Items
2025-12-09,Black Truffle Infused Manhattan,6.0,4.45,1.55,Menu Items
2025-12-09,Black Truffle Tagliolini Caviar,2.0,4.58,-2.58,Menu Items
2025-12-09,Blackened Salmon Cobb Salad,16.0,24.89,-8.89,Menu Items
2025-12-09,Burrata Caprese Heirloom Salad,12.0,20.05,-8.05,Menu Items
2025-12-09,Burrata Caprese Pizza,21.0,23.7,-2.7,Menu Items
2025-12-09,Butter Poached Maine Lobster Tail,4.0,7.64,-3.64,Menu Items
2025-12-09,Calabrian Sausage Rigatoni,24.0,29.59,-5.59,Menu Items
2025-12-09,California Turkey Avocado Club,17.0,22.5,-5.5,Menu Items
2025-12-09,Caramel Macchiato Sea Salt,39.0,48.89,-9.89,Menu Items
2025-12-09,Ceremonial Iced Matcha Latte,30.0,33.31,-3.31,Menu Items
2025-12-09,Chipotle Fish Tacos (3pcs),17.0,20.71,-3.71,Menu Items
2025-12-09,Classic BLT Sourdough,33.0,32.69,0.31,Menu Items
2025-12-09,Classic Buffalo Chicken Wings,45.0,51.32,-6.32,Menu Items
2025-12-09,Classic Fish & Chips Tartar,40.0,43.42,-3.42,Menu Items
2025-12-09,Classic Greek Village Salad,34.0,30.53,3.47,Menu Items
2025-12-09,Classic Madagascar Vanilla Bean Gelato,29.0,42.99,-13.99,Menu Items
2025-12-09,Classic Moscow Mule Copper Mug,33.0,36.36,-3.36,Menu Items
2025-12-09,Coffee-Crusted Prime Ribeye (14oz),21.0,15.11,5.89,Menu Items
2025-12-09,Cold Pressed Green Detox Juice,18.0,18.28,-0.28,Menu Items
2025-12-09,Colorado Rosemary Lamb Chops,10.0,11.95,-1.95,Menu Items
2025-12-09,Creamy Cashew Alfredo Tagliatelle,22.0,21.11,0.89,Menu Items
2025-12-09,Creamy Fettuccine Alfredo,47.0,46.35,0.65,Menu Items
2025-12-09,Crispy Buttermilk Chicken Sandwich,27.0,50.88,-23.88,Menu Items
2025-12-09,Crispy Calamari Fritti,26.0,30.34,-4.34,Menu Items
2025-12-09,Crispy Cauliflower Buffalo Bites,32.0,29.81,2.19,Menu Items
2025-12-09,Crispy Falafel Mezze Platter,17.0,28.33,-11.33,Menu Items
2025-12-09,Crispy Parmesan Truffle Fries,43.0,51.93,-8.93,Menu Items
2025-12-09,Crispy Skin Mediterranean Branzino,3.0,13.74,-10.74,Menu Items
2025-12-09,Cubano Roast Pork Sandwich,12.0,20.46,-8.46,Menu Items
2025-12-09,Dark Chocolate Souffle Grand Marnier,9.0,5.95,3.05,Menu Items
2025-12-09,DineIQ House Draft Lager (Pint),44.0,53.97,-9.97,Menu Items
2025-12-09,DineIQ House Drip Roast Coffee,66.0,58.21,7.79,Menu Items
2025-12-09,DineIQ Signature Caesar Salad,45.0,46.08,-1.08,Menu Items
2025-12-09,DineIQ Smash Double Cheeseburger,52.0,50.86,1.14,Menu Items
2025-12-09,Double Espresso Single Origin,60.0,49.86,10.14,Menu Items
2025-12-09,Double Pepperoni Hot Honey Pizza,27.0,51.1,-24.1,Menu Items
2025-12-09,Dry-Aged Bone-in NY Strip (16oz),15.0,12.77,2.23,Menu Items
2025-12-09,Dry-Aged Tomahawk Ribeye (36oz),1.0,3.14,-2.14,Menu Items
2025-12-09,Elderflower French 75 Champagne,21.0,29.91,-8.91,Menu Items
2025-12-09,Espresso Martini Vanilla Foam,34.0,37.1,-3.1,Menu Items
2025-12-09,Fresh Squeezed Orange Juice,28.0,36.97,-8.97,Menu Items
2025-12-09,Fresh Wild Berry Pavlova,4.0,15.81,-11.81,Menu Items
2025-12-09,Fried Softshell Crab Basket,16.0,11.11,4.89,Menu Items
2025-12-09,Garlic Butter Tiger Prawns Skewer,19.0,21.79,-2.79,Menu Items
2025-12-09,Garlic Herb Breadsticks,40.0,47.44,-7.44,Menu Items
2025-12-09,Golden Mozzarella Sticks,36.0,43.47,-7.47,Menu Items
2025-12-09,Golden Turmeric Lentil Soup Bowl,24.0,30.79,-6.79,Menu Items
2025-12-09,Green Goddess Farro Bowl,9.0,18.48,-9.48,Menu Items
2025-12-09,Grilled Halloumi Flatbread,13.0,15.55,-2.55,Menu Items
2025-12-09,Grilled Yellowfin Ahi Tuna Steak,6.0,13.74,-7.74,Menu Items
2025-12-09,Handcrafted Lobster Ravioli,18.0,16.35,1.65,Menu Items
2025-12-09,Heirloom Tomato Bruschetta,30.0,30.18,-0.18,Menu Items
2025-12-09,Hibiscus Berry Botanical Fizz (Mocktail),21.0,31.46,-10.46,Menu Items
2025-12-09,Jackfruit Smoky Carnitas Tacos,21.0,23.88,-2.88,Menu Items
2025-12-09,Jumbo Lump Crab Cakes (2pcs),11.0,14.44,-3.44,Menu Items
2025-12-09,Kale Tahini Caesar Roasted Chickpeas,10.0,24.39,-14.39,Menu Items
2025-12-09,Key Lime Tart Graham Crust,17.0,23.89,-6.89,Menu Items
2025-12-09,Korean Gochujang Crispy Tofu,24.0,20.9,3.1,Menu Items
2025-12-09,Lasagna Bolognese Al Forno,19.0,30.49,-11.49,Menu Items
2025-12-09,Lentil Shepherd's Pie Sweet Potato,15.0,15.64,-0.64,Menu Items
2025-12-09,Linguine alle Vongole (Clams),11.0,14.93,-3.93,Menu Items
2025-12-09,Loaded Queso Nachos,30.0,35.34,-5.34,Menu Items
2025-12-09,Margherita Sourdough Pizza,41.0,54.22,-13.22,Menu Items
2025-12-09,Matcha Green Tea Crepe Cake,8.0,15.37,-7.37,Menu Items
2025-12-09,Mediterranean Quinoa Crunch Bowl,13.0,30.75,-17.75,Menu Items
2025-12-09,Molten Chocolate Lava Cake,45.0,42.19,2.81,Menu Items
2025-12-09,Mushroom & Walnut Bolognese,13.0,20.49,-7.49,Menu Items
2025-12-09,New York Style Cheesecake,36.0,43.95,-7.95,Menu Items
2025-12-09,Nitro Cold Brew Sweet Cream,34.0,46.72,-12.72,Menu Items
2025-12-09,Organic Earl Grey Loose Leaf Tea,13.0,29.14,-16.14,Menu Items
2025-12-09,Pacific Black Cod Miso Glaze,7.0,8.79,-1.79,Menu Items
2025-12-09,Pan-Roasted Duck Breast Plum Glaze,7.0,11.62,-4.62,Menu Items
2025-12-09,Pan-Seared Chilean Sea Bass,8.0,11.42,-3.42,Menu Items
2025-12-09,Pecan Pie Bourbon Whipped Cream,10.0,18.09,-8.09,Menu Items
2025-12-09,Pepper-Crusted Bison Tenderloin,6.0,3.14,2.86,Menu Items
2025-12-09,Philly Ribeye Cheesesteak,19.0,30.32,-11.32,Menu Items
2025-12-09,Portobello Mushroom Swiss Burger,24.0,19.47,4.53,Menu Items
2025-12-09,Prime Wagyu Truffle Burger,21.0,11.7,9.3,Menu Items
2025-12-09,Prosciutto e Rucola Pizza,19.0,25.7,-6.7,Menu Items
2025-12-09,Quattro Formaggi Bianca,36.0,33.09,2.91,Menu Items
2025-12-09,Rare Blue Mountain Jamaican Pour-Over,4.0,3.82,0.18,Menu Items
2025-12-09,Rare Japanese Whisky Flight (3-pour),7.0,3.04,3.96,Menu Items
2025-12-09,Red Sangria Pitcher (House Wine),22.0,26.39,-4.39,Menu Items
2025-12-09,Reserve Osetra Caviar Blinis,5.0,2.79,2.21,Menu Items
2025-12-09,Roasted Beet & Goat Cheese Bowl,8.0,25.23,-17.23,Menu Items
2025-12-09,Roasted Eggplant Harissa Shakshuka,5.0,18.63,-13.63,Menu Items
2025-12-09,Roasted Veal Chop Chanterelles,9.0,3.74,5.26,Menu Items
2025-12-09,Salted Caramel Creme Brulee,17.0,31.11,-14.11,Menu Items
2025-12-09,Seafood Bouillabaisse Saffron Rouille,10.0,8.85,1.15,Menu Items
2025-12-09,Seafood Paella Valenciana,15.0,19.9,-4.9,Menu Items
2025-12-09,Seared Diver Scallops Sweet Corn,4.0,11.42,-7.42,Menu Items
2025-12-09,Sesame Ahi Tuna Poke Bowl,27.0,29.52,-2.52,Menu Items
2025-12-09,Signature Smoked Old Fashioned,18.0,33.98,-15.98,Menu Items
2025-12-09,Simple Garden House Salad,38.0,38.88,-0.88,Menu Items
2025-12-09,Slow-Braised Beef Short Ribs,35.0,26.86,8.14,Menu Items
2025-12-09,Slow-Braised Wild Boar Pappardelle,9.0,18.53,-9.53,Menu Items
2025-12-09,Smoked Bone-in Kurobuta Pork Chop,10.0,16.81,-6.81,Menu Items
2025-12-09,Smoked Brisket Panini,24.0,22.95,1.05,Menu Items
2025-12-09,Smoked Duck Croquettes,9.0,20.11,-11.11,Menu Items
2025-12-09,Smoked Rosemary Paloma Tequila,24.0,28.87,-4.87,Menu Items
2025-12-09,Soft-Shell Crab Sliders,14.0,8.83,5.17,Menu Items
2025-12-09,Southwest Chipotle Chicken Bowl,40.0,34.74,5.26,Menu Items
2025-12-09,Spaghetti All'Amatriciana,22.0,37.52,-15.52,Menu Items
2025-12-09,Spanakopita Herb Triangles,14.0,16.99,-2.99,Menu Items
2025-12-09,Sparkling San Pellegrino (750ml),18.0,29.14,-11.14,Menu Items
2025-12-09,Spiced Masala Chai Latte,31.0,30.85,0.15,Menu Items
2025-12-09,Spicy Diavola Pizza,25.0,31.68,-6.68,Menu Items
2025-12-09,Spicy Nashville Hot Chicken Bun,38.0,38.99,-0.99,Menu Items
2025-12-09,Spicy Passionfruit Mezcalita,26.0,29.76,-3.76,Menu Items
2025-12-09,Spicy Tofu Peanut Noodle Bowl,19.0,24.64,-5.64,Menu Items
2025-12-09,Spicy Tuna Crispy Rice,19.0,23.04,-4.04,Menu Items
2025-12-09,Steak Frites Garlic Herb Butter,37.0,38.87,-1.87,Menu Items
2025-12-09,Steakhouse Flat Iron Chimichurri,15.0,28.79,-13.79,Menu Items
2025-12-09,Steamed Blue Mussels White Wine,16.0,21.44,-5.44,Menu Items
2025-12-09,Strawberry Basil Smash Lemonade (Mocktail),31.0,31.31,-0.31,Menu Items
2025-12-09,Strawberry Gorgonzola Pecan Salad,16.0,23.04,-7.04,Menu Items
2025-12-09,Thai Coconut Green Curry Tofu,9.0,22.69,-13.69,Menu Items
2025-12-09,Thai Crunch Peanut Chicken Salad,25.0,26.62,-1.62,Menu Items
2025-12-09,Traditional Italian Tiramisu,25.0,35.41,-10.41,Menu Items
2025-12-09,Truffle Lobster Roll,1.0,6.11,-5.11,Menu Items
2025-12-09,Truffle Whipped Burrata,19.0,28.12,-9.12,Menu Items
2025-12-09,Truffle Wild Mushroom Risotto,20.0,21.57,-1.57,Menu Items
2025-12-09,Truffled Wild Mushroom Gnocchi,30.0,23.33,6.67,Menu Items
2025-12-09,USDA Prime Center-Cut Filet Mignon (8oz),18.0,22.38,-4.38,Menu Items
2025-12-09,Vanilla Bean Oat Milk Latte,32.0,50.74,-18.74,Menu Items
2025-12-09,Vintage Champagne Berry Float,6.0,3.81,2.19,Menu Items
2025-12-09,Warm Apple Cinnamon Crisp,21.0,25.65,-4.65,Menu Items
2025-12-09,Warm Churros with Spiced Dulce,21.0,35.05,-14.05,Menu Items
2025-12-09,Warm Roasted Butternut Squash Bowl,8.0,14.26,-6.26,Menu Items
2025-12-09,Whole Grilled Red Snapper Mojo,7.0,5.27,1.73,Menu Items
2025-12-09,Wild Alaskan Salmon Tartare,7.0,9.94,-2.94,Menu Items
2025-12-09,Wild King Salmon Lemon Herb,23.0,26.61,-3.61,Menu Items
2025-12-09,Wild Rice & Avocado Harvest Bowl,18.0,23.15,-5.15,Menu Items
2025-12-09,Yuzu Lavender Gin Tonic,30.0,30.36,-0.36,Menu Items
2025-12-09,Zero-Proof Cucumber Mint Cooler,34.0,32.18,1.82,Menu Items
2025-12-10,A5 Miyazaki Japanese Wagyu (4oz),3.0,2.64,0.36,Menu Items
2025-12-10,Acai Berry Superfood Smoothie,21.0,20.83,0.17,Menu Items
2025-12-10,Affogato al Caffe Espresso Scoop,20.0,32.57,-12.57,Menu Items
2025-12-10,Aperol Spritz Prosecco Orange,41.0,37.56,3.44,Menu Items
2025-12-10,Artisanal Kombucha Peach Ginger,16.0,21.88,-5.88,Menu Items
2025-12-10,Artisanal Macaron Assortment (6pcs),20.0,22.2,-2.2,Menu Items
2025-12-10,Artisanal Vegan Charcuterie Board,5.0,6.65,-1.65,Menu Items
2025-12-10,Avocado Supergreen Toast Sourdough,23.0,30.83,-7.83,Menu Items
2025-12-10,BBQ Glazed St. Louis Ribs (Full),27.0,21.55,5.45,Menu Items
2025-12-10,BBQ Pulled Pork Brioche,29.0,30.88,-1.88,Menu Items
2025-12-10,Bacon Wrapped Stuffed Dates,36.0,22.75,13.25,Menu Items
2025-12-10,Belgian Hot Chocolate Marshmallows,22.0,23.02,-1.02,Menu Items
2025-12-10,Beyond Meat Gourmet Burger,30.0,33.74,-3.74,Menu Items
2025-12-10,Bistro Hanger Steak Shallot Jus,16.0,19.93,-3.93,Menu Items
2025-12-10,Black Angus Bacon Cheddar,17.0,36.97,-19.97,Menu Items
2025-12-10,Black Truffle Infused Manhattan,8.0,4.41,3.59,Menu Items
2025-12-10,Black Truffle Tagliolini Caviar,6.0,4.54,1.46,Menu Items
2025-12-10,Blackened Salmon Cobb Salad,26.0,23.8,2.2,Menu Items
2025-12-10,Burrata Caprese Heirloom Salad,17.0,19.44,-2.44,Menu Items
2025-12-10,Burrata Caprese Pizza,21.0,23.22,-2.22,Menu Items
2025-12-10,Butter Poached Maine Lobster Tail,4.0,7.49,-3.49,Menu Items
2025-12-10,Calabrian Sausage Rigatoni,26.0,28.84,-2.84,Menu Items
2025-12-10,California Turkey Avocado Club,17.0,21.19,-4.19,Menu Items
2025-12-10,Caramel Macchiato Sea Salt,43.0,48.75,-5.75,Menu Items
2025-12-10,Ceremonial Iced Matcha Latte,36.0,32.59,3.41,Menu Items
2025-12-10,Chipotle Fish Tacos (3pcs),29.0,20.09,8.91,Menu Items
2025-12-10,Classic BLT Sourdough,14.0,31.36,-17.36,Menu Items
2025-12-10,Classic Buffalo Chicken Wings,54.0,50.99,3.01,Menu Items
2025-12-10,Classic Fish & Chips Tartar,50.0,42.81,7.19,Menu Items
2025-12-10,Classic Greek Village Salad,18.0,29.49,-11.49,Menu Items
2025-12-10,Classic Madagascar Vanilla Bean Gelato,23.0,42.16,-19.16,Menu Items
2025-12-10,Classic Moscow Mule Copper Mug,30.0,35.0,-5.0,Menu Items
2025-12-10,Coffee-Crusted Prime Ribeye (14oz),19.0,14.76,4.24,Menu Items
2025-12-10,Cold Pressed Green Detox Juice,17.0,17.41,-0.41,Menu Items
2025-12-10,Colorado Rosemary Lamb Chops,6.0,12.38,-6.38,Menu Items
2025-12-10,Creamy Cashew Alfredo Tagliatelle,9.0,20.17,-11.17,Menu Items
2025-12-10,Creamy Fettuccine Alfredo,40.0,45.2,-5.2,Menu Items
2025-12-10,Crispy Buttermilk Chicken Sandwich,56.0,49.1,6.9,Menu Items
2025-12-10,Crispy Calamari Fritti,27.0,28.75,-1.75,Menu Items
2025-12-10,Crispy Cauliflower Buffalo Bites,24.0,28.69,-4.69,Menu Items
2025-12-10,Crispy Falafel Mezze Platter,25.0,26.84,-1.84,Menu Items
2025-12-10,Crispy Parmesan Truffle Fries,48.0,51.82,-3.82,Menu Items
2025-12-10,Crispy Skin Mediterranean Branzino,13.0,13.54,-0.54,Menu Items
2025-12-10,Cubano Roast Pork Sandwich,28.0,20.25,7.75,Menu Items
2025-12-10,Dark Chocolate Souffle Grand Marnier,3.0,5.91,-2.91,Menu Items
2025-12-10,DineIQ House Draft Lager (Pint),45.0,53.6,-8.6,Menu Items
2025-12-10,DineIQ House Drip Roast Coffee,61.0,57.52,3.48,Menu Items
2025-12-10,DineIQ Signature Caesar Salad,31.0,45.43,-14.43,Menu Items
2025-12-10,DineIQ Smash Double Cheeseburger,55.0,51.57,3.43,Menu Items
2025-12-10,Double Espresso Single Origin,56.0,48.88,7.12,Menu Items
2025-12-10,Double Pepperoni Hot Honey Pizza,44.0,51.55,-7.55,Menu Items
2025-12-10,Dry-Aged Bone-in NY Strip (16oz),7.0,12.61,-5.61,Menu Items
2025-12-10,Dry-Aged Tomahawk Ribeye (36oz),2.0,3.11,-1.11,Menu Items
2025-12-10,Elderflower French 75 Champagne,14.0,28.65,-14.65,Menu Items
2025-12-10,Espresso Martini Vanilla Foam,40.0,36.49,3.51,Menu Items
2025-12-10,Fresh Squeezed Orange Juice,46.0,36.09,9.91,Menu Items
2025-12-10,Fresh Wild Berry Pavlova,11.0,15.08,-4.08,Menu Items
2025-12-10,Fried Softshell Crab Basket,6.0,10.91,-4.91,Menu Items
2025-12-10,Garlic Butter Tiger Prawns Skewer,26.0,21.21,4.79,Menu Items
2025-12-10,Garlic Herb Breadsticks,58.0,45.06,12.94,Menu Items
2025-12-10,Golden Mozzarella Sticks,48.0,42.92,5.08,Menu Items
2025-12-10,Golden Turmeric Lentil Soup Bowl,29.0,28.94,0.06,Menu Items
2025-12-10,Green Goddess Farro Bowl,11.0,18.27,-7.27,Menu Items
2025-12-10,Grilled Halloumi Flatbread,13.0,15.46,-2.46,Menu Items
2025-12-10,Grilled Yellowfin Ahi Tuna Steak,3.0,13.23,-10.23,Menu Items
2025-12-10,Handcrafted Lobster Ravioli,15.0,15.86,-0.86,Menu Items
2025-12-10,Heirloom Tomato Bruschetta,27.0,29.61,-2.61,Menu Items
2025-12-10,Hibiscus Berry Botanical Fizz (Mocktail),19.0,29.37,-10.37,Menu Items
2025-12-10,Jackfruit Smoky Carnitas Tacos,22.0,23.28,-1.28,Menu Items
2025-12-10,Jumbo Lump Crab Cakes (2pcs),7.0,14.21,-7.21,Menu Items
2025-12-10,Kale Tahini Caesar Roasted Chickpeas,28.0,24.97,3.03,Menu Items
2025-12-10,Key Lime Tart Graham Crust,22.0,23.2,-1.2,Menu Items
2025-12-10,Korean Gochujang Crispy Tofu,15.0,20.27,-5.27,Menu Items
2025-12-10,Lasagna Bolognese Al Forno,36.0,28.59,7.41,Menu Items
2025-12-10,Lentil Shepherd's Pie Sweet Potato,18.0,15.49,2.51,Menu Items
2025-12-10,Linguine alle Vongole (Clams),13.0,14.73,-1.73,Menu Items
2025-12-10,Loaded Queso Nachos,29.0,34.53,-5.53,Menu Items
2025-12-10,Margherita Sourdough Pizza,55.0,53.88,1.12,Menu Items
2025-12-10,Matcha Green Tea Crepe Cake,13.0,15.47,-2.47,Menu Items
2025-12-10,Mediterranean Quinoa Crunch Bowl,32.0,29.92,2.08,Menu Items
2025-12-10,Molten Chocolate Lava Cake,47.0,41.38,5.62,Menu Items
2025-12-10,Mushroom & Walnut Bolognese,29.0,20.29,8.71,Menu Items
2025-12-10,New York Style Cheesecake,29.0,45.01,-16.01,Menu Items
2025-12-10,Nitro Cold Brew Sweet Cream,29.0,47.07,-18.07,Menu Items
2025-12-10,Organic Earl Grey Loose Leaf Tea,25.0,28.03,-3.03,Menu Items
2025-12-10,Pacific Black Cod Miso Glaze,0.0,8.58,-8.58,Menu Items
2025-12-10,Pan-Roasted Duck Breast Plum Glaze,13.0,11.47,1.53,Menu Items
2025-12-10,Pan-Seared Chilean Sea Bass,8.0,10.98,-2.98,Menu Items
2025-12-10,Pecan Pie Bourbon Whipped Cream,10.0,17.69,-7.69,Menu Items
2025-12-10,Pepper-Crusted Bison Tenderloin,2.0,2.99,-0.99,Menu Items
2025-12-10,Philly Ribeye Cheesesteak,17.0,28.18,-11.18,Menu Items
2025-12-10,Portobello Mushroom Swiss Burger,11.0,18.25,-7.25,Menu Items
2025-12-10,Prime Wagyu Truffle Burger,7.0,11.55,-4.55,Menu Items
2025-12-10,Prosciutto e Rucola Pizza,13.0,23.14,-10.14,Menu Items
2025-12-10,Quattro Formaggi Bianca,26.0,32.14,-6.14,Menu Items
2025-12-10,Rare Blue Mountain Jamaican Pour-Over,2.0,3.67,-1.67,Menu Items
2025-12-10,Rare Japanese Whisky Flight (3-pour),2.0,3.0,-1.0,Menu Items
2025-12-10,Red Sangria Pitcher (House Wine),25.0,25.87,-0.87,Menu Items
2025-12-10,Reserve Osetra Caviar Blinis,0.0,2.8,-2.8,Menu Items
2025-12-10,Roasted Beet & Goat Cheese Bowl,17.0,24.21,-7.21,Menu Items
2025-12-10,Roasted Eggplant Harissa Shakshuka,11.0,18.92,-7.92,Menu Items
2025-12-10,Roasted Veal Chop Chanterelles,2.0,3.7,-1.7,Menu Items
2025-12-10,Salted Caramel Creme Brulee,25.0,30.37,-5.37,Menu Items
2025-12-10,Seafood Bouillabaisse Saffron Rouille,4.0,8.65,-4.65,Menu Items
2025-12-10,Seafood Paella Valenciana,11.0,19.23,-8.23,Menu Items
2025-12-10,Seared Diver Scallops Sweet Corn,12.0,11.27,0.73,Menu Items
2025-12-10,Sesame Ahi Tuna Poke Bowl,20.0,28.44,-8.44,Menu Items
2025-12-10,Signature Smoked Old Fashioned,37.0,32.14,4.86,Menu Items
2025-12-10,Simple Garden House Salad,26.0,37.33,-11.33,Menu Items
2025-12-10,Slow-Braised Beef Short Ribs,21.0,25.91,-4.91,Menu Items
2025-12-10,Slow-Braised Wild Boar Pappardelle,7.0,17.75,-10.75,Menu Items
2025-12-10,Smoked Bone-in Kurobuta Pork Chop,6.0,16.32,-10.32,Menu Items
2025-12-10,Smoked Brisket Panini,21.0,22.32,-1.32,Menu Items
2025-12-10,Smoked Duck Croquettes,15.0,20.1,-5.1,Menu Items
2025-12-10,Smoked Rosemary Paloma Tequila,42.0,27.45,14.55,Menu Items
2025-12-10,Soft-Shell Crab Sliders,5.0,8.67,-3.67,Menu Items
2025-12-10,Southwest Chipotle Chicken Bowl,28.0,34.2,-6.2,Menu Items
2025-12-10,Spaghetti All'Amatriciana,28.0,36.5,-8.5,Menu Items
2025-12-10,Spanakopita Herb Triangles,22.0,16.79,5.21,Menu Items
2025-12-10,Sparkling San Pellegrino (750ml),30.0,27.82,2.18,Menu Items
2025-12-10,Spiced Masala Chai Latte,25.0,28.43,-3.43,Menu Items
2025-12-10,Spicy Diavola Pizza,28.0,31.8,-3.8,Menu Items
2025-12-10,Spicy Nashville Hot Chicken Bun,19.0,37.98,-18.98,Menu Items
2025-12-10,Spicy Passionfruit Mezcalita,20.0,28.98,-8.98,Menu Items
2025-12-10,Spicy Tofu Peanut Noodle Bowl,19.0,24.69,-5.69,Menu Items
2025-12-10,Spicy Tuna Crispy Rice,14.0,22.43,-8.43,Menu Items
2025-12-10,Steak Frites Garlic Herb Butter,26.0,38.5,-12.5,Menu Items
2025-12-10,Steakhouse Flat Iron Chimichurri,27.0,26.96,0.04,Menu Items
2025-12-10,Steamed Blue Mussels White Wine,9.0,20.1,-11.1,Menu Items
2025-12-10,Strawberry Basil Smash Lemonade (Mocktail),27.0,29.8,-2.8,Menu Items
2025-12-10,Strawberry Gorgonzola Pecan Salad,19.0,22.86,-3.86,Menu Items
2025-12-10,Thai Coconut Green Curry Tofu,26.0,22.47,3.53,Menu Items
2025-12-10,Thai Crunch Peanut Chicken Salad,24.0,25.11,-1.11,Menu Items
2025-12-10,Traditional Italian Tiramisu,46.0,33.83,12.17,Menu Items
2025-12-10,Truffle Lobster Roll,4.0,5.38,-1.38,Menu Items
2025-12-10,Truffle Whipped Burrata,23.0,27.37,-4.37,Menu Items
2025-12-10,Truffle Wild Mushroom Risotto,12.0,20.62,-8.62,Menu Items
2025-12-10,Truffled Wild Mushroom Gnocchi,22.0,22.89,-0.89,Menu Items
2025-12-10,USDA Prime Center-Cut Filet Mignon (8oz),19.0,21.75,-2.75,Menu Items
2025-12-10,Vanilla Bean Oat Milk Latte,46.0,52.49,-6.49,Menu Items
2025-12-10,Vintage Champagne Berry Float,6.0,3.66,2.34,Menu Items
2025-12-10,Warm Apple Cinnamon Crisp,30.0,25.09,4.91,Menu Items
2025-12-10,Warm Churros with Spiced Dulce,23.0,34.94,-11.94,Menu Items
2025-12-10,Warm Roasted Butternut Squash Bowl,19.0,14.11,4.89,Menu Items
2025-12-10,Whole Grilled Red Snapper Mojo,3.0,5.73,-2.73,Menu Items
2025-12-10,Wild Alaskan Salmon Tartare,12.0,9.91,2.09,Menu Items
2025-12-10,Wild King Salmon Lemon Herb,30.0,25.59,4.41,Menu Items
2025-12-10,Wild Rice & Avocado Harvest Bowl,13.0,22.43,-9.43,Menu Items
2025-12-10,Yuzu Lavender Gin Tonic,17.0,30.05,-13.05,Menu Items
2025-12-10,Zero-Proof Cucumber Mint Cooler,40.0,31.0,9.0,Menu Items
2025-12-11,A5 Miyazaki Japanese Wagyu (4oz),8.0,3.24,4.76,Menu Items
2025-12-11,Acai Berry Superfood Smoothie,42.0,25.33,16.67,Menu Items
2025-12-11,Affogato al Caffe Espresso Scoop,41.0,40.35,0.65,Menu Items
2025-12-11,Aperol Spritz Prosecco Orange,55.0,43.97,11.03,Menu Items
2025-12-11,Artisanal Kombucha Peach Ginger,30.0,26.46,3.54,Menu Items
2025-12-11,Artisanal Macaron Assortment (6pcs),51.0,26.45,24.55,Menu Items
2025-12-11,Artisanal Vegan Charcuterie Board,11.0,7.47,3.53,Menu Items
2025-12-11,Avocado Supergreen Toast Sourdough,31.0,37.6,-6.6,Menu Items
2025-12-11,BBQ Glazed St. Louis Ribs (Full),18.0,26.86,-8.86,Menu Items
2025-12-11,BBQ Pulled Pork Brioche,49.0,35.18,13.82,Menu Items
2025-12-11,Bacon Wrapped Stuffed Dates,18.0,26.73,-8.73,Menu Items
2025-12-11,Belgian Hot Chocolate Marshmallows,32.0,28.7,3.3,Menu Items
2025-12-11,Beyond Meat Gourmet Burger,46.0,39.52,6.48,Menu Items
2025-12-11,Bistro Hanger Steak Shallot Jus,22.0,21.49,0.51,Menu Items
2025-12-11,Black Angus Bacon Cheddar,32.0,47.4,-15.4,Menu Items
2025-12-11,Black Truffle Infused Manhattan,13.0,4.85,8.15,Menu Items
2025-12-11,Black Truffle Tagliolini Caviar,8.0,5.07,2.93,Menu Items
2025-12-11,Blackened Salmon Cobb Salad,21.0,28.93,-7.93,Menu Items
2025-12-11,Burrata Caprese Heirloom Salad,25.0,21.47,3.53,Menu Items
2025-12-11,Burrata Caprese Pizza,30.0,26.55,3.45,Menu Items
2025-12-11,Butter Poached Maine Lobster Tail,12.0,7.84,4.16,Menu Items
2025-12-11,Calabrian Sausage Rigatoni,33.0,32.34,0.66,Menu Items
2025-12-11,California Turkey Avocado Club,32.0,26.05,5.95,Menu Items
2025-12-11,Caramel Macchiato Sea Salt,43.0,52.76,-9.76,Menu Items
2025-12-11,Ceremonial Iced Matcha Latte,35.0,39.81,-4.81,Menu Items
2025-12-11,Chipotle Fish Tacos (3pcs),17.0,23.83,-6.83,Menu Items
2025-12-11,Classic BLT Sourdough,29.0,36.48,-7.48,Menu Items
2025-12-11,Classic Buffalo Chicken Wings,63.0,55.55,7.45,Menu Items
2025-12-11,Classic Fish & Chips Tartar,45.0,51.83,-6.83,Menu Items
2025-12-11,Classic Greek Village Salad,33.0,32.81,0.19,Menu Items
2025-12-11,Classic Madagascar Vanilla Bean Gelato,48.0,51.1,-3.1,Menu Items
2025-12-11,Classic Moscow Mule Copper Mug,38.0,43.66,-5.66,Menu Items
