item_id,item_name,category_id,category_name,base_price,cost_price,item_revenue,cost,contribution_margin,profit_percentage,order_frequency,item_popularity,repeat_purchase_rate,average_rating,rating_trend,wastage_percentage,price_change_percentage
ITEM-105,Artisanal Vegan Charcuterie Board,CAT-07,Vegan & Plant-Based Creations,26.0,8.5,57330.0,18742.5,38587.5,67.31,1447,2205,0.0174,3.38,0.582,25.00,0.0
ITEM-138,Double Espresso Single Origin,CAT-10,Specialty Coffee & Beverages,3.5,0.5,57113.0,8159.0,48954.0,85.71,10619,16318,0.0947,3.61,0.059,0.61,0.0
ITEM-133,Rare Japanese Whisky Flight (3-pour),CAT-09,Signature Cocktails & Mocktails,55.0,14.0,57090.0,14532.0,42558.0,74.55,712,1038,0.0073,3.68,-0.449,7.82,0.0
ITEM-142,Spiced Masala Chai Latte,CAT-10,Specialty Coffee & Beverages,5.25,0.9,55723.5,9552.6,46170.9,82.86,7083,10614,0.0693,3.6,-0.096,1.31,0.0
ITEM-008,Reserve Osetra Caviar Blinis,CAT-01,Appetizers & Small Plates,36.3,16.5,52910.0,13431.0,39479.0,74.62,574,814,0.0073,3.32,0.992,55.59,-44.15
ITEM-150,Artisanal Kombucha Peach Ginger,CAT-10,Specialty Coffee & Beverages,6.25,1.8,48537.5,13978.8,34558.7,71.2,5205,7766,0.0479,3.56,-0.051,1.53,0.0
ITEM-148,Cold Pressed Green Detox Juice,CAT-10,Specialty Coffee & Beverages,8.5,4.1,48441.5,23365.9,25075.6,51.76,3807,5699,0.0367,3.57,0.351,60.87,0.0
ITEM-147,Belgian Hot Chocolate Marshmallows,CAT-10,Specialty Coffee & Beverages,5.5,1.1,47476.0,9495.2,37980.8,80.0,5755,8632,0.0585,3.65,-0.011,2.08,0.0
ITEM-125,Black Truffle Infused Manhattan,CAT-09,Signature Cocktails & Mocktails,28.0,4.5,47348.0,7609.5,39738.5,83.93,1127,1691,0.0113,3.75,0.114,8.74,0.0
ITEM-143,Organic Earl Grey Loose Leaf Tea,CAT-10,Specialty Coffee & Beverages,4.25,0.45,39665.25,4199.85,35465.4,89.41,6263,9333,0.0625,3.51,-0.065,1.21,0.0
ITEM-113,Vintage Champagne Berry Float,CAT-08,Handcrafted Desserts & Pastries,24.0,5.5,32424.0,7430.5,24993.5,77.08,901,1351,0.0082,3.7,-0.349,37.51,0.0
ITEM-118,Dark Chocolate Souffle Grand Marnier,CAT-08,Handcrafted Desserts & Pastries,16.5,4.0,29073.0,7048.0,22025.0,75.76,1212,1762,0.013,3.77,0.644,39.37,0.0
ITEM-149,Rare Blue Mountain Jamaican Pour-Over,CAT-10,Specialty Coffee & Beverages,12.0,2.5,17784.0,3705.0,14079.0,79.17,1020,1482,0.0061,3.56,0.41,3.58,0.0
