customer_id,customer_segment,loyalty_tier,loyalty_points,churn_risk_score,basket_size,discount_percentage,promotion_dependency,peak_hour_frequency,weekend_order_ratio,channel_preference,primary_location_id,location_performance,customer_recency,customer_frequency,customer_monetary_value,average_order_value,r_score,f_score,m_score,rfm_segment
CUST-04757,REGULAR,SILVER,2109,0.363,10.0,0.0,0.0,0.0,0.0,TAKEOUT,LOC-014,269.41,219,1,234.9,234.9,2,2,2,Hibernating / Churned
CUST-04758,OCCASIONAL,SILVER,1504,0.257,13.33,0.0,0.0,1.0,0.3333,DRIVE_THRU,LOC-019,265.36,152,3,809.75,269.92,3,4,5,Loyal Customers
CUST-04759,REGULAR,SILVER,1502,0.221,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-008,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04760,HIGH_VALUE,PLATINUM,11600,0.028,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-013,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04761,REGULAR,SILVER,1296,0.558,17.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-004,268.69,48,1,276.96,276.96,4,2,2,Recent First-Time
CUST-04762,NEW,BRONZE,244,0.201,17.5,0.0,0.0,1.0,0.5,DELIVERY,LOC-003,270.16,217,2,687.8,343.9,2,3,4,At Risk - High Value
CUST-04763,CHURNED,BRONZE,333,0.912,13.2,1.7,0.2,0.8,0.2,DINE_IN,LOC-002,269.75,15,5,1763.31,352.66,5,5,5,Champions
CUST-04764,HIGH_VALUE,PLATINUM,9188,0.131,18.0,6.63,1.0,1.0,1.0,DINE_IN,LOC-019,265.36,353,1,361.0,361.0,1,2,3,Hibernating / Churned
CUST-04765,OCCASIONAL,GOLD,1684,0.249,20.25,1.84,0.5,0.75,0.75,TAKEOUT,LOC-004,268.69,46,4,1390.4,347.6,4,5,5,Champions
CUST-04766,OCCASIONAL,GOLD,636,0.453,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-010,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04767,REGULAR,SILVER,1410,0.406,14.0,2.01,0.3333,0.6667,0.3333,TAKEOUT,LOC-014,269.41,38,3,978.73,326.24,5,4,5,Champions
CUST-04768,HIGH_VALUE,GOLD,11385,0.09,15.0,11.84,1.0,1.0,0.0,DELIVERY,LOC-013,269.98,131,1,234.47,234.47,3,2,2,Potential Loyalists
CUST-04769,NEW,BRONZE,234,0.107,8.0,0.0,0.0,1.0,1.0,TAKEOUT,LOC-012,270.28,347,1,103.34,103.34,1,2,1,Hibernating / Churned
CUST-04770,OCCASIONAL,SILVER,2211,0.284,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04771,CHURNED,BRONZE,242,0.873,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-010,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04772,HIGH_VALUE,PLATINUM,9300,0.07,11.5,0.0,0.0,0.5,0.0,DRIVE_THRU,LOC-010,269.35,9,2,445.4,222.7,5,3,3,Loyal Customers
CUST-04773,REGULAR,SILVER,1895,0.261,13.75,5.61,0.5,0.25,0.0,DINE_IN,LOC-014,269.41,133,4,933.21,233.3,3,5,5,Loyal Customers
CUST-04774,CHURNED,BRONZE,152,0.979,25.0,2.21,1.0,1.0,0.0,TAKEOUT,LOC-017,269.26,48,1,383.68,383.68,4,2,3,Recent First-Time
CUST-04775,OCCASIONAL,GOLD,1855,0.64,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04776,OCCASIONAL,BRONZE,1124,0.426,5.0,0.0,0.0,0.0,1.0,DINE_IN,LOC-017,269.26,32,1,126.83,126.83,5,2,2,Recent First-Time
CUST-04777,REGULAR,SILVER,110,0.356,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-010,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04778,NEW,BRONZE,49,0.218,15.0,0.0,0.0,1.0,1.0,DELIVERY,LOC-001,271.44,94,1,383.94,383.94,4,2,3,Recent First-Time
CUST-04779,REGULAR,BRONZE,1099,0.234,12.0,5.64,0.6667,0.6667,0.0,DINE_IN,LOC-004,268.69,6,3,716.61,238.87,5,4,4,Champions
CUST-04780,CHURNED,BRONZE,485,0.97,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-008,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04781,OCCASIONAL,SILVER,2219,0.636,10.33,3.75,0.6667,0.3333,0.6667,TAKEOUT,LOC-013,269.98,169,3,610.48,203.49,3,4,4,Loyal Customers
CUST-04782,REGULAR,BRONZE,821,0.39,17.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-002,269.75,124,1,294.65,294.65,3,2,2,Potential Loyalists
CUST-04783,CHURNED,BRONZE,99,0.93,15.0,0.0,0.0,1.0,1.0,TAKEOUT,LOC-012,270.28,179,1,199.66,199.66,2,2,2,Hibernating / Churned
CUST-04784,HIGH_VALUE,PLATINUM,8825,0.036,12.5,0.0,0.0,1.0,0.5,DRIVE_THRU,LOC-017,269.26,39,2,554.62,277.31,4,3,4,Loyal Customers
CUST-04785,HIGH_VALUE,PLATINUM,13502,0.027,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04786,OCCASIONAL,BRONZE,1906,0.613,18.0,0.0,0.0,0.5,1.0,DELIVERY,LOC-011,266.91,340,2,516.08,258.04,1,3,4,At Risk - High Value
CUST-04787,REGULAR,SILVER,1050,0.569,11.5,0.0,0.0,1.0,0.5,DRIVE_THRU,LOC-012,270.28,158,2,395.44,197.72,3,3,3,Loyal Customers
CUST-04788,REGULAR,BRONZE,2275,0.343,15.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-001,271.44,208,1,296.18,296.18,2,2,2,Hibernating / Churned
CUST-04789,REGULAR,BRONZE,154,0.358,10.5,0.0,0.0,1.0,0.5,TAKEOUT,LOC-004,268.69,144,2,285.23,142.62,3,3,2,Loyal Customers
CUST-04790,OCCASIONAL,BRONZE,377,0.247,14.5,16.1,1.0,0.5,0.5,DINE_IN,LOC-001,271.44,17,2,381.13,190.57,5,3,3,Loyal Customers
CUST-04791,REGULAR,SILVER,158,0.46,19.67,0.0,0.0,0.3333,0.3333,DINE_IN,LOC-010,269.35,200,3,1180.24,393.41,2,4,5,At Risk - High Value
CUST-04792,NEW,BRONZE,144,0.19,16.0,1.13,0.5,0.5,0.0,DRIVE_THRU,LOC-020,268.67,49,2,619.08,309.54,4,3,4,Loyal Customers
CUST-04793,OCCASIONAL,SILVER,671,0.311,15.0,4.03,0.5,0.0,0.5,TAKEOUT,LOC-004,268.69,174,2,491.94,245.97,3,3,3,Loyal Customers
CUST-04794,CHURNED,SILVER,87,0.989,14.25,3.35,0.25,0.5,0.5,TAKEOUT,LOC-019,265.36,10,4,959.55,239.89,5,5,5,Champions
CUST-04795,OCCASIONAL,GOLD,390,0.602,17.0,1.34,0.3333,0.3333,0.0,DINE_IN,LOC-008,271.8,68,3,1072.88,357.63,4,4,5,Champions
CUST-04796,OCCASIONAL,SILVER,2286,0.408,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04797,HIGH_VALUE,PLATINUM,9175,0.051,20.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-001,271.44,261,1,441.46,441.46,2,2,3,Hibernating / Churned
CUST-04798,OCCASIONAL,SILVER,838,0.373,12.0,5.46,1.0,1.0,0.0,DINE_IN,LOC-019,265.36,48,1,142.01,142.01,4,2,2,Recent First-Time
CUST-04799,REGULAR,GOLD,2390,0.236,16.0,12.27,0.5,0.5,0.0,DELIVERY,LOC-020,268.67,19,2,457.46,228.73,5,3,3,Loyal Customers
CUST-04800,HIGH_VALUE,PLATINUM,3425,0.064,8.0,0.0,0.0,0.0,0.0,DELIVERY,LOC-016,268.49,26,1,141.18,141.18,5,2,2,Recent First-Time
CUST-04801,REGULAR,GOLD,2388,0.449,18.5,1.87,0.25,0.5,0.25,DINE_IN,LOC-001,271.44,41,4,1363.65,340.91,4,5,5,Champions
CUST-04802,HIGH_VALUE,PLATINUM,9773,0.062,16.0,5.0,0.3333,0.6667,0.3333,DELIVERY,LOC-019,265.36,187,3,925.87,308.62,2,4,5,At Risk - High Value
CUST-04803,OCCASIONAL,BRONZE,152,0.294,18.0,0.0,0.0,1.0,1.0,DELIVERY,LOC-018,269.37,123,1,428.86,428.86,3,2,3,Potential Loyalists
CUST-04804,REGULAR,BRONZE,2033,0.498,13.0,6.07,0.5,1.0,0.5,DINE_IN,LOC-009,268.34,201,2,558.97,279.49,2,3,4,At Risk - High Value
CUST-04805,HIGH_VALUE,PLATINUM,11940,0.129,21.0,5.22,1.0,0.0,0.0,DINE_IN,LOC-005,267.73,236,1,322.2,322.2,2,2,3,Hibernating / Churned
CUST-04806,HIGH_VALUE,GOLD,6249,0.079,11.5,10.87,0.5,0.0,0.0,DINE_IN,LOC-013,269.98,12,2,365.03,182.52,5,3,3,Loyal Customers
CUST-04807,CHURNED,BRONZE,580,0.901,17.0,0.0,0.0,0.6667,0.6667,DRIVE_THRU,LOC-006,269.65,108,3,1047.53,349.18,3,4,5,Loyal Customers
CUST-04808,OCCASIONAL,SILVER,2232,0.364,17.5,2.12,0.5,1.0,0.5,DELIVERY,LOC-001,271.44,285,2,502.8,251.4,2,3,3,At Risk - High Value
CUST-04809,REGULAR,BRONZE,1122,0.554,25.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-010,269.35,251,1,487.54,487.54,2,2,3,Hibernating / Churned
CUST-04810,REGULAR,SILVER,2125,0.647,13.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-005,267.73,32,1,207.75,207.75,5,2,2,Recent First-Time
CUST-04811,NEW,BRONZE,136,0.102,14.0,0.0,0.0,0.5,0.0,TAKEOUT,LOC-002,269.75,40,2,532.15,266.08,4,3,4,Loyal Customers
CUST-04812,CHURNED,BRONZE,315,0.882,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04813,REGULAR,BRONZE,1325,0.536,18.25,1.97,0.25,0.5,0.25,DINE_IN,LOC-002,269.75,4,4,1339.61,334.9,5,5,5,Champions
CUST-04814,NEW,BRONZE,138,0.216,12.0,11.43,1.0,1.0,0.0,DINE_IN,LOC-014,269.41,42,3,524.84,174.95,4,4,4,Champions
CUST-04815,REGULAR,BRONZE,1488,0.235,15.33,5.1,0.6667,0.6667,1.0,DINE_IN,LOC-020,268.67,109,3,833.56,277.85,3,4,5,Loyal Customers
CUST-04816,NEW,BRONZE,243,0.228,9.75,8.88,0.5,0.25,0.25,TAKEOUT,LOC-011,266.91,34,4,661.96,165.49,5,5,4,Champions
CUST-04817,NEW,BRONZE,205,0.133,16.5,7.8,0.5,0.5,0.0,TAKEOUT,LOC-016,268.49,20,2,590.93,295.47,5,3,4,Loyal Customers
CUST-04818,REGULAR,BRONZE,2251,0.536,11.5,3.69,0.5,0.0,0.0,TAKEOUT,LOC-004,268.69,110,2,477.9,238.95,3,3,3,Loyal Customers
CUST-04819,CHURNED,BRONZE,523,0.982,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-006,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04820,CHURNED,BRONZE,75,0.84,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04821,REGULAR,SILVER,859,0.386,19.0,0.0,0.0,1.0,1.0,DINE_IN,LOC-017,269.26,95,1,284.92,284.92,4,2,2,Recent First-Time
CUST-04822,CHURNED,BRONZE,233,0.938,21.67,3.84,0.6667,0.6667,0.3333,DINE_IN,LOC-006,269.65,40,3,1179.18,393.06,4,4,5,Champions
CUST-04823,CHURNED,BRONZE,572,0.943,18.5,3.45,0.5,1.0,0.5,DINE_IN,LOC-011,266.91,4,2,701.59,350.79,5,3,4,Loyal Customers
CUST-04824,REGULAR,SILVER,1126,0.59,17.0,0.0,0.0,1.0,0.5,DINE_IN,LOC-006,269.65,207,2,625.17,312.59,2,3,4,At Risk - High Value
CUST-04825,REGULAR,BRONZE,2308,0.476,13.0,9.86,1.0,0.5,1.0,DINE_IN,LOC-013,269.98,227,2,539.86,269.93,2,3,4,At Risk - High Value
CUST-04826,HIGH_VALUE,GOLD,6305,0.065,14.67,11.2,1.0,1.0,0.6667,DINE_IN,LOC-017,269.26,40,3,690.75,230.25,4,4,4,Champions
CUST-04827,OCCASIONAL,BRONZE,1436,0.5,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-015,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04828,OCCASIONAL,BRONZE,510,0.392,14.25,6.76,0.5,0.5,0.25,DELIVERY,LOC-007,269.88,30,4,1097.64,274.41,5,5,5,Champions
CUST-04829,OCCASIONAL,BRONZE,1601,0.227,15.5,11.44,1.0,1.0,0.0,DINE_IN,LOC-006,269.65,314,2,448.72,224.36,2,3,3,At Risk - High Value
CUST-04830,CHURNED,BRONZE,265,0.857,14.0,0.0,0.0,0.5,1.0,TAKEOUT,LOC-019,265.36,304,2,550.36,275.18,2,3,4,At Risk - High Value
CUST-04831,NEW,BRONZE,137,0.135,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04832,OCCASIONAL,SILVER,1285,0.378,15.8,5.57,0.6,0.8,0.4,TAKEOUT,LOC-010,269.35,56,5,1432.14,286.43,4,5,5,Champions
CUST-04833,REGULAR,BRONZE,167,0.583,9.5,0.0,0.0,0.0,0.5,TAKEOUT,LOC-006,269.65,55,2,327.08,163.54,4,3,3,Loyal Customers
CUST-04834,REGULAR,GOLD,723,0.431,12.67,8.25,0.6667,0.3333,0.3333,TAKEOUT,LOC-003,270.16,49,3,645.98,215.33,4,4,4,Champions
CUST-04835,REGULAR,SILVER,1263,0.552,11.33,9.07,1.0,0.6667,0.3333,TAKEOUT,LOC-009,268.34,91,3,561.78,187.26,4,4,4,Champions
CUST-04836,OCCASIONAL,SILVER,1081,0.314,12.0,0.0,0.0,1.0,0.0,DELIVERY,LOC-017,269.26,202,1,201.92,201.92,2,2,2,Hibernating / Churned
CUST-04837,REGULAR,BRONZE,501,0.375,15.5,3.72,0.5,0.5,0.5,DINE_IN,LOC-008,271.8,67,2,468.25,234.13,4,3,3,Loyal Customers
CUST-04838,CHURNED,BRONZE,421,0.959,8.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-003,270.16,134,2,296.36,148.18,3,3,2,Loyal Customers
CUST-04839,OCCASIONAL,BRONZE,1649,0.269,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-004,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04840,OCCASIONAL,BRONZE,1848,0.236,15.25,4.51,0.75,0.75,0.5,DINE_IN,LOC-016,268.49,143,4,1245.16,311.29,3,5,5,Loyal Customers
CUST-04841,OCCASIONAL,BRONZE,1695,0.601,13.5,7.6,1.0,0.5,0.5,DINE_IN,LOC-014,269.41,125,2,446.08,223.04,3,3,3,Loyal Customers
CUST-04842,REGULAR,BRONZE,533,0.609,8.0,0.0,0.0,1.0,1.0,DELIVERY,LOC-018,269.37,172,1,59.36,59.36,3,2,1,Potential Loyalists
CUST-04843,CHURNED,BRONZE,74,0.879,9.0,25.0,1.0,1.0,1.0,DRIVE_THRU,LOC-019,265.36,115,1,118.52,118.52,3,2,1,Potential Loyalists
CUST-04844,REGULAR,GOLD,1004,0.582,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04845,HIGH_VALUE,PLATINUM,6986,0.04,13.67,8.79,1.0,0.6667,0.3333,DELIVERY,LOC-004,268.69,34,3,708.55,236.18,5,4,4,Champions
CUST-04846,REGULAR,SILVER,157,0.407,11.5,11.71,1.0,0.75,0.5,TAKEOUT,LOC-010,269.35,45,4,641.99,160.5,4,5,4,Champions
CUST-04847,OCCASIONAL,SILVER,1635,0.211,12.5,0.0,0.0,1.0,0.5,DINE_IN,LOC-008,271.8,236,2,368.78,184.39,2,3,3,At Risk - High Value
CUST-04848,OCCASIONAL,SILVER,1876,0.4,23.0,1.41,0.5,0.0,0.5,TAKEOUT,LOC-018,269.37,74,2,812.34,406.17,4,3,5,Loyal Customers
CUST-04849,OCCASIONAL,BRONZE,430,0.315,15.0,0.0,0.0,0.0,0.0,DRIVE_THRU,LOC-012,270.28,233,1,151.25,151.25,2,2,2,Hibernating / Churned
CUST-04850,OCCASIONAL,BRONZE,2362,0.513,17.0,0.0,0.0,0.0,0.0,TAKEOUT,LOC-014,269.41,219,2,885.99,443.0,2,3,5,At Risk - High Value
CUST-04851,REGULAR,SILVER,2348,0.233,14.5,6.99,1.0,0.5,0.5,DINE_IN,LOC-019,265.36,94,2,451.42,225.71,4,3,3,Loyal Customers
CUST-04852,OCCASIONAL,BRONZE,1904,0.593,13.0,9.0,1.0,1.0,0.0,TAKEOUT,LOC-008,271.8,78,1,164.19,164.19,4,2,2,Recent First-Time
CUST-04853,REGULAR,BRONZE,286,0.583,11.67,1.56,0.3333,0.6667,0.3333,DINE_IN,LOC-007,269.88,189,3,558.21,186.07,2,4,4,At Risk - High Value
CUST-04854,CHURNED,BRONZE,114,0.844,14.67,1.58,0.3333,0.6667,0.3333,DELIVERY,LOC-005,267.73,31,3,764.29,254.76,5,4,4,Champions
CUST-04855,NEW,BRONZE,192,0.134,14.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-009,268.34,83,1,291.51,291.51,4,2,2,Recent First-Time
CUST-04856,REGULAR,SILVER,1081,0.453,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-002,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04857,NEW,BRONZE,242,0.295,13.33,5.94,1.0,0.3333,0.6667,DINE_IN,LOC-010,269.35,29,3,749.12,249.71,5,4,4,Champions
CUST-04858,REGULAR,SILVER,1189,0.269,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-017,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04859,HIGH_VALUE,PLATINUM,11064,0.073,12.5,0.0,0.0,0.5,0.0,TAKEOUT,LOC-001,271.44,128,2,479.97,239.99,3,3,3,Loyal Customers
CUST-04860,REGULAR,SILVER,291,0.432,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-002,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04861,NEW,BRONZE,239,0.234,17.67,4.14,0.6667,0.6667,0.3333,DINE_IN,LOC-001,271.44,46,3,898.63,299.54,4,4,5,Champions
CUST-04862,OCCASIONAL,BRONZE,613,0.61,16.0,2.46,0.5,1.0,1.0,DINE_IN,LOC-016,268.49,24,2,678.23,339.12,5,3,4,Loyal Customers
CUST-04863,OCCASIONAL,BRONZE,1153,0.412,13.0,7.46,1.0,1.0,0.0,TAKEOUT,LOC-004,268.69,181,1,201.3,201.3,2,2,2,Hibernating / Churned
CUST-04864,REGULAR,GOLD,140,0.213,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-017,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04865,OCCASIONAL,SILVER,2270,0.378,16.0,2.93,1.0,1.0,0.0,DINE_IN,LOC-019,265.36,322,1,339.5,339.5,2,2,3,Hibernating / Churned
CUST-04866,REGULAR,SILVER,1758,0.37,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-013,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04867,REGULAR,SILVER,2024,0.318,16.0,5.94,1.0,1.0,0.0,DINE_IN,LOC-007,269.88,299,1,304.54,304.54,2,2,2,Hibernating / Churned
CUST-04868,HIGH_VALUE,PLATINUM,5952,0.085,18.33,0.0,0.0,1.0,0.3333,DRIVE_THRU,LOC-002,269.75,16,3,820.68,273.56,5,4,5,Champions
CUST-04869,NEW,BRONZE,241,0.217,16.33,7.8,0.6667,0.6667,0.6667,DINE_IN,LOC-005,267.73,131,3,768.57,256.19,3,4,4,Loyal Customers
CUST-04870,REGULAR,BRONZE,174,0.262,10.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-015,268.03,359,1,194.37,194.37,1,2,2,Hibernating / Churned
CUST-04871,CHURNED,BRONZE,490,0.88,8.33,2.52,0.3333,0.3333,0.3333,TAKEOUT,LOC-009,268.34,63,3,393.2,131.07,4,4,3,Loyal Customers
CUST-04872,REGULAR,BRONZE,1739,0.411,21.0,4.05,1.0,1.0,1.0,TAKEOUT,LOC-001,271.44,277,1,384.76,384.76,2,2,3,Hibernating / Churned
CUST-04873,NEW,BRONZE,17,0.15,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04874,REGULAR,BRONZE,1001,0.205,6.0,14.99,1.0,1.0,0.0,TAKEOUT,LOC-004,268.69,198,1,68.98,68.98,2,2,1,Hibernating / Churned
CUST-04875,REGULAR,BRONZE,1726,0.219,11.0,1.89,0.3333,0.0,0.3333,DELIVERY,LOC-004,268.69,12,3,743.16,247.72,5,4,4,Champions
CUST-04876,REGULAR,GOLD,1288,0.517,17.0,2.52,1.0,1.0,0.0,DRIVE_THRU,LOC-006,269.65,168,1,335.0,335.0,3,2,3,Potential Loyalists
CUST-04877,NEW,BRONZE,213,0.244,17.0,0.0,0.0,1.0,1.0,DINE_IN,LOC-012,270.28,305,1,332.75,332.75,2,2,3,Hibernating / Churned
CUST-04878,REGULAR,GOLD,251,0.324,9.0,7.5,0.5,0.5,0.0,DELIVERY,LOC-006,269.65,78,2,284.45,142.23,4,3,2,Loyal Customers
CUST-04879,CHURNED,BRONZE,367,0.869,15.75,0.71,0.25,0.0,0.25,TAKEOUT,LOC-011,266.91,19,4,1223.03,305.76,5,5,5,Champions
CUST-04880,OCCASIONAL,BRONZE,1676,0.242,14.67,2.7,0.3333,0.0,0.3333,DELIVERY,LOC-013,269.98,20,3,775.56,258.52,5,4,5,Champions
CUST-04881,HIGH_VALUE,GOLD,9077,0.09,5.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-017,269.26,146,1,70.66,70.66,3,2,1,Potential Loyalists
CUST-04882,OCCASIONAL,BRONZE,548,0.518,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-014,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04883,OCCASIONAL,GOLD,229,0.413,19.33,4.29,0.3333,0.3333,0.0,TAKEOUT,LOC-012,270.28,176,3,979.59,326.53,2,4,5,At Risk - High Value
CUST-04884,CHURNED,BRONZE,568,0.887,18.0,0.0,0.0,1.0,0.0,DELIVERY,LOC-020,268.67,264,1,523.69,523.69,2,2,4,Hibernating / Churned
CUST-04885,CHURNED,BRONZE,446,0.861,18.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-016,268.49,60,1,403.22,403.22,4,2,3,Recent First-Time
CUST-04886,REGULAR,BRONZE,1180,0.442,19.0,4.07,0.6667,0.6667,0.3333,DELIVERY,LOC-002,269.75,33,3,1117.79,372.6,5,4,5,Champions
CUST-04887,REGULAR,GOLD,1677,0.347,8.0,0.0,0.0,0.0,0.0,DELIVERY,LOC-006,269.65,86,1,164.38,164.38,4,2,2,Recent First-Time
CUST-04888,OCCASIONAL,SILVER,581,0.275,14.5,1.42,0.5,0.5,0.0,DINE_IN,LOC-019,265.36,26,2,430.39,215.2,5,3,3,Loyal Customers
CUST-04889,OCCASIONAL,BRONZE,362,0.481,21.0,0.0,0.0,0.0,1.0,DELIVERY,LOC-019,265.36,235,1,432.13,432.13,2,2,3,Hibernating / Churned
CUST-04890,HIGH_VALUE,GOLD,11679,0.121,19.75,0.0,0.0,0.5,0.25,TAKEOUT,LOC-019,265.36,21,4,1242.18,310.54,5,5,5,Champions
CUST-04891,HIGH_VALUE,GOLD,9966,0.137,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04892,OCCASIONAL,BRONZE,604,0.396,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-018,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04893,OCCASIONAL,BRONZE,1351,0.201,14.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-017,269.26,115,1,193.2,193.2,3,2,2,Potential Loyalists
CUST-04894,NEW,BRONZE,105,0.109,22.0,0.0,0.0,1.0,0.0,DELIVERY,LOC-002,269.75,34,1,361.09,361.09,5,2,3,Recent First-Time
CUST-04895,HIGH_VALUE,GOLD,3161,0.078,15.4,1.05,0.4,0.6,0.8,DINE_IN,LOC-003,270.16,31,5,1712.41,342.48,5,5,5,Champions
CUST-04896,REGULAR,BRONZE,2161,0.498,10.67,5.23,1.0,0.6667,0.3333,TAKEOUT,LOC-006,269.65,145,3,531.51,177.17,3,4,4,Loyal Customers
CUST-04897,REGULAR,SILVER,1159,0.648,11.0,0.0,0.0,0.5,0.5,DINE_IN,LOC-010,269.35,59,2,525.8,262.9,4,3,4,Loyal Customers
CUST-04898,REGULAR,BRONZE,2067,0.51,21.25,0.0,0.0,0.25,0.25,TAKEOUT,LOC-017,269.26,196,4,1481.8,370.45,2,5,5,At Risk - High Value
CUST-04899,CHURNED,SILVER,425,0.897,17.33,0.0,0.0,0.3333,1.0,DINE_IN,LOC-018,269.37,158,3,1095.82,365.27,3,4,5,Loyal Customers
CUST-04900,CHURNED,SILVER,111,0.96,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-005,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04901,REGULAR,SILVER,2129,0.407,15.0,2.92,0.5,0.5,0.0,DELIVERY,LOC-005,267.73,152,2,555.49,277.75,3,3,4,Loyal Customers
CUST-04902,HIGH_VALUE,GOLD,7242,0.141,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-006,0.0,365,0,0.0,0.0,1,1,1,Hibernating / Churned
CUST-04903,REGULAR,BRONZE,595,0.29,10.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-011,266.91,26,2,407.77,203.89,5,3,3,Loyal Customers
CUST-04904,REGULAR,BRONZE,102,0.397,16.0,1.75,0.3333,0.6667,0.6667,DINE_IN,LOC-005,267.73,163,3,891.53,297.18,3,4,5,Loyal Customers
CUST-04905,CHURNED,BRONZE,155,0.883,12.0,8.1,1.0,1.0,1.0,DRIVE_THRU,LOC-020,268.67,360,1,122.83,122.83,1,2,1,Hibernating / Churned
CUST-04906,REGULAR,BRONZE,1978,0.271,23.0,6.09,1.0,0.0,0.6667,DELIVERY,LOC-014,269.41,2,3,1272.83,424.28,5,4,5,Champions
CUST-04907,REGULAR,BRONZE,1767,0.408,9.5,0.0,0.0,0.25,0.25,DINE_IN,LOC-019,265.36,5,4,638.95,159.74,5,5,4,Champions
CUST-04908,HIGH_VALUE,GOLD,6539,0.144,19.0,0.0,0.0,1.0,1.0,DINE_IN,LOC-017,269.26,269,1,295.07,295.07,2,2,2,Hibernating / Churned
CUST-04909,OCCASIONAL,SILVER,1824,0.323,21.0,2.99,0.5,0.5,0.0,DELIVERY,LOC-016,268.49,218,2,724.28,362.14,2,3,4,At Risk - High Value
