customer_id,customer_segment,loyalty_tier,loyalty_points,churn_risk_score,basket_size,discount_percentage,promotion_dependency,peak_hour_frequency,weekend_order_ratio,channel_preference,primary_location_id,location_performance
CUST-15621,REGULAR,SILVER,2238,0.613,12.0,6.61,0.5,0.0,0.5,DELIVERY,LOC-002,269.75
CUST-15622,REGULAR,BRONZE,556,0.427,10.0,0.0,0.0,0.5,1.0,DINE_IN,LOC-015,268.03
CUST-15623,REGULAR,SILVER,1305,0.522,14.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-013,269.98
CUST-15624,OCCASIONAL,GOLD,1344,0.265,15.0,0.0,0.0,1.0,0.0,DELIVERY,LOC-004,268.69
CUST-15625,HIGH_VALUE,GOLD,4455,0.041,17.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-001,271.44
CUST-15626,OCCASIONAL,GOLD,445,0.39,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-015,0.0
CUST-15627,NEW,BRONZE,84,0.144,11.0,5.95,1.0,0.0,1.0,DINE_IN,LOC-014,269.41
CUST-15628,REGULAR,SILVER,956,0.518,20.0,3.86,1.0,1.0,0.0,DINE_IN,LOC-010,269.35
CUST-15629,REGULAR,SILVER,2275,0.458,13.75,0.0,0.0,0.75,0.25,TAKEOUT,LOC-009,268.34
CUST-15630,OCCASIONAL,SILVER,869,0.38,17.0,11.13,1.0,0.0,0.5,DELIVERY,LOC-009,268.34
CUST-15631,REGULAR,BRONZE,1839,0.592,19.0,5.38,1.0,0.0,0.0,DELIVERY,LOC-013,269.98
CUST-15632,HIGH_VALUE,PLATINUM,11402,0.137,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15633,REGULAR,BRONZE,1264,0.45,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-001,0.0
CUST-15634,REGULAR,BRONZE,2093,0.313,14.0,8.58,1.0,0.0,1.0,DELIVERY,LOC-016,268.49
CUST-15635,REGULAR,SILVER,957,0.204,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-011,0.0
CUST-15636,NEW,BRONZE,56,0.221,20.0,0.0,0.0,0.0,1.0,DINE_IN,LOC-017,269.26
CUST-15637,NEW,BRONZE,125,0.159,7.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-010,269.35
CUST-15638,CHURNED,BRONZE,416,0.873,15.0,3.61,0.5,1.0,1.0,TAKEOUT,LOC-009,268.34
CUST-15639,HIGH_VALUE,PLATINUM,2585,0.042,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0
CUST-15640,HIGH_VALUE,GOLD,9569,0.127,13.5,0.0,0.0,0.5,1.0,TAKEOUT,LOC-010,269.35
CUST-15641,CHURNED,BRONZE,395,0.838,14.0,2.93,1.0,1.0,0.0,DRIVE_THRU,LOC-012,270.28
CUST-15642,HIGH_VALUE,PLATINUM,14565,0.139,20.0,6.59,1.0,1.0,0.6667,DELIVERY,LOC-016,268.49
CUST-15643,REGULAR,BRONZE,970,0.545,13.0,0.0,0.0,0.5,0.0,TAKEOUT,LOC-012,270.28
CUST-15644,OCCASIONAL,SILVER,1011,0.286,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-005,0.0
CUST-15645,HIGH_VALUE,GOLD,7422,0.086,11.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-017,269.26
CUST-15646,OCCASIONAL,SILVER,1853,0.257,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0
CUST-15647,CHURNED,BRONZE,360,0.819,14.33,0.0,0.0,0.0,0.6667,TAKEOUT,LOC-014,269.41
CUST-15648,OCCASIONAL,BRONZE,278,0.519,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-015,0.0
CUST-15649,NEW,BRONZE,1,0.134,14.5,0.0,0.0,0.5,0.5,DINE_IN,LOC-019,265.36
CUST-15650,NEW,BRONZE,204,0.173,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15651,REGULAR,GOLD,612,0.278,21.0,0.0,0.0,0.5,1.0,DINE_IN,LOC-002,269.75
CUST-15652,HIGH_VALUE,PLATINUM,6868,0.075,15.67,0.0,0.0,0.6667,0.6667,DELIVERY,LOC-020,268.67
CUST-15653,REGULAR,GOLD,2138,0.232,19.0,2.11,0.5,1.0,0.5,TAKEOUT,LOC-005,267.73
CUST-15654,HIGH_VALUE,PLATINUM,10142,0.15,11.0,6.26,0.5,0.5,0.5,TAKEOUT,LOC-020,268.67
CUST-15655,HIGH_VALUE,PLATINUM,10840,0.082,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-018,0.0
CUST-15656,REGULAR,GOLD,1187,0.448,13.5,7.5,0.5,1.0,0.5,DINE_IN,LOC-003,270.16
CUST-15657,CHURNED,BRONZE,146,0.969,13.33,0.0,0.0,1.0,0.6667,DINE_IN,LOC-006,269.65
CUST-15658,REGULAR,BRONZE,1280,0.341,12.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-012,270.28
CUST-15659,HIGH_VALUE,GOLD,11814,0.036,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-008,0.0
CUST-15660,REGULAR,SILVER,1309,0.271,9.0,0.0,0.0,0.0,0.3333,DRIVE_THRU,LOC-010,269.35
CUST-15661,REGULAR,BRONZE,1832,0.601,10.0,7.41,0.5,0.5,0.0,DINE_IN,LOC-012,270.28
CUST-15662,REGULAR,BRONZE,1157,0.32,7.67,0.0,0.0,0.6667,0.6667,DINE_IN,LOC-016,268.49
CUST-15663,NEW,BRONZE,8,0.164,13.5,0.0,0.0,1.0,0.5,DELIVERY,LOC-013,269.98
CUST-15664,OCCASIONAL,BRONZE,845,0.634,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-010,0.0
CUST-15665,REGULAR,SILVER,224,0.501,10.5,13.54,1.0,0.5,0.5,DINE_IN,LOC-008,271.8
CUST-15666,REGULAR,BRONZE,1107,0.628,31.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-012,270.28
CUST-15667,REGULAR,SILVER,226,0.572,15.5,1.79,0.5,0.5,0.5,DINE_IN,LOC-020,268.67
CUST-15668,REGULAR,BRONZE,2298,0.372,8.0,5.48,0.5,1.0,0.5,DRIVE_THRU,LOC-002,269.75
CUST-15669,HIGH_VALUE,PLATINUM,3173,0.028,16.0,0.65,0.25,0.75,0.25,TAKEOUT,LOC-013,269.98
CUST-15670,OCCASIONAL,BRONZE,137,0.273,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-011,0.0
CUST-15671,CHURNED,SILVER,437,0.844,12.0,0.0,0.0,0.0,0.0,DELIVERY,LOC-020,268.67
CUST-15672,OCCASIONAL,BRONZE,1686,0.45,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15673,HIGH_VALUE,PLATINUM,13167,0.045,15.0,0.0,0.0,0.5,0.0,DINE_IN,LOC-019,265.36
CUST-15674,CHURNED,SILVER,209,0.81,13.67,3.09,0.3333,0.3333,0.6667,TAKEOUT,LOC-011,266.91
CUST-15675,REGULAR,SILVER,2237,0.286,12.33,1.61,0.3333,0.3333,0.0,TAKEOUT,LOC-001,271.44
CUST-15676,REGULAR,GOLD,2137,0.473,16.5,4.06,0.5,0.0,0.5,DELIVERY,LOC-010,269.35
CUST-15677,OCCASIONAL,SILVER,109,0.215,15.67,3.36,0.6667,1.0,0.3333,DRIVE_THRU,LOC-010,269.35
CUST-15678,CHURNED,BRONZE,63,0.919,13.5,7.5,0.5,1.0,0.0,DINE_IN,LOC-017,269.26
CUST-15679,HIGH_VALUE,PLATINUM,11890,0.074,20.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-016,268.49
CUST-15680,OCCASIONAL,BRONZE,1549,0.392,21.5,0.0,0.0,0.0,0.0,TAKEOUT,LOC-016,268.49
CUST-15681,OCCASIONAL,BRONZE,1294,0.513,12.5,6.62,1.0,0.0,0.0,DELIVERY,LOC-019,265.36
CUST-15682,OCCASIONAL,SILVER,1606,0.262,15.6,3.55,0.4,0.4,0.8,DINE_IN,LOC-002,269.75
CUST-15683,REGULAR,BRONZE,747,0.203,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0
CUST-15684,CHURNED,BRONZE,385,0.864,17.25,4.96,0.25,0.25,0.5,TAKEOUT,LOC-001,271.44
CUST-15685,OCCASIONAL,BRONZE,1032,0.298,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-005,0.0
CUST-15686,CHURNED,BRONZE,293,0.851,24.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-005,267.73
CUST-15687,REGULAR,BRONZE,2001,0.503,24.5,0.0,0.0,1.0,1.0,DINE_IN,LOC-016,268.49
CUST-15688,REGULAR,SILVER,1867,0.38,11.0,4.98,1.0,0.5,0.0,DRIVE_THRU,LOC-015,268.03
CUST-15689,CHURNED,SILVER,425,0.849,11.0,6.02,0.5,1.0,0.0,DINE_IN,LOC-013,269.98
CUST-15690,REGULAR,SILVER,1342,0.539,18.0,8.64,1.0,1.0,0.0,TAKEOUT,LOC-002,269.75
CUST-15691,REGULAR,GOLD,2311,0.586,11.5,0.0,0.0,0.5,0.0,DINE_IN,LOC-015,268.03
CUST-15692,CHURNED,BRONZE,391,0.892,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15693,NEW,BRONZE,1,0.209,12.0,5.97,0.6667,0.6667,0.6667,DINE_IN,LOC-010,269.35
CUST-15694,CHURNED,SILVER,59,0.904,11.5,6.33,0.5,0.5,0.5,TAKEOUT,LOC-006,269.65
CUST-15695,CHURNED,SILVER,497,0.876,15.0,2.48,0.6667,0.6667,0.3333,DINE_IN,LOC-004,268.69
CUST-15696,REGULAR,SILVER,960,0.524,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0
CUST-15697,REGULAR,SILVER,1398,0.323,14.0,0.0,0.0,0.0,0.0,DINE_IN,LOC-017,269.26
CUST-15698,OCCASIONAL,SILVER,2198,0.327,15.5,1.14,0.5,1.0,1.0,DELIVERY,LOC-009,268.34
CUST-15699,CHURNED,BRONZE,470,0.982,10.5,0.0,0.0,0.5,0.0,TAKEOUT,LOC-006,269.65
CUST-15700,REGULAR,BRONZE,625,0.361,15.5,6.87,0.5,1.0,0.5,DINE_IN,LOC-006,269.65
CUST-15701,HIGH_VALUE,GOLD,8577,0.056,14.5,1.52,0.5,0.5,0.0,DRIVE_THRU,LOC-009,268.34
CUST-15702,REGULAR,BRONZE,2047,0.631,17.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-018,269.37
CUST-15703,REGULAR,BRONZE,114,0.296,15.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-014,269.41
CUST-15704,REGULAR,SILVER,1467,0.37,12.5,8.9,1.0,1.0,0.5,DINE_IN,LOC-014,269.41
CUST-15705,REGULAR,BRONZE,372,0.21,15.0,0.0,0.0,0.0,1.0,DINE_IN,LOC-017,269.26
CUST-15706,REGULAR,BRONZE,1103,0.249,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-018,0.0
CUST-15707,REGULAR,BRONZE,560,0.614,18.0,0.0,0.0,0.5,0.5,TAKEOUT,LOC-002,269.75
CUST-15708,CHURNED,BRONZE,513,0.858,9.0,0.0,0.0,1.0,1.0,DRIVE_THRU,LOC-008,271.8
CUST-15709,NEW,BRONZE,7,0.168,12.0,7.5,0.5,0.5,0.5,DINE_IN,LOC-004,268.69
CUST-15710,OCCASIONAL,BRONZE,633,0.352,14.0,7.5,0.5,0.5,0.5,DINE_IN,LOC-008,271.8
CUST-15711,REGULAR,BRONZE,1563,0.373,16.67,3.38,0.6667,0.3333,0.0,DRIVE_THRU,LOC-012,270.28
CUST-15712,CHURNED,BRONZE,193,0.987,13.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-015,268.03
CUST-15713,REGULAR,BRONZE,1677,0.287,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-008,0.0
CUST-15714,REGULAR,SILVER,1902,0.546,19.0,0.48,0.3333,0.3333,0.3333,DELIVERY,LOC-006,269.65
CUST-15715,OCCASIONAL,BRONZE,216,0.268,21.0,0.0,0.0,1.0,1.0,DELIVERY,LOC-012,270.28
CUST-15716,REGULAR,BRONZE,259,0.295,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-010,0.0
CUST-15717,CHURNED,BRONZE,227,0.804,7.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-001,271.44
CUST-15718,REGULAR,GOLD,180,0.215,16.67,1.76,0.3333,0.0,0.0,TAKEOUT,LOC-014,269.41
CUST-15719,CHURNED,SILVER,215,0.892,10.0,7.5,0.5,0.5,0.5,DINE_IN,LOC-004,268.69
CUST-15720,NEW,BRONZE,102,0.172,10.5,7.5,0.5,0.5,0.5,DRIVE_THRU,LOC-013,269.98
CUST-15721,REGULAR,BRONZE,182,0.463,11.67,3.24,0.3333,0.6667,0.6667,DINE_IN,LOC-001,271.44
CUST-15722,REGULAR,SILVER,907,0.269,18.0,0.0,0.0,0.0,1.0,DINE_IN,LOC-014,269.41
CUST-15723,REGULAR,GOLD,234,0.537,12.5,0.0,0.0,0.5,0.5,DELIVERY,LOC-010,269.35
CUST-15724,REGULAR,SILVER,831,0.329,12.5,2.74,0.5,0.5,0.5,DINE_IN,LOC-019,265.36
CUST-15725,REGULAR,SILVER,1667,0.488,17.0,2.2,1.0,1.0,0.0,TAKEOUT,LOC-018,269.37
CUST-15726,REGULAR,BRONZE,1615,0.592,8.67,2.91,0.3333,1.0,0.0,DELIVERY,LOC-006,269.65
CUST-15727,OCCASIONAL,SILVER,242,0.629,14.67,0.94,0.3333,1.0,0.3333,DELIVERY,LOC-013,269.98
CUST-15728,OCCASIONAL,BRONZE,1471,0.29,15.0,6.04,0.5,1.0,0.0,DINE_IN,LOC-002,269.75
CUST-15729,HIGH_VALUE,GOLD,14819,0.144,8.0,4.66,1.0,0.0,0.0,DINE_IN,LOC-011,266.91
CUST-15730,OCCASIONAL,SILVER,1360,0.568,11.5,0.0,0.0,0.5,0.5,DELIVERY,LOC-018,269.37
CUST-15731,REGULAR,SILVER,2249,0.531,11.75,3.14,0.5,1.0,0.25,DRIVE_THRU,LOC-019,265.36
CUST-15732,REGULAR,BRONZE,282,0.48,18.0,13.13,1.0,1.0,0.5,DINE_IN,LOC-013,269.98
CUST-15733,OCCASIONAL,SILVER,1449,0.24,14.67,0.0,0.0,0.3333,0.3333,TAKEOUT,LOC-006,269.65
CUST-15734,OCCASIONAL,SILVER,577,0.463,18.5,11.17,0.5,1.0,0.0,DINE_IN,LOC-005,267.73
CUST-15735,REGULAR,BRONZE,2102,0.471,18.5,0.0,0.0,1.0,0.5,DINE_IN,LOC-017,269.26
CUST-15736,CHURNED,BRONZE,276,0.974,16.5,1.91,0.5,0.5,0.5,DELIVERY,LOC-017,269.26
CUST-15737,OCCASIONAL,SILVER,1601,0.473,19.67,1.09,0.3333,1.0,0.3333,DRIVE_THRU,LOC-009,268.34
CUST-15738,REGULAR,BRONZE,474,0.579,12.0,9.35,1.0,1.0,0.0,DINE_IN,LOC-002,269.75
CUST-15739,REGULAR,SILVER,661,0.407,17.0,1.57,0.3333,0.0,0.6667,TAKEOUT,LOC-017,269.26
CUST-15740,OCCASIONAL,SILVER,1267,0.345,14.67,3.0,0.3333,0.6667,0.6667,DELIVERY,LOC-008,271.8
CUST-15741,REGULAR,SILVER,1166,0.416,16.67,3.73,0.6667,1.0,1.0,DINE_IN,LOC-005,267.73
CUST-15742,REGULAR,BRONZE,2009,0.552,17.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-006,269.65
CUST-15743,REGULAR,BRONZE,1256,0.478,17.5,0.0,0.0,1.0,0.0,DINE_IN,LOC-006,269.65
CUST-15744,REGULAR,GOLD,527,0.554,14.8,1.72,0.4,0.8,0.4,DINE_IN,LOC-001,271.44
CUST-15745,REGULAR,BRONZE,199,0.285,28.0,1.54,0.5,0.5,0.5,DINE_IN,LOC-006,269.65
CUST-15746,NEW,BRONZE,26,0.104,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15747,CHURNED,BRONZE,187,0.903,17.5,7.5,0.5,1.0,0.0,TAKEOUT,LOC-004,268.69
CUST-15748,REGULAR,BRONZE,491,0.473,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15749,CHURNED,BRONZE,400,0.984,10.0,15.0,1.0,0.0,0.0,DINE_IN,LOC-012,270.28
CUST-15750,OCCASIONAL,SILVER,1928,0.536,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-012,0.0
CUST-15751,OCCASIONAL,BRONZE,1329,0.613,18.5,7.86,0.5,0.5,0.0,DRIVE_THRU,LOC-013,269.98
CUST-15752,REGULAR,SILVER,202,0.44,16.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-010,269.35
CUST-15753,REGULAR,GOLD,880,0.624,14.0,7.09,0.25,0.75,0.0,DINE_IN,LOC-002,269.75
CUST-15754,REGULAR,BRONZE,1424,0.305,21.0,2.61,0.5,1.0,1.0,DINE_IN,LOC-017,269.26
CUST-15755,NEW,BRONZE,148,0.149,10.0,0.0,0.0,1.0,0.0,DELIVERY,LOC-020,268.67
CUST-15756,OCCASIONAL,BRONZE,1537,0.501,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-001,0.0
CUST-15757,OCCASIONAL,SILVER,886,0.287,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15758,REGULAR,SILVER,2329,0.356,16.0,1.99,0.5,1.0,0.0,DELIVERY,LOC-015,268.03
CUST-15759,OCCASIONAL,SILVER,1003,0.219,13.75,3.68,0.25,1.0,0.5,TAKEOUT,LOC-016,268.49
CUST-15760,HIGH_VALUE,PLATINUM,6091,0.055,15.0,3.75,1.0,1.0,0.0,TAKEOUT,LOC-015,268.03
CUST-15761,CHURNED,BRONZE,423,0.915,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0
CUST-15762,REGULAR,BRONZE,535,0.219,18.0,3.62,0.25,1.0,0.25,DINE_IN,LOC-010,269.35
CUST-15763,REGULAR,BRONZE,2053,0.396,14.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-014,269.41
CUST-15764,NEW,BRONZE,117,0.265,13.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-015,268.03
CUST-15765,NEW,BRONZE,209,0.171,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-019,0.0
CUST-15766,CHURNED,SILVER,95,0.811,19.0,0.0,0.0,0.0,1.0,TAKEOUT,LOC-005,267.73
CUST-15767,CHURNED,SILVER,510,0.839,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15768,OCCASIONAL,BRONZE,2092,0.407,11.33,1.64,0.3333,1.0,0.0,TAKEOUT,LOC-017,269.26
CUST-15769,NEW,BRONZE,102,0.275,16.8,0.0,0.0,0.2,0.4,DELIVERY,LOC-019,265.36
CUST-15770,REGULAR,SILVER,1716,0.337,19.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-013,269.98
CUST-15771,CHURNED,BRONZE,332,0.958,15.0,2.51,0.25,0.75,0.0,DINE_IN,LOC-018,269.37
CUST-15772,REGULAR,BRONZE,2171,0.253,14.5,0.0,0.0,0.5,0.5,DELIVERY,LOC-005,267.73
CUST-15773,REGULAR,SILVER,1769,0.609,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-013,0.0
CUST-15774,OCCASIONAL,GOLD,1545,0.493,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15775,REGULAR,SILVER,434,0.305,12.0,0.0,0.0,0.5,0.5,DELIVERY,LOC-015,268.03
CUST-15776,REGULAR,BRONZE,2259,0.356,15.0,0.0,0.0,1.0,1.0,DRIVE_THRU,LOC-013,269.98
CUST-15777,CHURNED,SILVER,147,0.873,11.0,11.32,1.0,1.0,0.0,DELIVERY,LOC-002,269.75
CUST-15778,NEW,BRONZE,212,0.162,11.0,4.93,1.0,0.0,0.0,DINE_IN,LOC-017,269.26
CUST-15779,OCCASIONAL,BRONZE,1528,0.28,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-019,0.0
CUST-15780,NEW,BRONZE,162,0.29,15.0,9.9,1.0,0.0,0.0,DELIVERY,LOC-020,268.67
CUST-15781,REGULAR,SILVER,212,0.343,16.33,0.0,0.0,1.0,0.6667,TAKEOUT,LOC-005,267.73
CUST-15782,OCCASIONAL,BRONZE,1244,0.324,11.67,0.0,0.0,1.0,0.6667,TAKEOUT,LOC-006,269.65
CUST-15783,HIGH_VALUE,GOLD,6094,0.06,15.67,0.67,0.3333,0.3333,0.0,DINE_IN,LOC-006,269.65
CUST-15784,OCCASIONAL,SILVER,1147,0.643,10.5,2.37,0.5,0.5,0.5,DELIVERY,LOC-014,269.41
CUST-15785,NEW,BRONZE,3,0.272,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15786,REGULAR,SILVER,1807,0.618,17.0,0.0,0.0,1.0,0.0,DINE_IN,LOC-005,267.73
CUST-15787,HIGH_VALUE,GOLD,12667,0.067,13.4,0.94,0.2,0.6,0.4,DELIVERY,LOC-010,269.35
CUST-15788,REGULAR,SILVER,1250,0.47,14.25,7.68,0.5,0.5,0.25,DINE_IN,LOC-006,269.65
CUST-15789,REGULAR,BRONZE,1635,0.28,13.0,11.05,1.0,1.0,0.0,DELIVERY,LOC-014,269.41
CUST-15790,NEW,BRONZE,67,0.224,12.0,0.0,0.0,0.5,1.0,TAKEOUT,LOC-014,269.41
CUST-15791,OCCASIONAL,SILVER,304,0.369,12.67,1.95,0.3333,0.6667,0.6667,TAKEOUT,LOC-009,268.34
CUST-15792,REGULAR,BRONZE,237,0.369,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-008,0.0
CUST-15793,REGULAR,SILVER,1462,0.593,13.5,3.75,0.5,0.5,0.5,DINE_IN,LOC-002,269.75
CUST-15794,REGULAR,GOLD,1863,0.311,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-006,0.0
CUST-15795,OCCASIONAL,SILVER,877,0.205,13.0,3.61,0.5,0.5,0.5,TAKEOUT,LOC-001,271.44
CUST-15796,HIGH_VALUE,GOLD,3949,0.137,14.0,2.25,0.5,0.5,0.0,DRIVE_THRU,LOC-014,269.41
CUST-15797,REGULAR,GOLD,539,0.363,14.5,3.63,0.5,0.5,0.5,TAKEOUT,LOC-008,271.8
CUST-15798,REGULAR,BRONZE,232,0.608,12.0,6.05,1.0,0.0,1.0,DRIVE_THRU,LOC-005,267.73
CUST-15799,HIGH_VALUE,PLATINUM,12910,0.091,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-006,0.0
CUST-15800,OCCASIONAL,SILVER,832,0.603,19.0,3.3,1.0,0.0,0.0,DELIVERY,LOC-020,268.67
CUST-15801,REGULAR,SILVER,2337,0.591,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-016,0.0
CUST-15802,OCCASIONAL,BRONZE,2238,0.576,11.5,2.41,0.5,1.0,0.0,DINE_IN,LOC-007,269.88
CUST-15803,HIGH_VALUE,PLATINUM,14787,0.07,14.5,6.84,1.0,0.5,0.5,DRIVE_THRU,LOC-016,268.49
CUST-15804,OCCASIONAL,BRONZE,1472,0.484,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-007,0.0
CUST-15805,HIGH_VALUE,PLATINUM,10871,0.112,13.0,0.0,0.0,0.3333,0.3333,DINE_IN,LOC-006,269.65
CUST-15806,CHURNED,BRONZE,460,0.862,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-003,0.0
CUST-15807,CHURNED,SILVER,531,0.82,14.0,2.6,0.5,0.0,0.5,DELIVERY,LOC-018,269.37
CUST-15808,REGULAR,BRONZE,1643,0.594,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-001,0.0
CUST-15809,REGULAR,SILVER,2214,0.253,16.0,0.0,0.0,0.0,0.0,DRIVE_THRU,LOC-012,270.28
CUST-15810,CHURNED,BRONZE,437,0.899,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-002,0.0
CUST-15811,HIGH_VALUE,PLATINUM,5160,0.069,11.67,6.57,0.6667,1.0,0.0,TAKEOUT,LOC-002,269.75
CUST-15812,CHURNED,BRONZE,347,0.839,12.33,0.83,0.3333,0.3333,0.3333,DINE_IN,LOC-002,269.75
CUST-15813,REGULAR,BRONZE,1559,0.431,17.5,0.0,0.0,0.5,0.0,DINE_IN,LOC-002,269.75
CUST-15814,REGULAR,BRONZE,922,0.249,11.67,3.67,0.3333,0.3333,0.3333,DELIVERY,LOC-005,267.73
CUST-15815,REGULAR,BRONZE,409,0.255,12.67,1.12,0.3333,0.6667,0.3333,DELIVERY,LOC-011,266.91
CUST-15816,CHURNED,SILVER,586,0.884,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0
CUST-15817,HIGH_VALUE,PLATINUM,14579,0.143,16.5,0.0,0.0,0.5,0.0,TAKEOUT,LOC-017,269.26
CUST-15818,REGULAR,BRONZE,2206,0.521,17.67,0.0,0.0,1.0,0.6667,TAKEOUT,LOC-012,270.28
CUST-15819,OCCASIONAL,BRONZE,1529,0.522,11.0,0.0,0.0,0.5,0.0,DINE_IN,LOC-018,269.37
CUST-15820,REGULAR,BRONZE,2018,0.32,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-018,0.0
CUST-15821,OCCASIONAL,SILVER,280,0.317,11.0,0.0,0.0,1.0,0.0,TAKEOUT,LOC-015,268.03
CUST-15822,REGULAR,BRONZE,1271,0.598,15.5,0.0,0.0,0.5,0.5,DINE_IN,LOC-009,268.34
CUST-15823,REGULAR,SILVER,115,0.308,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-005,0.0
CUST-15824,REGULAR,BRONZE,2194,0.333,23.0,4.36,1.0,0.0,0.0,DELIVERY,LOC-008,271.8
CUST-15825,OCCASIONAL,SILVER,1461,0.3,11.0,7.01,0.5,0.0,0.0,DINE_IN,LOC-006,269.65
CUST-15826,CHURNED,BRONZE,459,0.839,14.33,0.0,0.0,1.0,0.3333,DINE_IN,LOC-014,269.41
CUST-15827,CHURNED,SILVER,533,0.913,15.0,12.5,0.5,0.0,0.0,DELIVERY,LOC-002,269.75
CUST-15828,REGULAR,SILVER,1498,0.565,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-009,0.0
CUST-15829,REGULAR,GOLD,2181,0.301,10.0,0.0,0.0,0.0,1.0,DRIVE_THRU,LOC-013,269.98
CUST-15830,OCCASIONAL,SILVER,715,0.558,14.0,2.45,0.5,0.5,1.0,TAKEOUT,LOC-016,268.49
CUST-15831,OCCASIONAL,BRONZE,1352,0.382,14.0,0.0,0.0,0.0,0.5,DELIVERY,LOC-009,268.34
CUST-15832,OCCASIONAL,SILVER,627,0.552,15.0,0.0,0.0,0.0,0.0,DELIVERY,LOC-016,268.49
CUST-15833,HIGH_VALUE,GOLD,3995,0.148,11.0,0.0,0.0,1.0,1.0,DELIVERY,LOC-001,271.44
CUST-15834,NEW,BRONZE,196,0.141,11.5,7.5,0.5,0.0,0.0,DINE_IN,LOC-018,269.37
CUST-15835,REGULAR,SILVER,1671,0.492,9.0,13.47,1.0,0.0,0.0,DELIVERY,LOC-011,266.91
CUST-15836,OCCASIONAL,BRONZE,1535,0.434,19.0,3.5,0.5,0.5,0.5,DINE_IN,LOC-015,268.03
CUST-15837,REGULAR,BRONZE,200,0.506,12.5,9.94,1.0,0.5,0.0,DELIVERY,LOC-013,269.98
CUST-15838,REGULAR,SILVER,1879,0.649,0.0,0.0,0.0,0.0,0.0,Dine-in,LOC-003,0.0
