anomaly_category,anomaly_type,entity_id,date,description,financial_impact_or_score
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-02-09,"Location LOC-011 daily revenue dropped to $970.78 on 2025-02-09 (51.3% below 7d mean, Z-Score: -1.64)",970.78
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-09-23,"Location LOC-011 daily revenue dropped to $970.95 on 2025-09-23 (63.4% below 7d mean, Z-Score: -1.64)",970.95
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-10-22,"Location LOC-016 daily revenue dropped to $1,435.59 on 2025-10-22 (61.6% below 7d mean, Z-Score: -1.64)",1435.5900000000001
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-05-21,"Location LOC-016 daily revenue dropped to $1,437.48 on 2025-05-21 (59.0% below 7d mean, Z-Score: -1.64)",1437.48
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-02-17,"Location LOC-005 daily revenue dropped to $1,009.26 on 2025-02-17 (58.6% below 7d mean, Z-Score: -1.64)",1009.26
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-08-13,"Location LOC-014 daily revenue dropped to $894.21 on 2025-08-13 (73.5% below 7d mean, Z-Score: -1.64)",894.21
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-12-09,"Location LOC-007 daily revenue dropped to $184.84 on 2025-12-09 (87.6% below 7d mean, Z-Score: -1.64)",184.84
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-07-08,"Location LOC-018 daily revenue dropped to $777.06 on 2025-07-08 (73.8% below 7d mean, Z-Score: -1.64)",777.06
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-03-06,"Location LOC-008 daily revenue dropped to $889.25 on 2025-03-06 (70.3% below 7d mean, Z-Score: -1.63)",889.25
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-07-15,"Location LOC-011 daily revenue dropped to $983.73 on 2025-07-15 (72.9% below 7d mean, Z-Score: -1.63)",983.73
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-09-21,"Location LOC-005 daily revenue dropped to $1,019.30 on 2025-09-21 (61.5% below 7d mean, Z-Score: -1.63)",1019.3
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-04-08,"Location LOC-006 daily revenue dropped to $1,146.19 on 2025-04-08 (60.6% below 7d mean, Z-Score: -1.63)",1146.19
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-03-18,"Location LOC-002 daily revenue dropped to $1,320.81 on 2025-03-18 (55.2% below 7d mean, Z-Score: -1.63)",1320.81
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-02-26,"Location LOC-014 daily revenue dropped to $906.54 on 2025-02-26 (60.8% below 7d mean, Z-Score: -1.63)",906.54
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-05-06,"Location LOC-014 daily revenue dropped to $907.43 on 2025-05-06 (64.6% below 7d mean, Z-Score: -1.63)",907.4300000000001
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-09-10,"Location LOC-015 daily revenue dropped to $780.77 on 2025-09-10 (69.4% below 7d mean, Z-Score: -1.63)",780.77
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-04-22,"Location LOC-002 daily revenue dropped to $1,334.50 on 2025-04-22 (66.1% below 7d mean, Z-Score: -1.62)",1334.5
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-07-28,"Location LOC-002 daily revenue dropped to $1,336.51 on 2025-07-28 (64.2% below 7d mean, Z-Score: -1.62)",1336.51
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-10-23,"Location LOC-019 daily revenue dropped to $908.27 on 2025-10-23 (57.6% below 7d mean, Z-Score: -1.62)",908.27
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-10-30,"Location LOC-006 daily revenue dropped to $1,164.30 on 2025-10-30 (52.6% below 7d mean, Z-Score: -1.61)",1164.3
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-02-26,"Location LOC-004 daily revenue dropped to $1,463.91 on 2025-02-26 (64.0% below 7d mean, Z-Score: -1.61)",1463.9099999999999
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-01-21,"Location LOC-017 daily revenue dropped to $1,409.43 on 2025-01-21 (53.3% below 7d mean, Z-Score: -1.61)",1409.43
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-02-20,"Location LOC-014 daily revenue dropped to $926.97 on 2025-02-20 (54.9% below 7d mean, Z-Score: -1.61)",926.97
sudden_sales_drops,Sudden Sales Drop,LOC-012,2025-07-01,"Location LOC-012 daily revenue dropped to $1,741.79 on 2025-07-01 (69.9% below 7d mean, Z-Score: -1.61)",1741.79
sudden_sales_drops,Sudden Sales Drop,LOC-001,2025-09-23,"Location LOC-001 daily revenue dropped to $1,868.82 on 2025-09-23 (57.5% below 7d mean, Z-Score: -1.61)",1868.82
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-09-08,"Location LOC-017 daily revenue dropped to $1,412.28 on 2025-09-08 (65.5% below 7d mean, Z-Score: -1.61)",1412.28
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-10-13,"Location LOC-006 daily revenue dropped to $1,169.77 on 2025-10-13 (52.2% below 7d mean, Z-Score: -1.61)",1169.77
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-12-07,"Location LOC-007 daily revenue dropped to $203.84 on 2025-12-07 (86.1% below 7d mean, Z-Score: -1.61)",203.84
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-03-19,"Location LOC-003 daily revenue dropped to $822.41 on 2025-03-19 (61.6% below 7d mean, Z-Score: -1.61)",822.4100000000001
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-05-27,"Location LOC-015 daily revenue dropped to $801.76 on 2025-05-27 (58.3% below 7d mean, Z-Score: -1.61)",801.76
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-04-29,"Location LOC-014 daily revenue dropped to $936.88 on 2025-04-29 (59.8% below 7d mean, Z-Score: -1.60)",936.8799999999999
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-10-14,"Location LOC-004 daily revenue dropped to $1,491.08 on 2025-10-14 (56.9% below 7d mean, Z-Score: -1.60)",1491.08
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-02-13,"Location LOC-020 daily revenue dropped to $838.76 on 2025-02-13 (59.5% below 7d mean, Z-Score: -1.60)",838.76
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-09-09,"Location LOC-017 daily revenue dropped to $1,438.87 on 2025-09-09 (61.3% below 7d mean, Z-Score: -1.59)",1438.87
sudden_sales_drops,Sudden Sales Drop,LOC-013,2025-01-15,"Location LOC-013 daily revenue dropped to $1,328.35 on 2025-01-15 (55.9% below 7d mean, Z-Score: -1.59)",1328.35
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-05-17,"Location LOC-007 daily revenue dropped to $217.76 on 2025-05-17 (77.8% below 7d mean, Z-Score: -1.59)",217.76
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-02-13,"Location LOC-008 daily revenue dropped to $951.02 on 2025-02-13 (53.5% below 7d mean, Z-Score: -1.59)",951.02
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-10-29,"Location LOC-006 daily revenue dropped to $1,195.45 on 2025-10-29 (54.3% below 7d mean, Z-Score: -1.59)",1195.45
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-05-20,"Location LOC-008 daily revenue dropped to $953.14 on 2025-05-20 (60.1% below 7d mean, Z-Score: -1.59)",953.1400000000001
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-04-03,"Location LOC-002 daily revenue dropped to $1,381.54 on 2025-04-03 (58.8% below 7d mean, Z-Score: -1.59)",1381.54
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-09-11,"Location LOC-015 daily revenue dropped to $831.07 on 2025-09-11 (63.1% below 7d mean, Z-Score: -1.58)",831.0699999999999
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-05-01,"Location LOC-006 daily revenue dropped to $1,204.24 on 2025-05-01 (58.7% below 7d mean, Z-Score: -1.58)",1204.24
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-09-04,"Location LOC-003 daily revenue dropped to $854.04 on 2025-09-04 (63.3% below 7d mean, Z-Score: -1.58)",854.04
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-12-09,"Location LOC-018 daily revenue dropped to $845.24 on 2025-12-09 (69.8% below 7d mean, Z-Score: -1.57)",845.24
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-03-27,"Location LOC-002 daily revenue dropped to $1,399.56 on 2025-03-27 (57.0% below 7d mean, Z-Score: -1.57)",1399.56
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-04-22,"Location LOC-007 daily revenue dropped to $229.15 on 2025-04-22 (80.5% below 7d mean, Z-Score: -1.57)",229.15
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-01-08,"Location LOC-015 daily revenue dropped to $843.02 on 2025-01-08 (62.6% below 7d mean, Z-Score: -1.57)",843.02
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-07-08,"Location LOC-005 daily revenue dropped to $1,091.20 on 2025-07-08 (65.9% below 7d mean, Z-Score: -1.57)",1091.2
sudden_sales_drops,Sudden Sales Drop,LOC-013,2025-01-22,"Location LOC-013 daily revenue dropped to $1,359.47 on 2025-01-22 (53.7% below 7d mean, Z-Score: -1.57)",1359.47
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-10-16,"Location LOC-014 daily revenue dropped to $978.90 on 2025-10-16 (62.9% below 7d mean, Z-Score: -1.57)",978.9000000000001
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-01-17,"Location LOC-003 daily revenue dropped to $863.91 on 2025-01-17 (50.7% below 7d mean, Z-Score: -1.57)",863.91
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-11-19,"Location LOC-003 daily revenue dropped to $864.49 on 2025-11-19 (72.8% below 7d mean, Z-Score: -1.57)",864.49
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-05-01,"Location LOC-005 daily revenue dropped to $1,095.24 on 2025-05-01 (58.5% below 7d mean, Z-Score: -1.57)",1095.24
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-10-15,"Location LOC-020 daily revenue dropped to $872.29 on 2025-10-15 (60.3% below 7d mean, Z-Score: -1.57)",872.29
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-09-08,"Location LOC-003 daily revenue dropped to $870.22 on 2025-09-08 (62.1% below 7d mean, Z-Score: -1.56)",870.22
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-02-03,"Location LOC-002 daily revenue dropped to $1,413.61 on 2025-02-03 (54.2% below 7d mean, Z-Score: -1.56)",1413.61
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-01-28,"Location LOC-002 daily revenue dropped to $1,413.73 on 2025-01-28 (57.1% below 7d mean, Z-Score: -1.56)",1413.73
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-04-21,"Location LOC-015 daily revenue dropped to $855.89 on 2025-04-21 (62.6% below 7d mean, Z-Score: -1.56)",855.89
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-03-06,"Location LOC-014 daily revenue dropped to $992.41 on 2025-03-06 (64.7% below 7d mean, Z-Score: -1.56)",992.41
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-09-02,"Location LOC-019 daily revenue dropped to $970.21 on 2025-09-02 (64.3% below 7d mean, Z-Score: -1.56)",970.21
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-10-13,"Location LOC-008 daily revenue dropped to $996.61 on 2025-10-13 (67.7% below 7d mean, Z-Score: -1.56)",996.6099999999999
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-10-30,"Location LOC-010 daily revenue dropped to $1,559.28 on 2025-10-30 (63.4% below 7d mean, Z-Score: -1.55)",1559.28
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-10-27,"Location LOC-006 daily revenue dropped to $1,238.66 on 2025-10-27 (57.0% below 7d mean, Z-Score: -1.55)",1238.66
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-05-12,"Location LOC-019 daily revenue dropped to $976.42 on 2025-05-12 (51.2% below 7d mean, Z-Score: -1.55)",976.4200000000001
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-09-23,"Location LOC-014 daily revenue dropped to $1,004.31 on 2025-09-23 (70.0% below 7d mean, Z-Score: -1.55)",1004.31
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-09-03,"Location LOC-008 daily revenue dropped to $1,007.74 on 2025-09-03 (64.8% below 7d mean, Z-Score: -1.55)",1007.74
sudden_sales_drops,Sudden Sales Drop,LOC-001,2025-03-04,"Location LOC-001 daily revenue dropped to $1,985.14 on 2025-03-04 (55.1% below 7d mean, Z-Score: -1.55)",1985.1399999999999
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-02-26,"Location LOC-003 daily revenue dropped to $890.21 on 2025-02-26 (65.0% below 7d mean, Z-Score: -1.55)",890.21
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-02-24,"Location LOC-018 daily revenue dropped to $876.37 on 2025-02-24 (58.5% below 7d mean, Z-Score: -1.55)",876.37
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-04-29,"Location LOC-007 daily revenue dropped to $251.87 on 2025-04-29 (79.8% below 7d mean, Z-Score: -1.54)",251.87
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-01-08,"Location LOC-006 daily revenue dropped to $1,256.87 on 2025-01-08 (52.8% below 7d mean, Z-Score: -1.54)",1256.87
sudden_sales_drops,Sudden Sales Drop,LOC-013,2025-05-27,"Location LOC-013 daily revenue dropped to $1,421.05 on 2025-05-27 (61.1% below 7d mean, Z-Score: -1.53)",1421.0500000000002
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-09-03,"Location LOC-016 daily revenue dropped to $1,595.41 on 2025-09-03 (60.0% below 7d mean, Z-Score: -1.53)",1595.41
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-09-30,"Location LOC-015 daily revenue dropped to $893.46 on 2025-09-30 (66.0% below 7d mean, Z-Score: -1.53)",893.46
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-01-21,"Location LOC-008 daily revenue dropped to $1,036.36 on 2025-01-21 (54.2% below 7d mean, Z-Score: -1.53)",1036.3600000000001
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-02-25,"Location LOC-016 daily revenue dropped to $1,604.48 on 2025-02-25 (51.9% below 7d mean, Z-Score: -1.53)",1604.48
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-03-11,"Location LOC-002 daily revenue dropped to $1,464.82 on 2025-03-11 (53.5% below 7d mean, Z-Score: -1.53)",1464.82
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-04-23,"Location LOC-010 daily revenue dropped to $1,610.29 on 2025-04-23 (55.8% below 7d mean, Z-Score: -1.53)",1610.29
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-03-28,"Location LOC-009 daily revenue dropped to $936.61 on 2025-03-28 (64.2% below 7d mean, Z-Score: -1.53)",936.61
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-01-28,"Location LOC-007 daily revenue dropped to $262.82 on 2025-01-28 (72.1% below 7d mean, Z-Score: -1.53)",262.82
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-02-23,"Location LOC-017 daily revenue dropped to $1,567.82 on 2025-02-23 (52.3% below 7d mean, Z-Score: -1.52)",1567.82
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-03-27,"Location LOC-019 daily revenue dropped to $1,014.85 on 2025-03-27 (58.9% below 7d mean, Z-Score: -1.52)",1014.85
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-03-12,"Location LOC-003 daily revenue dropped to $923.87 on 2025-03-12 (60.9% below 7d mean, Z-Score: -1.52)",923.87
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-02-17,"Location LOC-009 daily revenue dropped to $953.33 on 2025-02-17 (55.0% below 7d mean, Z-Score: -1.51)",953.3299999999999
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-09-24,"Location LOC-017 daily revenue dropped to $1,577.88 on 2025-09-24 (55.0% below 7d mean, Z-Score: -1.51)",1577.88
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-05-14,"Location LOC-008 daily revenue dropped to $1,059.12 on 2025-05-14 (64.1% below 7d mean, Z-Score: -1.51)",1059.12
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-07-30,"Location LOC-011 daily revenue dropped to $1,139.59 on 2025-07-30 (63.9% below 7d mean, Z-Score: -1.51)",1139.59
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-08-20,"Location LOC-003 daily revenue dropped to $929.36 on 2025-08-20 (62.3% below 7d mean, Z-Score: -1.51)",929.3599999999999
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-09-17,"Location LOC-007 daily revenue dropped to $273.85 on 2025-09-17 (79.4% below 7d mean, Z-Score: -1.51)",273.85
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-06-12,"Location LOC-019 daily revenue dropped to $1,026.68 on 2025-06-12 (55.3% below 7d mean, Z-Score: -1.51)",1026.68
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-03-04,"Location LOC-006 daily revenue dropped to $1,295.64 on 2025-03-04 (50.5% below 7d mean, Z-Score: -1.51)",1295.6399999999999
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-02-05,"Location LOC-004 daily revenue dropped to $1,634.90 on 2025-02-05 (53.5% below 7d mean, Z-Score: -1.51)",1634.9
sudden_sales_drops,Sudden Sales Drop,LOC-019,2025-04-23,"Location LOC-019 daily revenue dropped to $1,027.40 on 2025-04-23 (61.0% below 7d mean, Z-Score: -1.51)",1027.4
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-05-01,"Location LOC-007 daily revenue dropped to $276.70 on 2025-05-01 (76.9% below 7d mean, Z-Score: -1.51)",276.7
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-02-17,"Location LOC-002 daily revenue dropped to $1,499.31 on 2025-02-17 (52.4% below 7d mean, Z-Score: -1.50)",1499.31
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-08-21,"Location LOC-018 daily revenue dropped to $924.44 on 2025-08-21 (60.0% below 7d mean, Z-Score: -1.50)",924.44
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-10-20,"Location LOC-010 daily revenue dropped to $1,652.31 on 2025-10-20 (59.4% below 7d mean, Z-Score: -1.50)",1652.31
sudden_sales_drops,Sudden Sales Drop,LOC-004,2025-10-07,"Location LOC-004 daily revenue dropped to $1,641.30 on 2025-10-07 (52.6% below 7d mean, Z-Score: -1.50)",1641.3
sudden_sales_drops,Sudden Sales Drop,LOC-009,2025-09-29,"Location LOC-009 daily revenue dropped to $969.37 on 2025-09-29 (66.8% below 7d mean, Z-Score: -1.50)",969.3700000000001
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-02-18,"Location LOC-016 daily revenue dropped to $1,646.69 on 2025-02-18 (58.8% below 7d mean, Z-Score: -1.50)",1646.69
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-11-04,"Location LOC-015 daily revenue dropped to $929.70 on 2025-11-04 (63.9% below 7d mean, Z-Score: -1.50)",929.7
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-02-12,"Location LOC-005 daily revenue dropped to $1,182.89 on 2025-02-12 (52.5% below 7d mean, Z-Score: -1.50)",1182.89
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-11-19,"Location LOC-006 daily revenue dropped to $1,305.40 on 2025-11-19 (66.2% below 7d mean, Z-Score: -1.50)",1305.4
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-06-30,"Location LOC-017 daily revenue dropped to $1,600.76 on 2025-06-30 (61.7% below 7d mean, Z-Score: -1.50)",1600.76
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-01-27,"Location LOC-014 daily revenue dropped to $1,075.84 on 2025-01-27 (56.6% below 7d mean, Z-Score: -1.50)",1075.84
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-02-03,"Location LOC-015 daily revenue dropped to $933.16 on 2025-02-03 (56.1% below 7d mean, Z-Score: -1.50)",933.16
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-03-05,"Location LOC-008 daily revenue dropped to $1,081.46 on 2025-03-05 (65.0% below 7d mean, Z-Score: -1.50)",1081.46
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-06-18,"Location LOC-015 daily revenue dropped to $934.48 on 2025-06-18 (65.6% below 7d mean, Z-Score: -1.50)",934.48
sudden_sales_drops,Sudden Sales Drop,LOC-003,2025-04-09,"Location LOC-003 daily revenue dropped to $951.41 on 2025-04-09 (58.9% below 7d mean, Z-Score: -1.49)",951.41
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-04-15,"Location LOC-014 daily revenue dropped to $1,085.30 on 2025-04-15 (64.1% below 7d mean, Z-Score: -1.49)",1085.3
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-11-24,"Location LOC-002 daily revenue dropped to $1,522.14 on 2025-11-24 (59.5% below 7d mean, Z-Score: -1.49)",1522.1399999999999
sudden_sales_drops,Sudden Sales Drop,LOC-005,2025-04-02,"Location LOC-005 daily revenue dropped to $1,198.39 on 2025-04-02 (52.3% below 7d mean, Z-Score: -1.49)",1198.39
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-07-30,"Location LOC-017 daily revenue dropped to $1,623.30 on 2025-07-30 (67.2% below 7d mean, Z-Score: -1.49)",1623.3
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-05-05,"Location LOC-018 daily revenue dropped to $945.43 on 2025-05-05 (57.8% below 7d mean, Z-Score: -1.48)",945.43
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-04-09,"Location LOC-017 daily revenue dropped to $1,631.06 on 2025-04-09 (61.3% below 7d mean, Z-Score: -1.48)",1631.06
sudden_sales_drops,Sudden Sales Drop,LOC-010,2025-02-18,"Location LOC-010 daily revenue dropped to $1,692.61 on 2025-02-18 (52.9% below 7d mean, Z-Score: -1.48)",1692.61
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-03-31,"Location LOC-015 daily revenue dropped to $955.20 on 2025-03-31 (65.4% below 7d mean, Z-Score: -1.48)",955.2
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-04-09,"Location LOC-011 daily revenue dropped to $1,185.90 on 2025-04-09 (57.6% below 7d mean, Z-Score: -1.48)",1185.9
sudden_sales_drops,Sudden Sales Drop,LOC-017,2025-09-16,"Location LOC-017 daily revenue dropped to $1,638.60 on 2025-09-16 (57.8% below 7d mean, Z-Score: -1.48)",1638.6
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-05-05,"Location LOC-007 daily revenue dropped to $297.72 on 2025-05-05 (64.6% below 7d mean, Z-Score: -1.48)",297.72
sudden_sales_drops,Sudden Sales Drop,LOC-012,2025-09-30,"Location LOC-012 daily revenue dropped to $1,981.94 on 2025-09-30 (52.0% below 7d mean, Z-Score: -1.48)",1981.94
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-02-05,"Location LOC-002 daily revenue dropped to $1,541.07 on 2025-02-05 (50.9% below 7d mean, Z-Score: -1.48)",1541.07
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-02-04,"Location LOC-008 daily revenue dropped to $1,112.45 on 2025-02-04 (56.4% below 7d mean, Z-Score: -1.48)",1112.45
sudden_sales_drops,Sudden Sales Drop,LOC-013,2025-06-09,"Location LOC-013 daily revenue dropped to $1,522.98 on 2025-06-09 (57.1% below 7d mean, Z-Score: -1.47)",1522.98
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-10-13,"Location LOC-015 daily revenue dropped to $965.92 on 2025-10-13 (53.6% below 7d mean, Z-Score: -1.47)",965.9200000000001
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-05-21,"Location LOC-006 daily revenue dropped to $1,342.80 on 2025-05-21 (54.0% below 7d mean, Z-Score: -1.47)",1342.8000000000002
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-09-01,"Location LOC-007 daily revenue dropped to $306.15 on 2025-09-01 (80.6% below 7d mean, Z-Score: -1.46)",306.15
sudden_sales_drops,Sudden Sales Drop,LOC-007,2025-05-19,"Location LOC-007 daily revenue dropped to $306.33 on 2025-05-19 (66.4% below 7d mean, Z-Score: -1.46)",306.33
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-07-30,"Location LOC-006 daily revenue dropped to $1,349.24 on 2025-07-30 (64.1% below 7d mean, Z-Score: -1.46)",1349.24
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-07-22,"Location LOC-015 daily revenue dropped to $972.80 on 2025-07-22 (66.0% below 7d mean, Z-Score: -1.46)",972.8
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-01-14,"Location LOC-011 daily revenue dropped to $1,207.06 on 2025-01-14 (53.0% below 7d mean, Z-Score: -1.46)",1207.06
sudden_sales_drops,Sudden Sales Drop,LOC-015,2025-06-09,"Location LOC-015 daily revenue dropped to $977.18 on 2025-06-09 (60.5% below 7d mean, Z-Score: -1.46)",977.1800000000001
sudden_sales_drops,Sudden Sales Drop,LOC-020,2025-04-14,"Location LOC-020 daily revenue dropped to $1,009.19 on 2025-04-14 (50.2% below 7d mean, Z-Score: -1.45)",1009.1899999999999
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-10-28,"Location LOC-014 daily revenue dropped to $1,133.42 on 2025-10-28 (59.0% below 7d mean, Z-Score: -1.45)",1133.42
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-11-25,"Location LOC-006 daily revenue dropped to $1,362.34 on 2025-11-25 (55.4% below 7d mean, Z-Score: -1.45)",1362.3400000000001
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-05-20,"Location LOC-016 daily revenue dropped to $1,718.48 on 2025-05-20 (51.5% below 7d mean, Z-Score: -1.45)",1718.48
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-05-07,"Location LOC-014 daily revenue dropped to $1,136.08 on 2025-05-07 (52.6% below 7d mean, Z-Score: -1.45)",1136.08
sudden_sales_drops,Sudden Sales Drop,LOC-008,2025-08-05,"Location LOC-008 daily revenue dropped to $1,146.38 on 2025-08-05 (64.9% below 7d mean, Z-Score: -1.45)",1146.3799999999999
sudden_sales_drops,Sudden Sales Drop,LOC-011,2025-09-16,"Location LOC-011 daily revenue dropped to $1,221.60 on 2025-09-16 (61.7% below 7d mean, Z-Score: -1.45)",1221.6
sudden_sales_drops,Sudden Sales Drop,LOC-014,2025-10-08,"Location LOC-014 daily revenue dropped to $1,140.65 on 2025-10-08 (58.7% below 7d mean, Z-Score: -1.45)",1140.65
sudden_sales_drops,Sudden Sales Drop,LOC-002,2025-05-06,"Location LOC-002 daily revenue dropped to $1,582.35 on 2025-05-06 (57.1% below 7d mean, Z-Score: -1.45)",1582.35
sudden_sales_drops,Sudden Sales Drop,LOC-018,2025-06-23,"Location LOC-018 daily revenue dropped to $989.58 on 2025-06-23 (56.7% below 7d mean, Z-Score: -1.45)",989.58
sudden_sales_drops,Sudden Sales Drop,LOC-006,2025-09-02,"Location LOC-006 daily revenue dropped to $1,373.23 on 2025-09-02 (62.1% below 7d mean, Z-Score: -1.44)",1373.23
sudden_sales_drops,Sudden Sales Drop,LOC-016,2025-10-08,"Location LOC-016 daily revenue dropped to $1,733.14 on 2025-10-08 (51.3% below 7d mean, Z-Score: -1.44)",1733.1399999999999
