order_id,customer_id,customer_segment,loyalty_tier,loyalty_points,churn_risk_score,order_date,total_amount,order_status
ORD-001124,CUST-21702,CHURNED,SILVER,275.0,0.981,2025-11-07,404.56,COMPLETED
ORD-001125,CUST-31965,OCCASIONAL,BRONZE,368.0,0.454,2025-09-08,207.33,COMPLETED
ORD-001127,CUST-14433,OCCASIONAL,SILVER,1784.0,0.243,2025-02-13,325.71,COMPLETED
ORD-001128,CUST-36897,CHURNED,BRONZE,142.0,0.979,2025-06-20,177.87,COMPLETED
ORD-001129,CUST-03371,REGULAR,GOLD,485.0,0.601,2025-06-08,118.74,COMPLETED
ORD-001130,CUST-47224,REGULAR,SILVER,2045.0,0.583,2025-04-25,281.61,COMPLETED
ORD-001131,CUST-44844,OCCASIONAL,BRONZE,179.0,0.382,2025-10-05,134.73,COMPLETED
ORD-001132,CUST-22942,REGULAR,BRONZE,566.0,0.532,2025-07-18,439.9,COMPLETED
ORD-001133,CUST-28015,OCCASIONAL,SILVER,2140.0,0.35,2025-02-09,159.12,COMPLETED
ORD-001134,CUST-20448,REGULAR,SILVER,2042.0,0.417,2025-04-10,330.64,COMPLETED
ORD-001135,CUST-16421,REGULAR,GOLD,2292.0,0.407,2025-09-19,236.43,PENDING
ORD-001136,CUST-38305,OCCASIONAL,SILVER,913.0,0.301,2025-02-07,91.9,COMPLETED
ORD-001138,CUST-41001,OCCASIONAL,SILVER,536.0,0.602,2025-07-17,179.14,COMPLETED
ORD-001139,CUST-41076,CHURNED,SILVER,69.0,0.96,2025-07-12,206.37,COMPLETED
ORD-001140,CUST-47815,OCCASIONAL,SILVER,1691.0,0.258,2025-08-17,193.76,COMPLETED
ORD-001141,CUST-08458,REGULAR,SILVER,350.0,0.514,2025-11-10,369.11,PENDING
ORD-001142,CUST-15563,REGULAR,BRONZE,1549.0,0.567,2025-05-31,166.99,COMPLETED
ORD-001143,CUST-00301,HIGH_VALUE,GOLD,12885.0,0.04,2025-09-17,80.92,COMPLETED
ORD-001144,CUST-14118,NEW,BRONZE,138.0,0.257,2025-08-09,283.85,COMPLETED
ORD-001145,CUST-20084,REGULAR,SILVER,982.0,0.219,2025-04-28,230.55,COMPLETED
ORD-001146,CUST-02846,REGULAR,BRONZE,1302.0,0.309,2025-11-26,160.19,COMPLETED
ORD-001147,CUST-01958,NEW,BRONZE,103.0,0.104,2025-11-02,520.06,COMPLETED
ORD-001148,CUST-31912,HIGH_VALUE,GOLD,9278.0,0.096,2025-09-09,338.75,COMPLETED
ORD-001149,CUST-49763,OCCASIONAL,SILVER,1983.0,0.467,2025-11-18,279.82,COMPLETED
ORD-001150,CUST-43067,HIGH_VALUE,PLATINUM,9004.0,0.149,2025-11-23,401.34,COMPLETED
ORD-001151,CUST-27219,NEW,BRONZE,32.0,0.228,2025-09-29,243.25,COMPLETED
ORD-001152,CUST-04523,REGULAR,BRONZE,1189.0,0.25,2025-11-14,232.66,COMPLETED
ORD-001153,CUST-12508,OCCASIONAL,SILVER,877.0,0.376,2025-09-25,156.86,COMPLETED
ORD-001154,CUST-45779,CHURNED,BRONZE,196.0,0.909,2025-09-18,636.89,COMPLETED
ORD-001155,CUST-29725,REGULAR,BRONZE,1145.0,0.527,2025-08-26,487.09,COMPLETED
ORD-001156,CUST-03139,OCCASIONAL,BRONZE,1334.0,0.407,2025-10-17,196.99,COMPLETED
ORD-001157,CUST-03837,NEW,BRONZE,59.0,0.218,2025-03-16,276.66,COMPLETED
ORD-001158,CUST-04816,NEW,BRONZE,243.0,0.228,2025-11-27,139.08,COMPLETED
ORD-001159,CUST-07900,HIGH_VALUE,GOLD,11537.0,0.108,2025-11-24,300.71,COMPLETED
ORD-001160,CUST-07692,REGULAR,SILVER,212.0,0.632,2025-01-15,185.28,COMPLETED
ORD-001161,CUST-42152,REGULAR,BRONZE,1976.0,0.606,2025-11-11,260.68,COMPLETED
ORD-001162,CUST-39315,REGULAR,BRONZE,384.0,0.242,2025-03-04,229.13,COMPLETED
ORD-001163,CUST-17013,OCCASIONAL,BRONZE,2056.0,0.348,2025-05-25,379.65,COMPLETED
ORD-001164,CUST-38360,NEW,BRONZE,210.0,0.149,2025-10-13,361.69,COMPLETED
ORD-001165,CUST-25109,REGULAR,GOLD,600.0,0.228,2025-03-16,179.68,COMPLETED
ORD-001166,CUST-43982,REGULAR,BRONZE,2378.0,0.384,2025-11-09,441.63,COMPLETED
ORD-001167,CUST-46480,OCCASIONAL,SILVER,1994.0,0.621,2025-11-13,480.0,COMPLETED
ORD-001168,CUST-12262,REGULAR,BRONZE,1266.0,0.519,2025-07-21,178.38,COMPLETED
ORD-001169,CUST-09610,CHURNED,BRONZE,239.0,0.821,2025-01-04,72.52,COMPLETED
ORD-001170,CUST-31461,NEW,BRONZE,2.0,0.177,2025-05-06,166.1,COMPLETED
ORD-001171,CUST-07763,OCCASIONAL,GOLD,1498.0,0.401,2025-08-25,356.25,COMPLETED
ORD-001172,CUST-36472,OCCASIONAL,SILVER,364.0,0.207,2025-12-26,181.83,COMPLETED
ORD-001173,CUST-GUEST,,,,,2025-08-30,611.82,COMPLETED
ORD-001174,CUST-42937,CHURNED,BRONZE,63.0,0.822,2025-04-25,283.38,COMPLETED
ORD-001175,CUST-46570,CHURNED,SILVER,524.0,0.822,2025-08-31,281.51,COMPLETED
ORD-001176,CUST-07184,CHURNED,BRONZE,282.0,0.885,2025-08-01,443.02,COMPLETED
ORD-001177,CUST-00573,OCCASIONAL,SILVER,1065.0,0.45,2025-10-27,310.6,COMPLETED
ORD-001178,CUST-19418,OCCASIONAL,BRONZE,1922.0,0.268,2025-02-22,320.09,COMPLETED
ORD-001179,CUST-18118,HIGH_VALUE,PLATINUM,4991.0,0.061,2025-10-20,187.33,COMPLETED
ORD-001180,CUST-36261,OCCASIONAL,SILVER,2127.0,0.473,2025-08-01,398.37,COMPLETED
ORD-001181,CUST-30114,REGULAR,BRONZE,2320.0,0.297,2025-12-20,570.47,PENDING
ORD-001182,CUST-05416,REGULAR,GOLD,1629.0,0.569,2025-05-28,287.86,COMPLETED
ORD-001183,CUST-23393,CHURNED,SILVER,183.0,0.822,2025-08-30,247.86,COMPLETED
ORD-001184,CUST-33481,REGULAR,BRONZE,832.0,0.313,2025-12-12,377.79,COMPLETED
ORD-001185,CUST-42507,REGULAR,BRONZE,586.0,0.388,2025-02-20,190.73,COMPLETED
ORD-001186,CUST-25434,NEW,BRONZE,109.0,0.133,2025-12-13,119.96,COMPLETED
ORD-001189,CUST-GUEST,,,,,2025-05-11,321.79,COMPLETED
ORD-001190,CUST-30245,CHURNED,BRONZE,52.0,0.902,2025-09-29,297.91,COMPLETED
ORD-001191,CUST-17219,REGULAR,BRONZE,1075.0,0.473,2025-02-02,306.17,COMPLETED
ORD-001192,CUST-17887,OCCASIONAL,BRONZE,365.0,0.648,2025-08-14,366.35,COMPLETED
ORD-001193,CUST-09291,REGULAR,SILVER,2165.0,0.435,2025-05-30,237.54,COMPLETED
ORD-001194,CUST-03288,REGULAR,GOLD,1182.0,0.267,2025-08-27,155.82,COMPLETED
ORD-001195,CUST-40609,CHURNED,BRONZE,355.0,0.889,2025-01-23,208.86,COMPLETED
ORD-001196,CUST-48018,CHURNED,BRONZE,283.0,0.967,2025-11-24,251.43,COMPLETED
ORD-001197,CUST-18611,OCCASIONAL,GOLD,276.0,0.466,2025-12-24,173.72,PENDING
ORD-001198,CUST-22369,REGULAR,SILVER,1611.0,0.471,2025-12-22,221.98,COMPLETED
ORD-001199,CUST-34829,REGULAR,BRONZE,1337.0,0.302,2025-10-16,144.8,COMPLETED
ORD-001200,CUST-31512,HIGH_VALUE,PLATINUM,6584.0,0.04,2025-03-05,442.41,COMPLETED
ORD-001201,CUST-07769,REGULAR,SILVER,1042.0,0.39,2025-10-19,292.32,COMPLETED
ORD-001202,CUST-17597,OCCASIONAL,SILVER,666.0,0.393,2025-01-12,269.81,COMPLETED
ORD-001204,CUST-10634,OCCASIONAL,BRONZE,2155.0,0.408,2025-05-21,253.88,COMPLETED
ORD-001205,CUST-18530,NEW,BRONZE,181.0,0.143,2025-07-15,188.36,COMPLETED
ORD-001207,CUST-43684,NEW,BRONZE,147.0,0.268,2025-09-19,118.49,COMPLETED
ORD-001208,CUST-35791,REGULAR,BRONZE,2342.0,0.338,2025-07-01,113.5,COMPLETED
ORD-001209,CUST-28501,OCCASIONAL,GOLD,1703.0,0.329,2025-05-01,442.06,COMPLETED
ORD-001210,CUST-24088,REGULAR,SILVER,1065.0,0.211,2025-12-30,152.07,COMPLETED
ORD-001211,CUST-04523,REGULAR,BRONZE,1189.0,0.25,2025-06-25,307.99,COMPLETED
ORD-001212,CUST-11562,REGULAR,BRONZE,1148.0,0.378,2025-07-03,269.51,COMPLETED
ORD-001213,CUST-23272,REGULAR,SILVER,1241.0,0.62,2025-03-18,201.57,COMPLETED
ORD-001214,CUST-38446,REGULAR,SILVER,154.0,0.556,2025-11-02,384.85,COMPLETED
ORD-001215,CUST-00483,NEW,BRONZE,183.0,0.168,2025-09-23,131.14,COMPLETED
ORD-001216,CUST-06403,REGULAR,SILVER,1992.0,0.225,2025-04-10,276.33,COMPLETED
ORD-001217,CUST-49956,REGULAR,BRONZE,1720.0,0.316,2025-02-10,117.38,COMPLETED
ORD-001218,CUST-15769,NEW,BRONZE,102.0,0.275,2025-09-18,171.55,COMPLETED
ORD-001219,CUST-22605,CHURNED,BRONZE,361.0,0.866,2025-09-07,305.69,COMPLETED
ORD-001220,CUST-16209,NEW,BRONZE,173.0,0.154,2025-05-01,159.63,COMPLETED
ORD-001221,CUST-38090,REGULAR,SILVER,575.0,0.215,2025-12-17,253.03,COMPLETED
ORD-001222,CUST-27835,NEW,BRONZE,101.0,0.25,2025-03-13,263.1,COMPLETED
ORD-001224,CUST-45208,HIGH_VALUE,GOLD,6002.0,0.075,2025-12-15,600.62,COMPLETED
ORD-001225,CUST-24178,REGULAR,BRONZE,1192.0,0.21,2025-06-22,238.64,COMPLETED
ORD-001227,CUST-27857,REGULAR,SILVER,1216.0,0.321,2025-06-15,382.99,COMPLETED
ORD-001228,CUST-24968,REGULAR,SILVER,2337.0,0.543,2025-05-01,112.33,COMPLETED
ORD-001229,CUST-09568,REGULAR,SILVER,363.0,0.32,2025-12-27,87.67,COMPLETED
ORD-001231,CUST-36728,CHURNED,BRONZE,568.0,0.895,2025-11-30,183.42,COMPLETED
ORD-001232,CUST-07698,NEW,BRONZE,178.0,0.173,2025-04-13,162.58,COMPLETED
ORD-001233,CUST-30305,REGULAR,SILVER,1732.0,0.627,2025-04-06,509.59,COMPLETED
ORD-001234,CUST-GUEST,,,,,2025-01-16,410.94,COMPLETED
ORD-001235,CUST-26464,CHURNED,BRONZE,510.0,0.808,2025-09-06,230.52,COMPLETED
ORD-001236,CUST-12921,OCCASIONAL,BRONZE,527.0,0.322,2025-06-06,307.93,COMPLETED
ORD-001237,CUST-13926,OCCASIONAL,GOLD,479.0,0.207,2025-11-22,268.33,COMPLETED
ORD-001238,CUST-24730,HIGH_VALUE,PLATINUM,3321.0,0.067,2025-07-10,87.65,COMPLETED
ORD-001240,CUST-46146,OCCASIONAL,BRONZE,1302.0,0.211,2025-03-27,254.3,COMPLETED
ORD-001242,CUST-42839,REGULAR,BRONZE,1611.0,0.512,2025-10-26,199.61,COMPLETED
ORD-001243,CUST-06120,REGULAR,SILVER,1958.0,0.258,2025-10-24,254.06,COMPLETED
ORD-001244,CUST-37474,REGULAR,SILVER,628.0,0.348,2025-11-16,324.5,COMPLETED
ORD-001246,CUST-36482,OCCASIONAL,GOLD,1404.0,0.638,2025-08-29,308.19,COMPLETED
ORD-001247,CUST-GUEST,,,,,2025-03-05,236.32,COMPLETED
ORD-001248,CUST-03005,NEW,BRONZE,57.0,0.299,2025-01-17,135.81,PENDING
ORD-001249,CUST-29062,REGULAR,SILVER,2386.0,0.446,2025-12-08,490.3,COMPLETED
ORD-001250,CUST-47045,NEW,BRONZE,122.0,0.231,2025-08-25,426.94,COMPLETED
ORD-001251,CUST-22346,REGULAR,GOLD,1071.0,0.572,2025-11-02,278.7,COMPLETED
ORD-001252,CUST-37968,HIGH_VALUE,PLATINUM,11621.0,0.062,2025-07-13,105.14,COMPLETED
ORD-001253,CUST-02674,HIGH_VALUE,PLATINUM,6641.0,0.099,2025-02-28,232.33,COMPLETED
ORD-001254,CUST-GUEST,,,,,2025-03-02,278.11,COMPLETED
ORD-001255,CUST-31468,HIGH_VALUE,PLATINUM,4693.0,0.086,2025-09-20,381.73,COMPLETED
ORD-001256,CUST-34632,OCCASIONAL,SILVER,595.0,0.29,2025-06-27,443.97,COMPLETED
ORD-001257,CUST-47286,OCCASIONAL,BRONZE,435.0,0.36,2025-04-02,508.35,COMPLETED
ORD-001258,CUST-23398,HIGH_VALUE,PLATINUM,11294.0,0.118,2025-07-16,352.09,COMPLETED
ORD-001259,CUST-22108,REGULAR,SILVER,1541.0,0.564,2025-02-01,310.35,COMPLETED
ORD-001260,CUST-22727,CHURNED,BRONZE,304.0,0.922,2025-08-14,400.47,COMPLETED
ORD-001261,CUST-24158,REGULAR,SILVER,975.0,0.329,2025-04-29,114.54,COMPLETED
ORD-001262,CUST-30639,CHURNED,SILVER,590.0,0.89,2025-11-02,275.77,COMPLETED
ORD-001263,CUST-45805,REGULAR,BRONZE,671.0,0.57,2025-05-16,249.04,COMPLETED
ORD-001264,CUST-48068,CHURNED,SILVER,50.0,0.918,2025-07-04,216.02,COMPLETED
ORD-001265,CUST-05650,REGULAR,BRONZE,634.0,0.321,2025-01-06,136.01,COMPLETED
ORD-001266,CUST-32521,OCCASIONAL,SILVER,1881.0,0.386,2025-02-05,157.97,COMPLETED
ORD-001267,CUST-13669,REGULAR,BRONZE,515.0,0.201,2025-06-14,235.99,COMPLETED
ORD-001268,CUST-35125,REGULAR,BRONZE,521.0,0.324,2025-07-12,319.85,PENDING
ORD-001269,CUST-47463,OCCASIONAL,BRONZE,941.0,0.241,2025-08-20,302.03,COMPLETED
ORD-001270,CUST-26253,HIGH_VALUE,GOLD,13436.0,0.041,2025-05-08,189.91,COMPLETED
ORD-001271,CUST-02992,OCCASIONAL,BRONZE,1217.0,0.593,2025-09-24,563.94,COMPLETED
ORD-001273,CUST-01496,NEW,BRONZE,1.0,0.195,2025-10-27,362.07,COMPLETED
ORD-001274,CUST-48367,REGULAR,SILVER,1297.0,0.504,2025-01-20,313.96,COMPLETED
ORD-001275,CUST-42800,OCCASIONAL,SILVER,386.0,0.44,2025-07-12,239.83,COMPLETED
ORD-001276,CUST-26028,NEW,BRONZE,124.0,0.25,2025-02-21,309.0,COMPLETED
ORD-001277,CUST-46434,REGULAR,SILVER,862.0,0.52,2025-04-18,511.97,COMPLETED
ORD-001278,CUST-27768,REGULAR,SILVER,1603.0,0.601,2025-12-27,194.81,COMPLETED
ORD-001280,CUST-47402,REGULAR,SILVER,2253.0,0.523,2025-07-18,257.08,COMPLETED
ORD-001281,CUST-38516,REGULAR,BRONZE,1266.0,0.201,2025-08-25,282.49,COMPLETED
ORD-001282,CUST-40264,CHURNED,SILVER,86.0,0.853,2025-09-27,203.39,COMPLETED
ORD-001283,CUST-47704,OCCASIONAL,GOLD,200.0,0.374,2025-08-07,672.21,COMPLETED
ORD-001284,CUST-12200,CHURNED,BRONZE,240.0,0.841,2025-01-05,92.43,COMPLETED
ORD-001285,CUST-01460,REGULAR,BRONZE,1176.0,0.454,2025-05-22,194.8,COMPLETED
ORD-001286,CUST-23265,NEW,BRONZE,152.0,0.155,2025-07-25,105.92,COMPLETED
ORD-001287,CUST-42907,REGULAR,SILVER,1681.0,0.229,2025-02-13,274.39,COMPLETED
ORD-001288,CUST-23976,OCCASIONAL,BRONZE,435.0,0.502,2025-05-31,384.55,COMPLETED
ORD-001289,CUST-44031,OCCASIONAL,BRONZE,893.0,0.521,2025-01-17,335.01,COMPLETED
ORD-001290,CUST-30549,NEW,BRONZE,32.0,0.139,2025-02-08,238.76,COMPLETED
ORD-001291,CUST-07848,HIGH_VALUE,PLATINUM,4582.0,0.129,2025-06-15,318.23,COMPLETED
ORD-001292,CUST-33599,REGULAR,BRONZE,981.0,0.544,2025-03-06,375.82,COMPLETED
ORD-001293,CUST-20021,REGULAR,BRONZE,2328.0,0.393,2025-08-09,258.05,COMPLETED
ORD-001294,CUST-08464,OCCASIONAL,BRONZE,972.0,0.344,2025-09-21,292.81,COMPLETED
ORD-001295,CUST-49549,NEW,BRONZE,185.0,0.129,2025-11-03,282.85,COMPLETED
ORD-001296,CUST-35993,REGULAR,GOLD,1954.0,0.345,2025-04-02,319.28,COMPLETED
ORD-001297,CUST-17559,NEW,BRONZE,130.0,0.2,2025-03-20,272.49,COMPLETED
ORD-001298,CUST-08585,REGULAR,SILVER,328.0,0.236,2025-02-21,255.79,COMPLETED
ORD-001299,CUST-38076,REGULAR,SILVER,202.0,0.445,2025-08-31,170.82,COMPLETED
ORD-001300,CUST-10773,REGULAR,BRONZE,1394.0,0.518,2025-09-28,346.91,COMPLETED
ORD-001301,CUST-24339,REGULAR,SILVER,795.0,0.431,2025-01-16,179.39,COMPLETED
ORD-001302,CUST-05229,OCCASIONAL,SILVER,192.0,0.581,2025-12-13,159.66,COMPLETED
ORD-001303,CUST-31976,OCCASIONAL,BRONZE,1745.0,0.635,2025-01-26,167.58,COMPLETED
ORD-001304,CUST-34316,REGULAR,BRONZE,296.0,0.374,2025-08-01,86.02,COMPLETED
ORD-001305,CUST-47529,HIGH_VALUE,PLATINUM,12131.0,0.025,2025-09-29,221.89,COMPLETED
ORD-001306,CUST-27026,REGULAR,BRONZE,1497.0,0.483,2025-11-24,293.14,COMPLETED
ORD-001307,CUST-29929,REGULAR,BRONZE,974.0,0.567,2025-10-02,135.28,COMPLETED
ORD-001308,CUST-36959,HIGH_VALUE,PLATINUM,5812.0,0.148,2025-11-04,312.65,COMPLETED
ORD-001309,CUST-01407,HIGH_VALUE,GOLD,9854.0,0.138,2025-05-27,62.16,COMPLETED
ORD-001310,CUST-26454,OCCASIONAL,SILVER,2161.0,0.259,2025-11-08,351.72,COMPLETED
ORD-001311,CUST-22994,REGULAR,BRONZE,2075.0,0.235,2025-02-09,446.78,COMPLETED
ORD-001312,CUST-00529,CHURNED,BRONZE,515.0,0.967,2025-12-01,241.73,COMPLETED
ORD-001313,CUST-01709,REGULAR,BRONZE,1788.0,0.223,2025-08-03,130.64,COMPLETED
ORD-001314,CUST-39032,REGULAR,SILVER,1456.0,0.216,2025-11-08,374.46,COMPLETED
ORD-001315,CUST-46573,HIGH_VALUE,GOLD,7811.0,0.106,2025-07-04,110.37,COMPLETED
ORD-001316,CUST-14628,NEW,BRONZE,243.0,0.254,2025-09-04,296.26,COMPLETED
ORD-001317,CUST-28536,OCCASIONAL,GOLD,445.0,0.561,2025-07-27,300.01,COMPLETED
ORD-001319,CUST-16510,REGULAR,BRONZE,354.0,0.308,2025-02-09,257.6,COMPLETED
ORD-001320,CUST-08010,REGULAR,SILVER,428.0,0.23,2025-01-31,150.85,COMPLETED
ORD-001321,CUST-29777,REGULAR,BRONZE,1345.0,0.525,2025-04-20,240.28,COMPLETED
ORD-001322,CUST-30602,CHURNED,BRONZE,330.0,0.874,2025-03-16,456.01,COMPLETED
ORD-001323,CUST-31736,OCCASIONAL,BRONZE,1982.0,0.236,2025-11-24,312.24,COMPLETED
ORD-001324,CUST-37522,OCCASIONAL,BRONZE,340.0,0.433,2025-04-09,143.34,COMPLETED
ORD-001325,CUST-26771,REGULAR,BRONZE,885.0,0.355,2025-12-25,174.81,COMPLETED
ORD-001326,CUST-46339,REGULAR,SILVER,577.0,0.595,2025-05-26,135.84,PENDING
ORD-001327,CUST-45531,REGULAR,SILVER,1605.0,0.415,2025-03-25,171.53,COMPLETED
ORD-001328,CUST-12811,NEW,BRONZE,164.0,0.133,2025-11-01,187.26,COMPLETED
ORD-001329,CUST-GUEST,,,,,2025-09-09,274.85,COMPLETED
ORD-001330,CUST-36401,NEW,BRONZE,104.0,0.273,2025-07-18,286.28,COMPLETED
ORD-001331,CUST-45045,REGULAR,SILVER,1841.0,0.228,2025-08-05,312.42,COMPLETED
ORD-001333,CUST-30909,REGULAR,SILVER,452.0,0.647,2025-04-13,384.17,COMPLETED
ORD-001334,CUST-37116,OCCASIONAL,BRONZE,1123.0,0.488,2025-12-30,225.67,COMPLETED
ORD-001335,CUST-GUEST,,,,,2025-12-24,322.53,COMPLETED
ORD-001336,CUST-11861,REGULAR,BRONZE,1469.0,0.603,2025-09-06,243.27,PENDING
ORD-001337,CUST-39812,OCCASIONAL,BRONZE,1555.0,0.584,2025-04-01,141.33,COMPLETED
ORD-001338,CUST-36863,REGULAR,SILVER,2171.0,0.451,2025-09-18,226.77,COMPLETED
ORD-001339,CUST-18283,REGULAR,SILVER,1004.0,0.25,2025-02-05,235.15,COMPLETED
ORD-001340,CUST-46943,REGULAR,BRONZE,1496.0,0.432,2025-01-16,158.5,COMPLETED
ORD-001341,CUST-02888,REGULAR,BRONZE,1665.0,0.327,2025-04-25,248.94,COMPLETED
ORD-001342,CUST-34110,REGULAR,BRONZE,2295.0,0.561,2025-07-06,104.71,COMPLETED
ORD-001343,CUST-02356,REGULAR,GOLD,444.0,0.457,2025-11-23,110.22,COMPLETED
ORD-001344,CUST-43734,REGULAR,GOLD,619.0,0.384,2025-10-06,352.83,COMPLETED
ORD-001346,CUST-38854,NEW,BRONZE,116.0,0.288,2025-06-25,547.14,COMPLETED
ORD-001347,CUST-42267,REGULAR,BRONZE,1021.0,0.342,2025-05-30,270.16,COMPLETED
ORD-001348,CUST-02861,CHURNED,SILVER,118.0,0.982,2025-06-07,546.88,COMPLETED
ORD-001349,CUST-32030,REGULAR,SILVER,1304.0,0.374,2025-12-28,174.53,COMPLETED
ORD-001350,CUST-GUEST,,,,,2025-01-20,235.59,COMPLETED
ORD-001351,CUST-42101,REGULAR,BRONZE,1221.0,0.482,2025-11-23,313.29,COMPLETED
ORD-001352,CUST-27930,CHURNED,BRONZE,249.0,0.953,2025-08-13,232.94,COMPLETED
ORD-001353,CUST-27387,REGULAR,GOLD,1437.0,0.601,2025-06-29,263.76,COMPLETED
ORD-001355,CUST-41711,OCCASIONAL,BRONZE,844.0,0.296,2025-07-14,270.6,COMPLETED
ORD-001356,CUST-17920,CHURNED,BRONZE,420.0,0.89,2025-11-24,316.36,COMPLETED
ORD-001357,CUST-48201,OCCASIONAL,BRONZE,296.0,0.434,2025-12-03,277.1,COMPLETED
ORD-001358,CUST-12433,REGULAR,SILVER,2119.0,0.535,2025-06-23,210.98,COMPLETED
ORD-001359,CUST-20720,REGULAR,GOLD,1589.0,0.284,2025-05-02,159.87,COMPLETED
ORD-001360,CUST-02104,REGULAR,BRONZE,978.0,0.568,2025-08-17,180.76,COMPLETED
ORD-001361,CUST-GUEST,,,,,2025-12-06,387.39,COMPLETED
ORD-001362,CUST-GUEST,,,,,2025-04-06,189.17,COMPLETED
ORD-001363,CUST-49196,CHURNED,SILVER,556.0,0.824,2025-08-27,311.38,COMPLETED
ORD-001364,CUST-02387,OCCASIONAL,BRONZE,1409.0,0.408,2025-08-30,353.13,COMPLETED
ORD-001365,CUST-16018,NEW,BRONZE,208.0,0.256,2025-10-09,271.04,COMPLETED
ORD-001367,CUST-36706,CHURNED,BRONZE,98.0,0.948,2025-10-03,242.23,COMPLETED
ORD-001368,CUST-44381,REGULAR,SILVER,1348.0,0.329,2025-12-05,376.78,COMPLETED
ORD-001369,CUST-32214,REGULAR,SILVER,2043.0,0.461,2025-03-24,207.62,COMPLETED
ORD-001370,CUST-16865,CHURNED,BRONZE,544.0,0.914,2025-04-17,202.47,COMPLETED
ORD-001372,CUST-01249,OCCASIONAL,SILVER,1967.0,0.386,2025-03-25,511.6,COMPLETED
ORD-001373,CUST-09566,REGULAR,SILVER,1239.0,0.279,2025-11-19,412.8,COMPLETED
ORD-001374,CUST-15675,REGULAR,SILVER,2237.0,0.286,2025-07-16,159.27,COMPLETED
ORD-001375,CUST-19910,REGULAR,BRONZE,2265.0,0.474,2025-04-20,270.78,COMPLETED
ORD-001376,CUST-36059,REGULAR,SILVER,752.0,0.605,2025-11-24,130.69,COMPLETED
ORD-001377,CUST-16185,OCCASIONAL,GOLD,1790.0,0.358,2025-07-01,464.02,COMPLETED
ORD-001378,CUST-48944,OCCASIONAL,BRONZE,1957.0,0.564,2025-07-24,218.73,COMPLETED
ORD-001379,CUST-07588,OCCASIONAL,SILVER,1475.0,0.35,2025-06-03,261.93,COMPLETED
ORD-001380,CUST-01129,REGULAR,SILVER,459.0,0.453,2025-08-17,430.68,COMPLETED
ORD-001381,CUST-17035,REGULAR,SILVER,1137.0,0.28,2025-03-18,300.6,COMPLETED
ORD-001382,CUST-19570,HIGH_VALUE,PLATINUM,13842.0,0.146,2025-06-14,448.58,COMPLETED
ORD-001383,CUST-42772,HIGH_VALUE,GOLD,7065.0,0.074,2025-12-22,364.5,COMPLETED
ORD-001384,CUST-33124,OCCASIONAL,SILVER,683.0,0.4,2025-04-25,284.32,COMPLETED
ORD-001385,CUST-24292,NEW,BRONZE,47.0,0.273,2025-09-08,227.93,COMPLETED
ORD-001386,CUST-35845,CHURNED,BRONZE,524.0,0.886,2025-05-22,141.87,COMPLETED
ORD-001387,CUST-41691,CHURNED,BRONZE,565.0,0.927,2025-10-25,271.23,COMPLETED
ORD-001388,CUST-42202,REGULAR,BRONZE,164.0,0.227,2025-03-05,299.84,COMPLETED
ORD-001389,CUST-11178,REGULAR,BRONZE,2101.0,0.595,2025-12-22,289.16,COMPLETED
ORD-001390,CUST-26701,OCCASIONAL,GOLD,1199.0,0.362,2025-07-04,161.22,COMPLETED
ORD-001391,CUST-27052,NEW,BRONZE,158.0,0.196,2025-04-16,239.48,COMPLETED
ORD-001392,CUST-32366,OCCASIONAL,BRONZE,2376.0,0.206,2025-02-06,395.41,COMPLETED
ORD-001393,CUST-26496,REGULAR,GOLD,1679.0,0.444,2025-03-21,189.96,COMPLETED
ORD-001394,CUST-09320,OCCASIONAL,BRONZE,281.0,0.56,2025-07-25,228.77,COMPLETED
ORD-001395,CUST-27501,OCCASIONAL,SILVER,397.0,0.543,2025-05-26,397.25,PENDING
ORD-001396,CUST-40524,OCCASIONAL,BRONZE,1859.0,0.549,2025-11-12,181.13,COMPLETED
ORD-001397,CUST-13032,REGULAR,SILVER,939.0,0.384,2025-06-27,277.09,COMPLETED
ORD-001398,CUST-48116,OCCASIONAL,SILVER,789.0,0.523,2025-04-21,260.01,COMPLETED
ORD-001399,CUST-37577,NEW,BRONZE,168.0,0.147,2025-08-25,146.11,COMPLETED
ORD-001400,CUST-05213,REGULAR,BRONZE,227.0,0.398,2025-09-28,415.85,COMPLETED
ORD-001401,CUST-40862,OCCASIONAL,SILVER,949.0,0.646,2025-03-20,591.68,COMPLETED
ORD-001402,CUST-34153,HIGH_VALUE,GOLD,13549.0,0.116,2025-03-20,218.08,COMPLETED
ORD-001403,CUST-42811,OCCASIONAL,BRONZE,596.0,0.534,2025-01-18,326.39,COMPLETED
ORD-001404,CUST-00980,REGULAR,GOLD,1403.0,0.598,2025-10-10,356.39,COMPLETED
ORD-001405,CUST-33540,OCCASIONAL,BRONZE,654.0,0.254,2025-09-12,173.54,COMPLETED
ORD-001406,CUST-33189,REGULAR,BRONZE,1141.0,0.598,2025-07-11,40.05,COMPLETED
ORD-001407,CUST-46815,OCCASIONAL,BRONZE,856.0,0.337,2025-11-16,285.21,COMPLETED
ORD-001408,CUST-41836,REGULAR,BRONZE,1093.0,0.36,2025-11-05,215.19,COMPLETED
ORD-001409,CUST-38373,OCCASIONAL,SILVER,1415.0,0.373,2025-08-15,333.92,COMPLETED
