inventory_id,location_id,item_id,snapshot_date,starting_stock,quantity_received,quantity_sold,quantity_wasted,ending_stock,reorder_point,stock_status
INV-0005965,LOC-019,ITEM-035,2025-03-19,65,47,76,0,36,29,OPTIMAL
INV-0005966,LOC-019,ITEM-149,2025-03-19,28,20,30,2,16,31,REORDER_TRIGGERED
INV-0005967,LOC-019,ITEM-025,2025-03-19,36,11,16,1,30,40,REORDER_TRIGGERED
INV-0005968,LOC-019,ITEM-132,2025-03-19,73,30,86,0,17,20,REORDER_TRIGGERED
INV-0005969,LOC-019,ITEM-139,2025-03-19,94,29,102,0,21,33,REORDER_TRIGGERED
INV-0005970,LOC-019,ITEM-131,2025-03-19,29,68,35,0,62,40,OPTIMAL
INV-0005971,LOC-019,ITEM-109,2025-03-19,148,28,96,1,79,25,OPTIMAL
INV-0005972,LOC-019,ITEM-065,2025-03-19,98,61,32,2,125,25,OPTIMAL
INV-0005973,LOC-019,ITEM-014,2025-03-19,109,26,58,2,75,35,OPTIMAL
INV-0005974,LOC-019,ITEM-009,2025-03-19,107,58,74,1,90,18,OPTIMAL
INV-0005975,LOC-019,ITEM-046,2025-03-19,142,51,110,1,82,36,OPTIMAL
INV-0005976,LOC-020,ITEM-124,2025-03-19,41,63,66,2,36,27,OPTIMAL
INV-0005977,LOC-020,ITEM-049,2025-03-19,109,25,89,2,43,33,OPTIMAL
INV-0005978,LOC-020,ITEM-057,2025-03-19,34,40,15,1,58,28,OPTIMAL
INV-0005979,LOC-020,ITEM-002,2025-03-19,112,68,125,0,55,37,OPTIMAL
INV-0005980,LOC-020,ITEM-027,2025-03-19,20,68,41,7,40,28,OPTIMAL
INV-0005981,LOC-020,ITEM-070,2025-03-19,24,49,61,0,12,31,REORDER_TRIGGERED
INV-0005982,LOC-020,ITEM-126,2025-03-19,53,36,47,1,41,36,OPTIMAL
INV-0005983,LOC-020,ITEM-136,2025-03-19,40,55,25,2,68,18,OPTIMAL
INV-0005984,LOC-020,ITEM-034,2025-03-19,94,42,91,6,39,23,OPTIMAL
INV-0005985,LOC-020,ITEM-017,2025-03-19,33,55,69,1,18,18,OPTIMAL
INV-0005986,LOC-020,ITEM-018,2025-03-19,44,78,49,0,73,37,OPTIMAL
INV-0005987,LOC-020,ITEM-106,2025-03-19,146,54,45,2,153,34,OPTIMAL
INV-0005988,LOC-020,ITEM-020,2025-03-19,108,41,94,0,55,21,OPTIMAL
INV-0005989,LOC-020,ITEM-008,2025-03-19,93,23,110,1,5,19,REORDER_TRIGGERED
INV-0005990,LOC-020,ITEM-080,2025-03-19,124,32,33,1,122,19,OPTIMAL
INV-0005991,LOC-020,ITEM-062,2025-03-19,127,68,69,0,126,34,OPTIMAL
INV-0005992,LOC-020,ITEM-071,2025-03-19,59,47,75,7,24,20,OPTIMAL
INV-0005993,LOC-020,ITEM-003,2025-03-19,43,40,25,2,56,16,OPTIMAL
INV-0005994,LOC-020,ITEM-140,2025-03-19,94,12,73,0,33,22,OPTIMAL
INV-0005995,LOC-020,ITEM-022,2025-03-19,121,15,67,0,69,23,OPTIMAL
INV-0005996,LOC-020,ITEM-058,2025-03-19,70,28,30,2,66,17,OPTIMAL
INV-0005997,LOC-020,ITEM-028,2025-03-19,30,13,37,2,4,34,REORDER_TRIGGERED
INV-0005998,LOC-020,ITEM-131,2025-03-19,139,25,103,2,59,31,OPTIMAL
INV-0005999,LOC-020,ITEM-134,2025-03-19,68,25,89,2,2,22,REORDER_TRIGGERED
INV-0006000,LOC-020,ITEM-088,2025-03-19,96,14,76,0,34,33,OPTIMAL
INV-0006001,LOC-001,ITEM-080,2025-03-26,144,13,25,0,132,15,OPTIMAL
INV-0006002,LOC-001,ITEM-096,2025-03-26,111,57,43,1,124,19,OPTIMAL
INV-0006003,LOC-001,ITEM-028,2025-03-26,76,59,79,1,55,28,OPTIMAL
INV-0006004,LOC-001,ITEM-116,2025-03-26,77,35,63,2,47,17,OPTIMAL
INV-0006005,LOC-001,ITEM-011,2025-03-26,67,41,88,3,17,17,OPTIMAL
INV-0006006,LOC-001,ITEM-069,2025-03-26,49,58,103,6,0,38,CRITICAL_OUT_OF_STOCK
INV-0006007,LOC-001,ITEM-058,2025-03-26,73,80,69,1,83,31,OPTIMAL
INV-0006008,LOC-001,ITEM-059,2025-03-26,47,55,94,1,7,25,REORDER_TRIGGERED
INV-0006009,LOC-001,ITEM-016,2025-03-26,127,30,23,0,134,17,OPTIMAL
INV-0006010,LOC-001,ITEM-003,2025-03-26,34,80,30,0,84,33,OPTIMAL
INV-0006011,LOC-001,ITEM-095,2025-03-26,28,46,67,2,5,32,REORDER_TRIGGERED
INV-0006012,LOC-001,ITEM-005,2025-03-26,57,36,68,1,24,33,REORDER_TRIGGERED
INV-0006013,LOC-001,ITEM-121,2025-03-26,115,29,24,2,118,20,OPTIMAL
INV-0006014,LOC-001,ITEM-138,2025-03-26,55,77,111,0,21,40,REORDER_TRIGGERED
INV-0006015,LOC-001,ITEM-019,2025-03-26,44,72,53,0,63,38,OPTIMAL
INV-0006016,LOC-001,ITEM-112,2025-03-26,142,40,79,0,103,36,OPTIMAL
INV-0006017,LOC-001,ITEM-132,2025-03-26,137,21,52,2,104,18,OPTIMAL
INV-0006018,LOC-001,ITEM-113,2025-03-26,84,56,78,2,60,29,OPTIMAL
INV-0006019,LOC-001,ITEM-136,2025-03-26,122,43,70,0,95,37,OPTIMAL
INV-0006020,LOC-001,ITEM-012,2025-03-26,116,59,87,0,88,34,OPTIMAL
INV-0006021,LOC-001,ITEM-091,2025-03-26,49,75,97,2,25,40,REORDER_TRIGGERED
INV-0006022,LOC-001,ITEM-066,2025-03-26,95,38,19,3,111,16,OPTIMAL
INV-0006023,LOC-001,ITEM-078,2025-03-26,64,13,55,8,14,23,REORDER_TRIGGERED
INV-0006024,LOC-001,ITEM-145,2025-03-26,67,17,29,1,54,16,OPTIMAL
INV-0006025,LOC-001,ITEM-105,2025-03-26,125,69,103,1,90,26,OPTIMAL
INV-0006026,LOC-002,ITEM-141,2025-03-26,97,25,97,2,23,38,REORDER_TRIGGERED
INV-0006027,LOC-002,ITEM-039,2025-03-26,103,30,100,3,30,17,OPTIMAL
INV-0006028,LOC-002,ITEM-143,2025-03-26,57,19,74,1,1,27,REORDER_TRIGGERED
INV-0006029,LOC-002,ITEM-059,2025-03-26,127,15,45,0,97,38,OPTIMAL
INV-0006030,LOC-002,ITEM-073,2025-03-26,109,36,82,1,62,40,OPTIMAL
INV-0006031,LOC-002,ITEM-122,2025-03-26,124,67,44,0,147,15,OPTIMAL
INV-0006032,LOC-002,ITEM-111,2025-03-26,148,36,73,0,111,30,OPTIMAL
INV-0006033,LOC-002,ITEM-028,2025-03-26,150,38,138,1,49,34,OPTIMAL
INV-0006034,LOC-002,ITEM-108,2025-03-26,72,53,54,0,71,39,OPTIMAL
INV-0006035,LOC-002,ITEM-100,2025-03-26,93,36,26,1,102,22,OPTIMAL
INV-0006036,LOC-002,ITEM-014,2025-03-26,75,11,71,2,13,28,REORDER_TRIGGERED
INV-0006037,LOC-002,ITEM-085,2025-03-26,97,29,69,2,55,19,OPTIMAL
INV-0006038,LOC-002,ITEM-079,2025-03-26,101,32,31,2,100,19,OPTIMAL
INV-0006039,LOC-002,ITEM-095,2025-03-26,128,37,121,1,43,21,OPTIMAL
INV-0006040,LOC-002,ITEM-080,2025-03-26,24,22,26,1,19,25,REORDER_TRIGGERED
INV-0006041,LOC-002,ITEM-127,2025-03-26,63,54,83,1,33,25,OPTIMAL
INV-0006042,LOC-002,ITEM-068,2025-03-26,76,76,35,2,115,36,OPTIMAL
INV-0006043,LOC-002,ITEM-069,2025-03-26,136,44,48,3,129,18,OPTIMAL
INV-0006044,LOC-002,ITEM-126,2025-03-26,21,30,45,0,6,27,REORDER_TRIGGERED
INV-0006045,LOC-002,ITEM-082,2025-03-26,29,78,78,0,29,22,OPTIMAL
INV-0006046,LOC-002,ITEM-044,2025-03-26,30,45,74,1,0,21,CRITICAL_OUT_OF_STOCK
INV-0006047,LOC-002,ITEM-056,2025-03-26,87,49,53,1,82,20,OPTIMAL
INV-0006048,LOC-002,ITEM-099,2025-03-26,99,36,108,1,26,40,REORDER_TRIGGERED
INV-0006049,LOC-002,ITEM-129,2025-03-26,135,53,116,1,71,20,OPTIMAL
INV-0006050,LOC-002,ITEM-101,2025-03-26,63,51,93,1,20,21,REORDER_TRIGGERED
INV-0006051,LOC-003,ITEM-054,2025-03-26,67,71,37,1,100,29,OPTIMAL
INV-0006052,LOC-003,ITEM-047,2025-03-26,90,19,75,2,32,31,OPTIMAL
INV-0006053,LOC-003,ITEM-097,2025-03-26,138,76,105,0,109,24,OPTIMAL
INV-0006054,LOC-003,ITEM-027,2025-03-26,63,14,49,4,24,18,OPTIMAL
INV-0006055,LOC-003,ITEM-033,2025-03-26,85,37,79,1,42,21,OPTIMAL
INV-0006056,LOC-003,ITEM-133,2025-03-26,72,54,22,2,102,23,OPTIMAL
INV-0006057,LOC-003,ITEM-096,2025-03-26,131,49,105,2,73,21,OPTIMAL
INV-0006058,LOC-003,ITEM-063,2025-03-26,134,55,130,1,58,22,OPTIMAL
INV-0006059,LOC-003,ITEM-024,2025-03-26,91,48,50,0,89,16,OPTIMAL
INV-0006060,LOC-003,ITEM-117,2025-03-26,123,69,82,1,109,23,OPTIMAL
INV-0006061,LOC-003,ITEM-120,2025-03-26,108,53,134,0,27,17,OPTIMAL
INV-0006062,LOC-003,ITEM-145,2025-03-26,102,17,108,2,9,37,REORDER_TRIGGERED
INV-0006063,LOC-003,ITEM-099,2025-03-26,149,56,100,2,103,28,OPTIMAL
INV-0006064,LOC-003,ITEM-086,2025-03-26,93,18,109,2,0,17,CRITICAL_OUT_OF_STOCK
INV-0006065,LOC-003,ITEM-148,2025-03-26,130,41,38,6,127,31,OPTIMAL
INV-0006066,LOC-003,ITEM-098,2025-03-26,148,43,59,2,130,36,OPTIMAL
INV-0006067,LOC-003,ITEM-087,2025-03-26,91,13,50,1,53,33,OPTIMAL
INV-0006068,LOC-003,ITEM-131,2025-03-26,126,53,63,1,115,19,OPTIMAL
INV-0006069,LOC-003,ITEM-034,2025-03-26,63,38,95,0,6,34,REORDER_TRIGGERED
INV-0006070,LOC-003,ITEM-005,2025-03-26,22,60,36,3,43,29,OPTIMAL
INV-0006071,LOC-003,ITEM-112,2025-03-26,68,77,138,2,5,15,REORDER_TRIGGERED
INV-0006072,LOC-003,ITEM-053,2025-03-26,39,57,54,1,41,29,OPTIMAL
INV-0006073,LOC-003,ITEM-058,2025-03-26,106,56,57,2,103,20,OPTIMAL
INV-0006074,LOC-003,ITEM-123,2025-03-26,106,52,55,0,103,17,OPTIMAL
INV-0006075,LOC-003,ITEM-036,2025-03-26,62,73,106,1,28,19,OPTIMAL
INV-0006076,LOC-004,ITEM-092,2025-03-26,68,68,94,0,42,17,OPTIMAL
INV-0006077,LOC-004,ITEM-135,2025-03-26,79,77,76,0,80,15,OPTIMAL
INV-0006078,LOC-004,ITEM-095,2025-03-26,116,40,22,1,133,17,OPTIMAL
INV-0006079,LOC-004,ITEM-026,2025-03-26,120,33,27,2,124,19,OPTIMAL
INV-0006080,LOC-004,ITEM-010,2025-03-26,61,64,81,2,42,20,OPTIMAL
INV-0006081,LOC-004,ITEM-140,2025-03-26,35,21,52,0,4,39,REORDER_TRIGGERED
INV-0006082,LOC-004,ITEM-060,2025-03-26,109,38,116,1,30,31,REORDER_TRIGGERED
INV-0006083,LOC-004,ITEM-021,2025-03-26,72,36,106,4,0,23,CRITICAL_OUT_OF_STOCK
INV-0006084,LOC-004,ITEM-094,2025-03-26,54,41,84,2,9,32,REORDER_TRIGGERED
INV-0006085,LOC-004,ITEM-025,2025-03-26,44,74,52,1,65,22,OPTIMAL
INV-0006086,LOC-004,ITEM-037,2025-03-26,49,30,70,0,9,19,REORDER_TRIGGERED
INV-0006087,LOC-004,ITEM-006,2025-03-26,47,40,69,6,12,36,REORDER_TRIGGERED
INV-0006088,LOC-004,ITEM-012,2025-03-26,34,80,38,2,74,30,OPTIMAL
INV-0006089,LOC-004,ITEM-004,2025-03-26,141,13,125,0,29,27,OPTIMAL
INV-0006090,LOC-004,ITEM-133,2025-03-26,64,10,50,1,23,27,REORDER_TRIGGERED
INV-0006091,LOC-004,ITEM-107,2025-03-26,45,23,47,0,21,16,OPTIMAL
INV-0006092,LOC-004,ITEM-011,2025-03-26,150,56,34,5,167,28,OPTIMAL
INV-0006093,LOC-004,ITEM-017,2025-03-26,128,69,38,2,157,23,OPTIMAL
INV-0006094,LOC-004,ITEM-085,2025-03-26,40,74,65,2,47,26,OPTIMAL
INV-0006095,LOC-004,ITEM-057,2025-03-26,28,29,24,1,32,19,OPTIMAL
INV-0006096,LOC-004,ITEM-056,2025-03-26,30,16,30,1,15,24,REORDER_TRIGGERED
INV-0006097,LOC-004,ITEM-138,2025-03-26,70,30,78,0,22,18,OPTIMAL
INV-0006098,LOC-004,ITEM-118,2025-03-26,67,51,107,0,11,29,REORDER_TRIGGERED
INV-0006099,LOC-004,ITEM-105,2025-03-26,88,13,62,0,39,25,OPTIMAL
INV-0006100,LOC-004,ITEM-074,2025-03-26,21,18,34,7,0,32,CRITICAL_OUT_OF_STOCK
INV-0006101,LOC-005,ITEM-050,2025-03-26,109,47,80,2,74,28,OPTIMAL
INV-0006102,LOC-005,ITEM-120,2025-03-26,71,61,72,0,60,28,OPTIMAL
INV-0006103,LOC-005,ITEM-122,2025-03-26,94,75,54,0,115,36,OPTIMAL
INV-0006104,LOC-005,ITEM-039,2025-03-26,139,14,22,7,124,37,OPTIMAL
INV-0006105,LOC-005,ITEM-017,2025-03-26,134,62,17,0,179,37,OPTIMAL
INV-0006106,LOC-005,ITEM-030,2025-03-26,131,59,95,1,94,19,OPTIMAL
INV-0006107,LOC-005,ITEM-034,2025-03-26,103,33,72,0,64,29,OPTIMAL
INV-0006108,LOC-005,ITEM-020,2025-03-26,22,52,33,1,40,37,OPTIMAL
INV-0006109,LOC-005,ITEM-035,2025-03-26,149,14,74,2,87,27,OPTIMAL
INV-0006110,LOC-005,ITEM-026,2025-03-26,131,38,94,0,75,37,OPTIMAL
INV-0006111,LOC-005,ITEM-083,2025-03-26,25,48,27,1,45,16,OPTIMAL
INV-0006112,LOC-005,ITEM-130,2025-03-26,31,74,56,0,49,24,OPTIMAL
INV-0006113,LOC-005,ITEM-106,2025-03-26,32,45,22,2,53,28,OPTIMAL
INV-0006114,LOC-005,ITEM-055,2025-03-26,29,66,43,1,51,35,OPTIMAL
INV-0006115,LOC-005,ITEM-074,2025-03-26,53,16,57,0,12,26,REORDER_TRIGGERED
INV-0006116,LOC-005,ITEM-028,2025-03-26,90,73,56,2,105,28,OPTIMAL
INV-0006117,LOC-005,ITEM-143,2025-03-26,37,18,35,1,19,30,REORDER_TRIGGERED
INV-0006118,LOC-005,ITEM-033,2025-03-26,58,77,37,1,97,17,OPTIMAL
INV-0006119,LOC-005,ITEM-087,2025-03-26,56,55,40,2,69,35,OPTIMAL
INV-0006120,LOC-005,ITEM-071,2025-03-26,132,54,69,0,117,40,OPTIMAL
INV-0006121,LOC-005,ITEM-110,2025-03-26,68,39,84,1,22,36,REORDER_TRIGGERED
INV-0006122,LOC-005,ITEM-036,2025-03-26,122,71,103,1,89,17,OPTIMAL
INV-0006123,LOC-005,ITEM-126,2025-03-26,43,40,31,2,50,25,OPTIMAL
INV-0006124,LOC-005,ITEM-010,2025-03-26,54,23,49,0,28,30,REORDER_TRIGGERED
INV-0006125,LOC-005,ITEM-105,2025-03-26,68,57,45,0,80,16,OPTIMAL
INV-0006126,LOC-006,ITEM-016,2025-03-26,116,23,17,2,120,28,OPTIMAL
INV-0006127,LOC-006,ITEM-012,2025-03-26,135,19,89,2,63,26,OPTIMAL
INV-0006128,LOC-006,ITEM-057,2025-03-26,73,56,114,0,15,33,REORDER_TRIGGERED
INV-0006129,LOC-006,ITEM-126,2025-03-26,69,51,16,2,102,16,OPTIMAL
INV-0006130,LOC-006,ITEM-083,2025-03-26,67,38,20,1,84,38,OPTIMAL
INV-0006131,LOC-006,ITEM-046,2025-03-26,71,23,47,1,46,29,OPTIMAL
INV-0006132,LOC-006,ITEM-142,2025-03-26,78,72,32,2,116,27,OPTIMAL
INV-0006133,LOC-006,ITEM-006,2025-03-26,89,77,139,0,27,29,REORDER_TRIGGERED
INV-0006134,LOC-006,ITEM-110,2025-03-26,51,74,41,2,82,37,OPTIMAL
INV-0006135,LOC-006,ITEM-054,2025-03-26,92,64,99,1,56,38,OPTIMAL
INV-0006136,LOC-006,ITEM-105,2025-03-26,104,57,22,0,139,37,OPTIMAL
INV-0006137,LOC-006,ITEM-052,2025-03-26,115,36,52,0,99,36,OPTIMAL
INV-0006138,LOC-006,ITEM-086,2025-03-26,53,43,61,1,34,37,REORDER_TRIGGERED
INV-0006139,LOC-006,ITEM-047,2025-03-26,100,25,94,2,29,28,OPTIMAL
INV-0006140,LOC-006,ITEM-131,2025-03-26,25,70,88,1,6,16,REORDER_TRIGGERED
INV-0006141,LOC-006,ITEM-014,2025-03-26,75,15,83,1,6,30,REORDER_TRIGGERED
INV-0006142,LOC-006,ITEM-021,2025-03-26,129,55,113,4,67,26,OPTIMAL
INV-0006143,LOC-006,ITEM-146,2025-03-26,112,21,84,6,43,39,OPTIMAL
INV-0006144,LOC-006,ITEM-120,2025-03-26,58,33,88,2,1,19,REORDER_TRIGGERED
INV-0006145,LOC-006,ITEM-111,2025-03-26,96,66,62,1,99,38,OPTIMAL
INV-0006146,LOC-006,ITEM-072,2025-03-26,92,30,42,2,78,33,OPTIMAL
INV-0006147,LOC-006,ITEM-135,2025-03-26,104,38,72,2,68,20,OPTIMAL
INV-0006148,LOC-006,ITEM-132,2025-03-26,66,55,33,1,87,24,OPTIMAL
INV-0006149,LOC-006,ITEM-022,2025-03-26,33,45,42,2,34,17,OPTIMAL
INV-0006150,LOC-006,ITEM-063,2025-03-26,112,20,106,0,26,15,OPTIMAL
INV-0006151,LOC-007,ITEM-084,2025-03-26,100,29,121,2,6,29,REORDER_TRIGGERED
INV-0006152,LOC-007,ITEM-105,2025-03-26,81,37,31,1,86,24,OPTIMAL
INV-0006153,LOC-007,ITEM-132,2025-03-26,73,65,69,1,68,35,OPTIMAL
INV-0006154,LOC-007,ITEM-065,2025-03-26,147,38,110,7,68,31,OPTIMAL
INV-0006155,LOC-007,ITEM-110,2025-03-26,70,69,102,0,37,25,OPTIMAL
INV-0006156,LOC-007,ITEM-005,2025-03-26,136,36,71,8,93,20,OPTIMAL
INV-0006157,LOC-007,ITEM-041,2025-03-26,67,64,58,1,72,35,OPTIMAL
INV-0006158,LOC-007,ITEM-033,2025-03-26,27,43,43,1,26,33,REORDER_TRIGGERED
INV-0006159,LOC-007,ITEM-006,2025-03-26,54,69,113,3,7,35,REORDER_TRIGGERED
INV-0006160,LOC-007,ITEM-007,2025-03-26,105,71,131,2,43,37,OPTIMAL
INV-0006161,LOC-007,ITEM-070,2025-03-26,55,51,86,1,19,27,REORDER_TRIGGERED
INV-0006162,LOC-007,ITEM-039,2025-03-26,31,77,93,1,14,15,REORDER_TRIGGERED
INV-0006163,LOC-007,ITEM-119,2025-03-26,94,37,18,2,111,26,OPTIMAL
INV-0006164,LOC-007,ITEM-100,2025-03-26,122,52,70,1,103,33,OPTIMAL
INV-0006165,LOC-007,ITEM-083,2025-03-26,121,70,124,1,66,32,OPTIMAL
INV-0006166,LOC-007,ITEM-090,2025-03-26,20,42,61,1,0,28,CRITICAL_OUT_OF_STOCK
INV-0006167,LOC-007,ITEM-043,2025-03-26,64,34,95,7,0,27,CRITICAL_OUT_OF_STOCK
INV-0006168,LOC-007,ITEM-069,2025-03-26,141,64,32,5,168,30,OPTIMAL
INV-0006169,LOC-007,ITEM-037,2025-03-26,110,30,100,0,40,25,OPTIMAL
INV-0006170,LOC-007,ITEM-082,2025-03-26,93,12,19,1,85,21,OPTIMAL
INV-0006171,LOC-007,ITEM-016,2025-03-26,85,68,110,1,42,40,OPTIMAL
INV-0006172,LOC-007,ITEM-085,2025-03-26,39,60,32,0,67,30,OPTIMAL
INV-0006173,LOC-007,ITEM-107,2025-03-26,42,75,18,0,99,30,OPTIMAL
INV-0006174,LOC-007,ITEM-076,2025-03-26,92,46,44,0,94,35,OPTIMAL
INV-0006175,LOC-007,ITEM-092,2025-03-26,89,45,54,2,78,36,OPTIMAL
INV-0006176,LOC-008,ITEM-098,2025-03-26,118,15,46,4,83,30,OPTIMAL
INV-0006177,LOC-008,ITEM-025,2025-03-26,134,62,39,0,157,32,OPTIMAL
INV-0006178,LOC-008,ITEM-141,2025-03-26,123,64,111,1,75,26,OPTIMAL
INV-0006179,LOC-008,ITEM-069,2025-03-26,46,44,90,4,0,39,CRITICAL_OUT_OF_STOCK
INV-0006180,LOC-008,ITEM-108,2025-03-26,44,78,101,2,19,19,OPTIMAL
INV-0006181,LOC-008,ITEM-099,2025-03-26,27,55,56,0,26,28,REORDER_TRIGGERED
INV-0006182,LOC-008,ITEM-081,2025-03-26,51,73,31,2,91,38,OPTIMAL
INV-0006183,LOC-008,ITEM-150,2025-03-26,61,56,89,1,27,16,OPTIMAL
INV-0006184,LOC-008,ITEM-091,2025-03-26,122,13,134,1,0,29,CRITICAL_OUT_OF_STOCK
INV-0006185,LOC-008,ITEM-074,2025-03-26,44,54,92,6,0,36,CRITICAL_OUT_OF_STOCK
INV-0006186,LOC-008,ITEM-012,2025-03-26,69,24,34,0,59,38,OPTIMAL
INV-0006187,LOC-008,ITEM-090,2025-03-26,61,51,22,0,90,35,OPTIMAL
INV-0006188,LOC-008,ITEM-130,2025-03-26,27,72,28,0,71,22,OPTIMAL
INV-0006189,LOC-008,ITEM-020,2025-03-26,89,18,40,1,66,21,OPTIMAL
INV-0006190,LOC-008,ITEM-022,2025-03-26,123,46,68,0,101,34,OPTIMAL
INV-0006191,LOC-008,ITEM-148,2025-03-26,23,49,34,4,34,20,OPTIMAL
INV-0006192,LOC-008,ITEM-015,2025-03-26,52,21,48,2,23,21,OPTIMAL
INV-0006193,LOC-008,ITEM-002,2025-03-26,65,33,63,1,34,18,OPTIMAL
INV-0006194,LOC-008,ITEM-005,2025-03-26,93,80,35,2,136,33,OPTIMAL
INV-0006195,LOC-008,ITEM-144,2025-03-26,85,74,114,4,41,30,OPTIMAL
INV-0006196,LOC-008,ITEM-019,2025-03-26,57,32,62,2,25,15,OPTIMAL
INV-0006197,LOC-008,ITEM-125,2025-03-26,146,57,57,0,146,28,OPTIMAL
INV-0006198,LOC-008,ITEM-119,2025-03-26,144,49,121,8,64,20,OPTIMAL
INV-0006199,LOC-008,ITEM-023,2025-03-26,20,58,44,1,33,27,OPTIMAL
INV-0006200,LOC-008,ITEM-116,2025-03-26,61,74,54,1,80,32,OPTIMAL
INV-0006201,LOC-009,ITEM-037,2025-03-26,26,78,60,0,44,27,OPTIMAL
INV-0006202,LOC-009,ITEM-053,2025-03-26,72,73,77,2,66,30,OPTIMAL
INV-0006203,LOC-009,ITEM-068,2025-03-26,86,12,91,0,7,24,REORDER_TRIGGERED
INV-0006204,LOC-009,ITEM-041,2025-03-26,33,28,40,1,20,20,OPTIMAL
INV-0006205,LOC-009,ITEM-149,2025-03-26,109,44,100,0,53,40,OPTIMAL
INV-0006206,LOC-009,ITEM-140,2025-03-26,81,28,45,0,64,33,OPTIMAL
INV-0006207,LOC-009,ITEM-076,2025-03-26,117,31,121,0,27,39,REORDER_TRIGGERED
INV-0006208,LOC-009,ITEM-022,2025-03-26,131,26,111,1,45,25,OPTIMAL
INV-0006209,LOC-009,ITEM-014,2025-03-26,91,33,97,1,26,26,OPTIMAL
INV-0006210,LOC-009,ITEM-017,2025-03-26,50,65,68,2,45,36,OPTIMAL
INV-0006211,LOC-009,ITEM-007,2025-03-26,44,38,17,2,63,19,OPTIMAL
INV-0006212,LOC-009,ITEM-100,2025-03-26,44,29,42,2,29,32,REORDER_TRIGGERED
INV-0006213,LOC-009,ITEM-009,2025-03-26,63,34,95,0,2,27,REORDER_TRIGGERED
INV-0006214,LOC-009,ITEM-064,2025-03-26,134,32,38,6,122,31,OPTIMAL
INV-0006215,LOC-009,ITEM-040,2025-03-26,65,75,117,1,22,21,OPTIMAL
INV-0006216,LOC-009,ITEM-082,2025-03-26,56,38,48,4,42,22,OPTIMAL
INV-0006217,LOC-009,ITEM-146,2025-03-26,126,37,25,6,132,39,OPTIMAL
INV-0006218,LOC-009,ITEM-124,2025-03-26,22,49,16,0,55,22,OPTIMAL
INV-0006219,LOC-009,ITEM-135,2025-03-26,137,69,105,0,101,27,OPTIMAL
INV-0006220,LOC-009,ITEM-028,2025-03-26,63,64,39,0,88,32,OPTIMAL
INV-0006221,LOC-009,ITEM-045,2025-03-26,76,34,52,3,55,35,OPTIMAL
INV-0006222,LOC-009,ITEM-025,2025-03-26,98,15,66,0,47,21,OPTIMAL
INV-0006223,LOC-009,ITEM-059,2025-03-26,75,63,102,0,36,36,OPTIMAL
INV-0006224,LOC-009,ITEM-097,2025-03-26,39,32,50,2,19,32,REORDER_TRIGGERED
INV-0006225,LOC-009,ITEM-091,2025-03-26,30,64,40,0,54,24,OPTIMAL
INV-0006226,LOC-010,ITEM-110,2025-03-26,119,60,55,1,123,23,OPTIMAL
INV-0006227,LOC-010,ITEM-121,2025-03-26,43,54,48,2,47,26,OPTIMAL
INV-0006228,LOC-010,ITEM-044,2025-03-26,88,78,55,1,110,19,OPTIMAL
INV-0006229,LOC-010,ITEM-014,2025-03-26,38,58,16,0,80,29,OPTIMAL
INV-0006230,LOC-010,ITEM-040,2025-03-26,111,77,96,2,90,28,OPTIMAL
INV-0006231,LOC-010,ITEM-141,2025-03-26,102,63,57,0,108,30,OPTIMAL
INV-0006232,LOC-010,ITEM-042,2025-03-26,137,75,33,2,177,18,OPTIMAL
INV-0006233,LOC-010,ITEM-036,2025-03-26,82,55,92,1,44,16,OPTIMAL
INV-0006234,LOC-010,ITEM-017,2025-03-26,41,72,69,1,43,19,OPTIMAL
INV-0006235,LOC-010,ITEM-113,2025-03-26,120,55,121,1,53,16,OPTIMAL
INV-0006236,LOC-010,ITEM-072,2025-03-26,39,27,23,7,36,18,OPTIMAL
INV-0006237,LOC-010,ITEM-090,2025-03-26,41,33,46,1,27,40,REORDER_TRIGGERED
INV-0006238,LOC-010,ITEM-029,2025-03-26,31,59,79,1,10,19,REORDER_TRIGGERED
INV-0006239,LOC-010,ITEM-008,2025-03-26,72,18,27,2,61,37,OPTIMAL
INV-0006240,LOC-010,ITEM-073,2025-03-26,148,21,109,0,60,16,OPTIMAL
INV-0006241,LOC-010,ITEM-012,2025-03-26,70,37,78,0,29,36,REORDER_TRIGGERED
INV-0006242,LOC-010,ITEM-001,2025-03-26,59,57,46,1,69,19,OPTIMAL
INV-0006243,LOC-010,ITEM-091,2025-03-26,24,31,38,2,15,33,REORDER_TRIGGERED
INV-0006244,LOC-010,ITEM-045,2025-03-26,41,22,55,3,5,28,REORDER_TRIGGERED
INV-0006245,LOC-010,ITEM-013,2025-03-26,131,77,98,2,108,40,OPTIMAL
INV-0006246,LOC-010,ITEM-087,2025-03-26,32,70,83,2,17,40,REORDER_TRIGGERED
INV-0006247,LOC-010,ITEM-050,2025-03-26,27,72,20,0,79,16,OPTIMAL
INV-0006248,LOC-010,ITEM-085,2025-03-26,25,30,36,2,17,40,REORDER_TRIGGERED
INV-0006249,LOC-010,ITEM-052,2025-03-26,119,79,71,0,127,23,OPTIMAL
INV-0006250,LOC-010,ITEM-149,2025-03-26,24,16,23,2,15,15,OPTIMAL
INV-0006251,LOC-011,ITEM-013,2025-03-26,42,64,28,2,76,26,OPTIMAL
