domain,pattern,anomaly_type,entity_id,date,description,score_or_metric
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-01-11,Customer nan submitted duplicate rating 1 for item ITEM-004 on 2025-01-11,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-07-27,Customer CUST-00858 submitted duplicate rating 1 for item ITEM-045 on 2025-07-27,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-12-11,Customer CUST-24160 submitted duplicate rating 4 for item ITEM-062 on 2025-12-11,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-11-12,Customer CUST-22442 submitted duplicate rating 5 for item ITEM-032 on 2025-11-12,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-12-02,Customer CUST-01522 submitted duplicate rating 5 for item ITEM-043 on 2025-12-02,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-08-24,Customer CUST-28203 submitted duplicate rating 5 for item ITEM-089 on 2025-08-24,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-04-18,Customer CUST-17202 submitted duplicate rating 1 for item ITEM-136 on 2025-04-18,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-01-20,Customer CUST-47061 submitted duplicate rating 1 for item ITEM-124 on 2025-01-20,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-02-09,Customer CUST-28368 submitted duplicate rating 4 for item ITEM-128 on 2025-02-09,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-06-23,Customer nan submitted duplicate rating 4 for item ITEM-060 on 2025-06-23,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-10-13,Customer CUST-37682 submitted duplicate rating 4 for item ITEM-058 on 2025-10-13,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-06-09,Customer CUST-20819 submitted duplicate rating 4 for item ITEM-084 on 2025-06-09,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-01-02,Customer CUST-16811 submitted duplicate rating 4 for item ITEM-012 on 2025-01-02,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-07-22,Customer CUST-41933 submitted duplicate rating 4 for item ITEM-108 on 2025-07-22,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-05-18,Customer CUST-43382 submitted duplicate rating 1 for item ITEM-026 on 2025-05-18,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-12-09,Customer CUST-16983 submitted duplicate rating 5 for item ITEM-034 on 2025-12-09,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-03-07,Customer nan submitted duplicate rating 5 for item ITEM-077 on 2025-03-07,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-09-13,Customer CUST-47666 submitted duplicate rating 4 for item ITEM-144 on 2025-09-13,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-08-11,Customer CUST-30097 submitted duplicate rating 5 for item ITEM-091 on 2025-08-11,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-05-06,Customer CUST-21752 submitted duplicate rating 4 for item ITEM-127 on 2025-05-06,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-12-02,Customer CUST-41205 submitted duplicate rating 5 for item ITEM-090 on 2025-12-02,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-09-17,Customer CUST-05470 submitted duplicate rating 5 for item ITEM-017 on 2025-09-17,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-03-26,Customer CUST-38751 submitted duplicate rating 5 for item ITEM-017 on 2025-03-26,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-02-07,Customer CUST-36713 submitted duplicate rating 5 for item ITEM-037 on 2025-02-07,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-11-03,Customer CUST-11952 submitted duplicate rating 4 for item ITEM-146 on 2025-11-03,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-12-22,Customer CUST-47501 submitted duplicate rating 3 for item ITEM-144 on 2025-12-22,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-12-01,Customer CUST-30551 submitted duplicate rating 1 for item ITEM-004 on 2025-12-01,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-12-21,Customer CUST-37805 submitted duplicate rating 1 for item ITEM-010 on 2025-12-21,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-11-13,Customer CUST-49938 submitted duplicate rating 5 for item ITEM-074 on 2025-11-13,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-12-12,Customer CUST-48842 submitted duplicate rating 5 for item ITEM-018 on 2025-12-12,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-06-22,Customer CUST-26454 submitted duplicate rating 4 for item ITEM-038 on 2025-06-22,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-04-04,Customer CUST-42389 submitted duplicate rating 4 for item ITEM-025 on 2025-04-04,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-11-05,Customer CUST-23441 submitted duplicate rating 5 for item ITEM-042 on 2025-11-05,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-06-24,Customer CUST-14814 submitted duplicate rating 1 for item ITEM-055 on 2025-06-24,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-09-22,Customer CUST-45557 submitted duplicate rating 4 for item ITEM-106 on 2025-09-22,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-11-03,Customer CUST-06751 submitted duplicate rating 1 for item ITEM-002 on 2025-11-03,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-04-02,Customer CUST-40068 submitted duplicate rating 5 for item ITEM-125 on 2025-04-02,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-04-14,Customer CUST-41506 submitted duplicate rating 5 for item ITEM-138 on 2025-04-14,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-04-13,Customer CUST-03005 submitted duplicate rating 1 for item ITEM-148 on 2025-04-13,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-07-21,Customer CUST-30301 submitted duplicate rating 4 for item ITEM-033 on 2025-07-21,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-09-09,Customer CUST-20943 submitted duplicate rating 5 for item ITEM-031 on 2025-09-09,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-03-15,Customer CUST-23054 submitted duplicate rating 5 for item ITEM-142 on 2025-03-15,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-12-07,Customer CUST-08402 submitted duplicate rating 1 for item ITEM-032 on 2025-12-07,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-12-20,Customer CUST-13714 submitted duplicate rating 2 for item ITEM-123 on 2025-12-20,2.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-018,2025-04-25,Customer CUST-24200 submitted duplicate rating 4 for item ITEM-150 on 2025-04-25,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-06-16,Customer CUST-30068 submitted duplicate rating 4 for item ITEM-003 on 2025-06-16,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-10-30,Customer CUST-12819 submitted duplicate rating 5 for item ITEM-138 on 2025-10-30,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-04-18,Customer CUST-07666 submitted duplicate rating 4 for item ITEM-048 on 2025-04-18,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-05-19,Customer CUST-45252 submitted duplicate rating 5 for item ITEM-042 on 2025-05-19,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-11-13,Customer CUST-04093 submitted duplicate rating 4 for item ITEM-086 on 2025-11-13,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-06-23,Customer CUST-07769 submitted duplicate rating 1 for item ITEM-041 on 2025-06-23,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-12-09,Customer CUST-31367 submitted duplicate rating 4 for item ITEM-112 on 2025-12-09,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-018,2025-12-22,Customer CUST-47273 submitted duplicate rating 1 for item ITEM-038 on 2025-12-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-10-11,Customer CUST-49033 submitted duplicate rating 5 for item ITEM-070 on 2025-10-11,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-06-14,Customer CUST-10231 submitted duplicate rating 5 for item ITEM-032 on 2025-06-14,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-07-12,Customer CUST-32129 submitted duplicate rating 4 for item ITEM-033 on 2025-07-12,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-01-22,Customer CUST-00527 submitted duplicate rating 1 for item ITEM-118 on 2025-01-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-05-07,Customer CUST-06659 submitted duplicate rating 5 for item ITEM-064 on 2025-05-07,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-08-25,Customer CUST-46382 submitted duplicate rating 3 for item ITEM-068 on 2025-08-25,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-04-16,Customer CUST-26202 submitted duplicate rating 4 for item ITEM-137 on 2025-04-16,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-08-28,Customer CUST-05541 submitted duplicate rating 1 for item ITEM-117 on 2025-08-28,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-09-18,Customer CUST-14969 submitted duplicate rating 5 for item ITEM-096 on 2025-09-18,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-11-03,Customer CUST-15276 submitted duplicate rating 4 for item ITEM-068 on 2025-11-03,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-006,2025-02-01,Customer CUST-19882 submitted duplicate rating 3 for item ITEM-087 on 2025-02-01,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-12-27,Customer nan submitted duplicate rating 4 for item ITEM-108 on 2025-12-27,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-09-12,Customer CUST-05506 submitted duplicate rating 5 for item ITEM-108 on 2025-09-12,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-01-25,Customer CUST-37744 submitted duplicate rating 5 for item ITEM-041 on 2025-01-25,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-10-26,Customer CUST-00698 submitted duplicate rating 5 for item ITEM-115 on 2025-10-26,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-05-13,Customer CUST-18792 submitted duplicate rating 5 for item ITEM-145 on 2025-05-13,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-04-22,Customer CUST-26544 submitted duplicate rating 5 for item ITEM-069 on 2025-04-22,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-11-28,Customer CUST-34067 submitted duplicate rating 3 for item ITEM-061 on 2025-11-28,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-07-30,Customer CUST-01931 submitted duplicate rating 1 for item ITEM-109 on 2025-07-30,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-07-14,Customer CUST-26743 submitted duplicate rating 1 for item ITEM-127 on 2025-07-14,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-08-07,Customer nan submitted duplicate rating 1 for item ITEM-022 on 2025-08-07,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-018,2025-02-17,Customer CUST-37302 submitted duplicate rating 5 for item ITEM-139 on 2025-02-17,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-04-07,Customer CUST-15614 submitted duplicate rating 4 for item ITEM-079 on 2025-04-07,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-06-11,Customer CUST-42805 submitted duplicate rating 5 for item ITEM-121 on 2025-06-11,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-02-15,Customer CUST-24798 submitted duplicate rating 2 for item ITEM-089 on 2025-02-15,2.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-11-26,Customer CUST-47789 submitted duplicate rating 4 for item ITEM-135 on 2025-11-26,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-12-11,Customer CUST-00600 submitted duplicate rating 5 for item ITEM-059 on 2025-12-11,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-03-31,Customer CUST-19235 submitted duplicate rating 1 for item ITEM-054 on 2025-03-31,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-10-19,Customer CUST-46325 submitted duplicate rating 5 for item ITEM-031 on 2025-10-19,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-11-17,Customer CUST-20729 submitted duplicate rating 4 for item ITEM-071 on 2025-11-17,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-12-17,Customer CUST-35051 submitted duplicate rating 5 for item ITEM-044 on 2025-12-17,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-04-06,Customer CUST-38538 submitted duplicate rating 1 for item ITEM-101 on 2025-04-06,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-04-05,Customer nan submitted duplicate rating 1 for item ITEM-086 on 2025-04-05,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-008,2025-09-22,Customer CUST-20394 submitted duplicate rating 1 for item ITEM-128 on 2025-09-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-11-03,Customer CUST-23808 submitted duplicate rating 4 for item ITEM-074 on 2025-11-03,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-018,2025-10-06,Customer CUST-33144 submitted duplicate rating 5 for item ITEM-148 on 2025-10-06,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-01-13,Customer CUST-44127 submitted duplicate rating 1 for item ITEM-013 on 2025-01-13,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-11-14,Customer CUST-38904 submitted duplicate rating 1 for item ITEM-076 on 2025-11-14,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-008,2025-05-24,Customer CUST-25988 submitted duplicate rating 1 for item ITEM-147 on 2025-05-24,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-09-16,Customer nan submitted duplicate rating 5 for item ITEM-082 on 2025-09-16,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-11-02,Customer CUST-25412 submitted duplicate rating 3 for item ITEM-056 on 2025-11-02,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-11-02,Customer CUST-49636 submitted duplicate rating 5 for item ITEM-132 on 2025-11-02,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-11-05,Customer CUST-29878 submitted duplicate rating 5 for item ITEM-091 on 2025-11-05,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-01-22,Customer CUST-11259 submitted duplicate rating 1 for item ITEM-027 on 2025-01-22,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-01-12,Customer CUST-01058 submitted duplicate rating 4 for item ITEM-066 on 2025-01-12,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-12-26,Customer CUST-43855 submitted duplicate rating 3 for item ITEM-061 on 2025-12-26,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-09-15,Customer CUST-48030 submitted duplicate rating 5 for item ITEM-022 on 2025-09-15,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-08-27,Customer CUST-20472 submitted duplicate rating 4 for item ITEM-069 on 2025-08-27,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-12-05,Customer CUST-38402 submitted duplicate rating 5 for item ITEM-143 on 2025-12-05,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-11-18,Customer CUST-27096 submitted duplicate rating 5 for item ITEM-131 on 2025-11-18,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-014,2025-06-23,Customer CUST-09321 submitted duplicate rating 1 for item ITEM-060 on 2025-06-23,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-10-26,Customer CUST-45536 submitted duplicate rating 5 for item ITEM-108 on 2025-10-26,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-10-18,Customer CUST-07836 submitted duplicate rating 3 for item ITEM-106 on 2025-10-18,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-02-01,Customer CUST-03188 submitted duplicate rating 4 for item ITEM-083 on 2025-02-01,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-03-01,Customer CUST-07954 submitted duplicate rating 1 for item ITEM-088 on 2025-03-01,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-003,2025-06-13,Customer CUST-00170 submitted duplicate rating 4 for item ITEM-098 on 2025-06-13,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-003,2025-09-14,Customer CUST-24668 submitted duplicate rating 5 for item ITEM-040 on 2025-09-14,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-07-18,Customer CUST-20922 submitted duplicate rating 5 for item ITEM-100 on 2025-07-18,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-02-18,Customer CUST-33833 submitted duplicate rating 1 for item ITEM-140 on 2025-02-18,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-017,2025-04-01,Customer CUST-23586 submitted duplicate rating 4 for item ITEM-076 on 2025-04-01,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-03-20,Customer CUST-04993 submitted duplicate rating 4 for item ITEM-001 on 2025-03-20,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-013,2025-11-03,Customer CUST-26803 submitted duplicate rating 4 for item ITEM-054 on 2025-11-03,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-12-12,Customer CUST-18112 submitted duplicate rating 1 for item ITEM-019 on 2025-12-12,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-01-05,Customer CUST-00941 submitted duplicate rating 4 for item ITEM-026 on 2025-01-05,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-01-10,Customer CUST-42236 submitted duplicate rating 5 for item ITEM-138 on 2025-01-10,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-07-03,Customer CUST-30628 submitted duplicate rating 1 for item ITEM-046 on 2025-07-03,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-11-07,Customer CUST-36183 submitted duplicate rating 1 for item ITEM-127 on 2025-11-07,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-010,2025-04-19,Customer CUST-16956 submitted duplicate rating 3 for item ITEM-034 on 2025-04-19,3.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-019,2025-11-21,Customer CUST-19551 submitted duplicate rating 5 for item ITEM-034 on 2025-11-21,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-06-03,Customer CUST-41610 submitted duplicate rating 5 for item ITEM-134 on 2025-06-03,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-01-25,Customer CUST-04204 submitted duplicate rating 1 for item ITEM-126 on 2025-01-25,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-03-28,Customer CUST-14456 submitted duplicate rating 5 for item ITEM-012 on 2025-03-28,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-07-15,Customer CUST-08671 submitted duplicate rating 1 for item ITEM-087 on 2025-07-15,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-02-05,Customer CUST-25724 submitted duplicate rating 4 for item ITEM-069 on 2025-02-05,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-018,2025-02-28,Customer nan submitted duplicate rating 5 for item ITEM-067 on 2025-02-28,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-011,2025-12-30,Customer CUST-26759 submitted duplicate rating 5 for item ITEM-006 on 2025-12-30,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-016,2025-04-21,Customer CUST-08647 submitted duplicate rating 5 for item ITEM-134 on 2025-04-21,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-03-08,Customer CUST-38213 submitted duplicate rating 5 for item ITEM-037 on 2025-03-08,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-004,2025-04-08,Customer nan submitted duplicate rating 1 for item ITEM-126 on 2025-04-08,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-08-06,Customer CUST-24424 submitted duplicate rating 5 for item ITEM-091 on 2025-08-06,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-07-10,Customer CUST-46749 submitted duplicate rating 5 for item ITEM-145 on 2025-07-10,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-002,2025-11-29,Customer nan submitted duplicate rating 4 for item ITEM-132 on 2025-11-29,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-06-04,Customer CUST-18642 submitted duplicate rating 5 for item ITEM-121 on 2025-06-04,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-009,2025-05-24,Customer CUST-24346 submitted duplicate rating 4 for item ITEM-015 on 2025-05-24,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-10-29,Customer CUST-04008 submitted duplicate rating 4 for item ITEM-042 on 2025-10-29,4.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-005,2025-03-01,Customer CUST-10575 submitted duplicate rating 5 for item ITEM-037 on 2025-03-01,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-006,2025-06-07,Customer CUST-26095 submitted duplicate rating 1 for item ITEM-040 on 2025-06-07,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-001,2025-12-03,Customer CUST-21132 submitted duplicate rating 5 for item ITEM-115 on 2025-12-03,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-012,2025-09-28,Customer CUST-25230 submitted duplicate rating 1 for item ITEM-033 on 2025-09-28,1.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-020,2025-01-06,Customer CUST-13248 submitted duplicate rating 5 for item ITEM-103 on 2025-01-06,5.0
Ratings,excessive_identical_ratings,Excessive Identical Ratings (Duplicate Review Cluster),LOC-015,2025-09-01,Customer CUST-26245 submitted duplicate rating 4 for item ITEM-046 on 2025-09-01,4.0
