antecedent_id,antecedent_name,antecedent_category,consequent_id,consequent_name,consequent_category,support,confidence,lift,leverage,conviction,joint_orders_count
ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0065,0.0853,1.0598,0.000367,1.0053,589
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0076,0.131,1.0598,0.000426,1.0085,684
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,0.0065,0.0809,1.0598,0.000367,1.005,589
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0062,0.0871,1.0597,0.000348,1.0054,558
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0056,0.0874,1.0596,0.000313,1.0054,504
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.005,0.0874,1.0595,0.000282,1.0054,455
ITEM-011,Spicy Tuna Crispy Rice,Appetizers & Small Plates,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0056,0.0954,1.0595,0.000314,1.0059,506
ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,0.0093,0.0891,1.0594,0.00052,1.0055,840
ITEM-114,Warm Churros with Spiced Dulce,Handcrafted Desserts & Pastries,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.0093,0.1105,1.0594,0.00052,1.007,840
ITEM-015,Bacon Wrapped Stuffed Dates,Appetizers & Small Plates,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0057,0.1069,1.0588,0.000315,1.0067,513
ITEM-059,Bistro Hanger Steak Shallot Jus,Prime Steaks & Butcher Cuts,ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,0.0051,0.1031,1.0585,0.00028,1.0064,458
ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,0.0072,0.087,1.0583,0.000398,1.0052,654
ITEM-141,Ceremonial Iced Matcha Latte,Specialty Coffee & Beverages,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0072,0.088,1.0583,0.000398,1.0053,654
ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0056,0.0814,1.0582,0.000306,1.0049,504
ITEM-055,Steakhouse Flat Iron Chimichurri,Prime Steaks & Butcher Cuts,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0083,0.1151,1.0581,0.000456,1.0071,751
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),Signature Cocktails & Mocktails,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0086,0.1151,1.0581,0.000471,1.0071,776
ITEM-009,Truffle Whipped Burrata,Appetizers & Small Plates,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0057,0.0828,1.0581,0.000311,1.005,512
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0081,0.1106,1.058,0.000443,1.0068,730
ITEM-092,Truffle Wild Mushroom Risotto,Vegan & Plant-Based Creations,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0066,0.1184,1.058,0.000364,1.0074,601
ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0101,0.1231,1.0577,0.000549,1.0077,910
ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,ITEM-026,Classic BLT Sourdough,Artisanal Burgers & Handhelds,0.0101,0.0864,1.0577,0.000549,1.0052,910
ITEM-098,Avocado Supergreen Toast Sourdough,Vegan & Plant-Based Creations,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0064,0.0896,1.0576,0.000351,1.0054,583
ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0088,0.1106,1.0576,0.000479,1.0068,796
ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0088,0.0842,1.0576,0.000479,1.005,796
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0059,0.1024,1.0576,0.000321,1.0062,533
ITEM-115,Pecan Pie Bourbon Whipped Cream,Handcrafted Desserts & Pastries,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0057,0.1231,1.0574,0.000308,1.0076,513
ITEM-086,Sesame Ahi Tuna Poke Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,0.0079,0.115,1.0573,0.000427,1.007,713
ITEM-063,Wild King Salmon Lemon Herb,Chef Specials & Seafood,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.006,0.0878,1.0569,0.000324,1.0052,545
ITEM-146,Acai Berry Superfood Smoothie,Specialty Coffee & Beverages,ITEM-033,Quattro Formaggi Bianca,Wood-Fired Pizzas & Pastas,0.0054,0.0878,1.0569,0.000292,1.0052,491
ITEM-129,Smoked Rosemary Paloma Tequila,Signature Cocktails & Mocktails,ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,0.0064,0.085,1.0567,0.000346,1.005,583
ITEM-055,Steakhouse Flat Iron Chimichurri,Prime Steaks & Butcher Cuts,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0063,0.0872,1.0567,0.000338,1.0051,569
ITEM-112,Salted Caramel Creme Brulee,Handcrafted Desserts & Pastries,ITEM-129,Smoked Rosemary Paloma Tequila,Signature Cocktails & Mocktails,0.0064,0.0801,1.0567,0.000346,1.0047,583
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0078,0.123,1.0567,0.00042,1.0075,708
ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0089,0.0952,1.0566,0.000478,1.0056,806
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0089,0.0989,1.0566,0.000478,1.0059,806
ITEM-116,Key Lime Tart Graham Crust,Handcrafted Desserts & Pastries,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0087,0.1406,1.0566,0.000465,1.0088,785
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0052,0.0908,1.0565,0.00028,1.0053,474
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0066,0.0908,1.0564,0.000353,1.0053,599
ITEM-103,Korean Gochujang Crispy Tofu,Vegan & Plant-Based Creations,ITEM-022,Black Angus Bacon Cheddar,Artisanal Burgers & Handhelds,0.0055,0.1029,1.0564,0.000293,1.0061,496
ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.0127,0.1405,1.0562,0.000673,1.0087,1145
ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,ITEM-013,Loaded Queso Nachos,Appetizers & Small Plates,0.0127,0.0951,1.0562,0.000673,1.0056,1145
ITEM-084,Kale Tahini Caesar Roasted Chickpeas,Farm-Fresh Salads & Grain Bowls,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0062,0.1067,1.0561,0.000327,1.0063,557
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0072,0.1245,1.056,0.00038,1.0075,648
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,0.0069,0.0976,1.0555,0.000363,1.0057,625
ITEM-098,Avocado Supergreen Toast Sourdough,Vegan & Plant-Based Creations,ITEM-120,Affogato al Caffe Espresso Scoop,Handcrafted Desserts & Pastries,0.0065,0.0907,1.0554,0.000342,1.0052,590
ITEM-145,Sparkling San Pellegrino (750ml),Specialty Coffee & Beverages,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0075,0.1066,1.0549,0.000389,1.0062,675
ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0087,0.0963,1.0548,0.000451,1.0055,784
ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0087,0.0949,1.0548,0.000451,1.0055,784
ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0097,0.0874,1.0548,0.000504,1.005,877
ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0097,0.1171,1.0548,0.000504,1.0069,877
ITEM-070,Garlic Butter Tiger Prawns Skewer,Chef Specials & Seafood,ITEM-121,DineIQ House Draft Lager (Pint),Signature Cocktails & Mocktails,0.008,0.1403,1.0543,0.000413,1.0084,726
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.009,0.1415,1.0542,0.000464,1.0085,816
ITEM-025,Philly Ribeye Cheesesteak,Artisanal Burgers & Handhelds,ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,0.0055,0.0805,1.0541,0.000283,1.0045,499
ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0082,0.0876,1.054,0.00042,1.0049,742
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0082,0.0987,1.054,0.00042,1.0056,742
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.007,0.0987,1.0537,0.000356,1.0056,632
ITEM-023,Smoked Brisket Panini,Artisanal Burgers & Handhelds,ITEM-130,Classic Moscow Mule Copper Mug,Signature Cocktails & Mocktails,0.0055,0.0961,1.0534,0.000277,1.0054,494
ITEM-102,Mushroom & Walnut Bolognese,Vegan & Plant-Based Creations,ITEM-003,Golden Mozzarella Sticks,Appetizers & Small Plates,0.0055,0.1119,1.0533,0.000281,1.0064,502
ITEM-147,Belgian Hot Chocolate Marshmallows,Specialty Coffee & Beverages,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.0055,0.0872,1.0533,0.000281,1.0048,502
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0095,0.1328,1.0532,0.00048,1.0077,860
ITEM-135,Red Sangria Pitcher (House Wine),Signature Cocktails & Mocktails,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0082,0.1414,1.053,0.000411,1.0083,738
ITEM-103,Korean Gochujang Crispy Tofu,Vegan & Plant-Based Creations,ITEM-108,New York Style Cheesecake,Handcrafted Desserts & Pastries,0.0061,0.1145,1.053,0.000307,1.0065,552
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0094,0.1481,1.0529,0.000474,1.0087,854
ITEM-097,Jackfruit Smoky Carnitas Tacos,Vegan & Plant-Based Creations,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.0058,0.0946,1.0527,0.00029,1.0052,524
ITEM-044,Lasagna Bolognese Al Forno,Wood-Fired Pizzas & Pastas,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0085,0.1168,1.0527,0.000426,1.0066,771
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),Prime Steaks & Butcher Cuts,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.0056,0.1021,1.0526,0.000279,1.0057,505
ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,0.012,0.1235,1.0524,0.000595,1.007,1082
ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.012,0.1019,1.0524,0.000595,1.0056,1082
ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0093,0.0891,1.0522,0.000462,1.0049,843
ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0139,0.11,1.0522,0.000688,1.0061,1255
ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,0.0093,0.11,1.0522,0.000462,1.0061,843
ITEM-107,Classic Madagascar Vanilla Bean Gelato,Handcrafted Desserts & Pastries,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0139,0.1327,1.0522,0.000688,1.0076,1255
ITEM-080,Roasted Beet & Goat Cheese Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-088,Simple Garden House Salad,Farm-Fresh Salads & Grain Bowls,0.0053,0.1019,1.0521,0.000263,1.0056,481
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,0.0085,0.1327,1.0521,0.000419,1.0076,765
ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.0149,0.1277,1.052,0.000735,1.0072,1345
ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0149,0.1225,1.052,0.000735,1.0069,1345
ITEM-129,Smoked Rosemary Paloma Tequila,Signature Cocktails & Mocktails,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0066,0.0868,1.0517,0.000323,1.0047,595
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0065,0.0807,1.0515,0.000318,1.0043,588
ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0065,0.0847,1.0515,0.000318,1.0045,588
ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,0.0078,0.0847,1.0514,0.000383,1.0045,708
ITEM-019,BBQ Pulled Pork Brioche,Artisanal Burgers & Handhelds,ITEM-122,Signature Smoked Old Fashioned,Signature Cocktails & Mocktails,0.0078,0.0972,1.0514,0.000383,1.0053,708
ITEM-046,USDA Prime Center-Cut Filet Mignon (8oz),Prime Steaks & Butcher Cuts,ITEM-106,Molten Chocolate Lava Cake,Handcrafted Desserts & Pastries,0.007,0.1276,1.0513,0.000341,1.0071,631
ITEM-145,Sparkling San Pellegrino (750ml),Specialty Coffee & Beverages,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.0087,0.1239,1.0511,0.000422,1.0069,785
ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.008,0.0946,1.0509,0.000388,1.0051,725
ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.008,0.089,1.0509,0.000388,1.0047,725
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-123,Spicy Passionfruit Mezcalita,Signature Cocktails & Mocktails,0.005,0.087,1.0509,0.000242,1.0046,453
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-137,Nitro Cold Brew Sweet Cream,Specialty Coffee & Beverages,0.0084,0.1175,1.0508,0.000406,1.0064,761
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.008,0.1398,1.0507,0.000384,1.0078,721
ITEM-117,Artisanal Macaron Assortment (6pcs),Handcrafted Desserts & Pastries,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0075,0.141,1.0504,0.000361,1.0079,682
ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,0.0072,0.0802,1.0503,0.000346,1.0042,653
ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,ITEM-111,Traditional Italian Tiramisu,Handcrafted Desserts & Pastries,0.0072,0.0945,1.0503,0.000346,1.005,653
ITEM-021,California Turkey Avocado Club,Artisanal Burgers & Handhelds,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0054,0.0873,1.0498,0.000254,1.0045,484
ITEM-059,Bistro Hanger Steak Shallot Jus,Prime Steaks & Butcher Cuts,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0073,0.1477,1.0496,0.000343,1.0082,656
ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0072,0.0872,1.0494,0.000339,1.0045,651
ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-091,Beyond Meat Gourmet Burger,Vegan & Plant-Based Creations,0.0072,0.0866,1.0494,0.000339,1.0045,651
ITEM-082,Wild Rice & Avocado Harvest Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.007,0.1222,1.0493,0.000327,1.0065,630
ITEM-050,Slow-Braised Beef Short Ribs,Prime Steaks & Butcher Cuts,ITEM-144,Fresh Squeezed Orange Juice,Specialty Coffee & Beverages,0.0055,0.0907,1.0493,0.000259,1.0047,498
ITEM-150,Artisanal Kombucha Peach Ginger,Specialty Coffee & Beverages,ITEM-017,Crispy Buttermilk Chicken Sandwich,Artisanal Burgers & Handhelds,0.0075,0.1297,1.0492,0.00035,1.007,675
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0101,0.1409,1.0492,0.000473,1.0077,912
ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0081,0.106,1.0492,0.000382,1.0056,737
ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,ITEM-007,Crispy Calamari Fritti,Appetizers & Small Plates,0.0081,0.0807,1.0492,0.000382,1.0041,737
ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0056,0.1221,1.0492,0.000261,1.0065,503
ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.0109,0.0982,1.049,0.000509,1.0051,986
ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,ITEM-004,Garlic Herb Breadsticks,Appetizers & Small Plates,0.0109,0.1164,1.049,0.000509,1.0062,986
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),Signature Cocktails & Mocktails,ITEM-104,Golden Turmeric Lentil Soup Bowl,Vegan & Plant-Based Creations,0.006,0.0801,1.0489,0.000278,1.0041,540
ITEM-086,Sesame Ahi Tuna Poke Bowl,Farm-Fresh Salads & Grain Bowls,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0055,0.0805,1.0489,0.000257,1.0041,499
ITEM-124,Elderflower French 75 Champagne,Signature Cocktails & Mocktails,ITEM-068,Classic Fish & Chips Tartar,Chef Specials & Seafood,0.0078,0.1141,1.0489,0.000364,1.006,707
ITEM-101,Thai Coconut Green Curry Tofu,Vegan & Plant-Based Creations,ITEM-052,Steak Frites Garlic Herb Butter,Prime Steaks & Butcher Cuts,0.0065,0.1059,1.0489,0.000304,1.0055,590
ITEM-081,Thai Crunch Peanut Chicken Salad,Farm-Fresh Salads & Grain Bowls,ITEM-012,Heirloom Tomato Bruschetta,Appetizers & Small Plates,0.0061,0.0857,1.0485,0.000281,1.0043,549
ITEM-095,Spicy Tofu Peanut Noodle Bowl,Vegan & Plant-Based Creations,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0051,0.0805,1.0485,0.000237,1.0041,464
ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,0.0087,0.1093,1.0484,0.000401,1.0057,787
ITEM-050,Slow-Braised Beef Short Ribs,Prime Steaks & Butcher Cuts,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0051,0.0834,1.0484,0.000234,1.0042,458
ITEM-038,Creamy Fettuccine Alfredo,Wood-Fired Pizzas & Pastas,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0087,0.0834,1.0484,0.000401,1.0042,787
ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,0.012,0.1236,1.0483,0.000553,1.0065,1085
ITEM-076,DineIQ Signature Caesar Salad,Farm-Fresh Salads & Grain Bowls,ITEM-126,Espresso Martini Vanilla Foam,Signature Cocktails & Mocktails,0.012,0.1017,1.0483,0.000553,1.0052,1085
ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,0.0065,0.0834,1.0481,0.0003,1.0042,591
ITEM-127,Zero-Proof Cucumber Mint Cooler,Signature Cocktails & Mocktails,ITEM-083,Classic Greek Village Salad,Farm-Fresh Salads & Grain Bowls,0.0065,0.0821,1.0481,0.0003,1.0041,591
ITEM-117,Artisanal Macaron Assortment (6pcs),Handcrafted Desserts & Pastries,ITEM-037,Spaghetti All'Amatriciana,Wood-Fired Pizzas & Pastas,0.005,0.0941,1.0476,0.000228,1.0047,455
ITEM-128,Hibiscus Berry Botanical Fizz (Mocktail),Signature Cocktails & Mocktails,ITEM-020,Spicy Nashville Hot Chicken Bun,Artisanal Burgers & Handhelds,0.007,0.0981,1.0476,0.000319,1.0049,635
ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0096,0.082,1.0476,0.000437,1.0041,871
ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,ITEM-138,Double Espresso Single Origin,Specialty Coffee & Beverages,0.0096,0.123,1.0476,0.000437,1.0064,871
ITEM-093,Crispy Cauliflower Buffalo Bites,Vegan & Plant-Based Creations,ITEM-041,Calabrian Sausage Rigatoni,Wood-Fired Pizzas & Pastas,0.0061,0.0804,1.0475,0.000276,1.004,551
ITEM-094,Creamy Cashew Alfredo Tagliatelle,Vegan & Plant-Based Creations,ITEM-140,Caramel Macchiato Sea Salt,Specialty Coffee & Beverages,0.0065,0.1219,1.0474,0.000293,1.0063,587
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),Signature Cocktails & Mocktails,ITEM-142,Spiced Masala Chai Latte,Specialty Coffee & Beverages,0.0061,0.082,1.0474,0.000277,1.004,553
ITEM-134,Strawberry Basil Smash Lemonade (Mocktail),Signature Cocktails & Mocktails,ITEM-077,Mediterranean Quinoa Crunch Bowl,Farm-Fresh Salads & Grain Bowls,0.0065,0.0871,1.0474,0.000293,1.0043,587
ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,0.0128,0.1474,1.0474,0.000577,1.0078,1154
ITEM-016,DineIQ Smash Double Cheeseburger,Artisanal Burgers & Handhelds,ITEM-042,Spicy Diavola Pizza,Wood-Fired Pizzas & Pastas,0.0128,0.0907,1.0474,0.000577,1.0045,1154
ITEM-093,Crispy Cauliflower Buffalo Bites,Vegan & Plant-Based Creations,ITEM-089,Southwest Chipotle Chicken Bowl,Farm-Fresh Salads & Grain Bowls,0.0067,0.0887,1.0472,0.000303,1.0044,608
ITEM-024,Portobello Mushroom Swiss Burger,Artisanal Burgers & Handhelds,ITEM-031,Margherita Sourdough Pizza,Wood-Fired Pizzas & Pastas,0.0064,0.1406,1.0472,0.000289,1.0074,579
ITEM-139,Vanilla Bean Oat Milk Latte,Specialty Coffee & Beverages,ITEM-032,Double Pepperoni Hot Honey Pizza,Wood-Fired Pizzas & Pastas,0.0176,0.1394,1.0472,0.000792,1.0073,1590
