order_id,customer_id,location_id,order_date,order_time,order_timestamp,order_type,order_status,payment_method,subtotal_amount,discount_amount,tax_amount,tip_amount,delivery_fee,total_amount,promotion_id,table_number,_quarantine_timestamp,_quarantine_rule_id,_quarantine_rule_name,_quarantine_reason
ORD-055326,CUST-10712,LOC-017,2025-11-02,12:43:53,2025-11-02 12:43:53,TAKEOUT,COMPLETED,CREDIT_CARD,185.47,0.0,15.3,0.0,0.0,200.77,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-029858,CUST-28350,LOC-001,2025-02-05,17:37:18,2025-02-05 17:37:18,TAKEOUT,COMPLETED,MOBILE_PAY,182.46,8.0,14.39,0.0,0.0,188.85,PROMO-005,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-071223,CUST-48069,LOC-005,2025-07-04,10:12:18,2025-07-04 10:12:18,TAKEOUT,COMPLETED,CREDIT_CARD,333.43,12.0,26.52,0.0,0.0,347.95,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-052459,CUST-24683,LOC-004,2025-05-17,13:47:37,2025-05-17 13:47:37,TAKEOUT,COMPLETED,MOBILE_PAY,239.45,0.0,19.75,0.0,0.0,259.2,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-088346,CUST-12346,LOC-010,2025-03-30,09:50:27,2025-03-30 09:50:27,DINE_IN,COMPLETED,CREDIT_CARD,277.45,0.0,22.89,49.94,0.0,350.28,,2.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-082364,CUST-35970,LOC-016,2025-04-30,11:08:55,2025-04-30 11:08:55,DRIVE_THRU,COMPLETED,CREDIT_CARD,146.97,0.0,12.13,0.0,0.0,159.1,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-065350,CUST-46844,LOC-016,2025-07-27,12:26:56,2025-07-27 12:26:56,DRIVE_THRU,COMPLETED,DEBIT_CARD,210.98,0.0,17.41,0.0,0.0,228.39,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-059650,CUST-47579,LOC-003,2025-03-28,17:53:12,2025-03-28 17:53:12,DINE_IN,CANCELLED,CREDIT_CARD,237.72,0.0,19.61,0.0,0.0,257.33,,39.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-044953,CUST-16948,LOC-001,2025-06-07,12:24:52,2025-06-07 12:24:52,DINE_IN,COMPLETED,MOBILE_PAY,232.71,0.0,19.2,58.18,0.0,310.09,,29.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-039526,CUST-11117,LOC-008,2025-01-12,12:51:54,2025-01-12 12:51:54,DINE_IN,COMPLETED,CREDIT_CARD,146.47,0.0,12.08,21.97,0.0,180.52,,9.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-013936,CUST-22812,LOC-002,2025-03-26,22:06:08,2025-03-26 22:06:08,DINE_IN,COMPLETED,DEBIT_CARD,151.5,0.0,12.5,27.27,0.0,191.27,,27.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-093781,CUST-31708,LOC-017,2025-06-24,18:37:06,2025-06-24 18:37:06,DELIVERY,COMPLETED,CREDIT_CARD,211.5,0.0,17.45,31.72,4.99,265.66,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-089885,CUST-22568,LOC-003,2025-02-20,12:47:11,2025-02-20 12:47:11,DRIVE_THRU,COMPLETED,CREDIT_CARD,219.95,0.0,18.15,0.0,0.0,238.1,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-081144,CUST-19681,LOC-006,2025-05-30,12:49:07,2025-05-30 12:49:07,DELIVERY,COMPLETED,MOBILE_PAY,288.97,0.0,23.84,43.35,4.99,361.15,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-095800,CUST-41588,LOC-008,2025-11-22,14:26:03,2025-11-22 14:26:03,DINE_IN,COMPLETED,CREDIT_CARD,346.96,40.0,25.32,55.25,0.0,387.53,PROMO-009,23.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-089405,CUST-29691,LOC-011,2025-09-29,08:23:25,2025-09-29 08:23:25,DINE_IN,COMPLETED,CREDIT_CARD,151.71,15.0,11.28,24.61,0.0,172.6,PROMO-012,35.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-055224,CUST-44137,LOC-010,2025-08-29,18:13:38,2025-08-29 18:13:38,DINE_IN,COMPLETED,DEBIT_CARD,143.49,0.0,11.84,21.52,0.0,176.85,,27.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-073646,CUST-30588,LOC-004,2025-08-10,21:25:36,2025-08-10 21:25:36,DRIVE_THRU,COMPLETED,CREDIT_CARD,328.92,0.0,27.14,0.0,0.0,356.06,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-066294,CUST-26703,LOC-019,2025-12-25,12:57:50,2025-12-25 12:57:50,DELIVERY,COMPLETED,CREDIT_CARD,647.46,0.0,53.42,129.49,4.99,835.36,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-065540,CUST-41295,LOC-011,2025-02-14,14:55:07,2025-02-14 14:55:07,DELIVERY,CANCELLED,DEBIT_CARD,137.5,0.0,11.34,0.0,4.99,153.83,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-028111,CUST-48924,LOC-013,2025-11-17,12:09:25,2025-11-17 12:09:25,DELIVERY,COMPLETED,MOBILE_PAY,281.47,0.0,23.22,50.66,4.99,360.34,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-041929,CUST-47234,LOC-001,2025-03-13,13:15:18,2025-03-13 13:15:18,TAKEOUT,COMPLETED,CREDIT_CARD,198.93,10.0,15.59,0.0,0.0,204.52,PROMO-007,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-086547,CUST-34177,LOC-018,2025-11-12,12:15:26,2025-11-12 12:15:26,DELIVERY,CANCELLED,CREDIT_CARD,182.95,20.0,13.44,0.0,4.99,181.38,PROMO-004,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-082586,CUST-49075,LOC-015,2025-08-19,12:39:51,2025-08-19 12:39:51,DELIVERY,COMPLETED,DEBIT_CARD,204.46,20.0,15.22,27.67,4.99,232.34,PROMO-004,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-038604,CUST-36350,LOC-001,2025-12-15,16:18:45,2025-12-15 16:18:45,DINE_IN,CANCELLED,CREDIT_CARD,136.49,15.0,10.02,0.0,0.0,131.51,PROMO-012,40.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-091658,CUST-32430,LOC-015,2025-09-07,10:50:31,2025-09-07 10:50:31,TAKEOUT,CANCELLED,DEBIT_CARD,98.95,12.0,7.17,0.0,0.0,94.12,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-062787,CUST-05548,LOC-015,2025-12-14,09:53:52,2025-12-14 09:53:52,DELIVERY,COMPLETED,DEBIT_CARD,282.47,0.0,23.3,28.25,4.99,339.01,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-084341,CUST-00962,LOC-010,2025-10-12,11:16:55,2025-10-12 11:16:55,DINE_IN,COMPLETED,CREDIT_CARD,261.19,0.0,21.55,26.12,0.0,308.86,,7.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-039875,CUST-06443,LOC-001,2025-02-22,07:22:26,2025-02-22 07:22:26,DINE_IN,COMPLETED,CASH,392.48,0.0,32.38,39.25,0.0,464.11,,3.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-078469,CUST-05557,LOC-009,2025-02-21,11:50:31,2025-02-21 11:50:31,TAKEOUT,COMPLETED,CREDIT_CARD,232.99,0.0,19.22,0.0,0.0,252.21,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-031632,CUST-31840,LOC-001,2025-11-19,16:51:35,2025-11-19 16:51:35,DRIVE_THRU,COMPLETED,DEBIT_CARD,287.95,0.0,23.76,0.0,0.0,311.71,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-014953,CUST-48552,LOC-010,2025-10-30,20:32:53,2025-10-30 20:32:53,TAKEOUT,COMPLETED,DEBIT_CARD,133.25,0.0,10.99,0.0,0.0,144.24,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-039332,CUST-05480,LOC-016,2025-07-25,12:58:17,2025-07-25 12:58:17,DINE_IN,COMPLETED,CREDIT_CARD,140.0,0.0,11.55,21.0,0.0,172.55,,12.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-048588,CUST-23252,LOC-017,2025-07-10,17:04:01,2025-07-10 17:04:01,TAKEOUT,COMPLETED,CREDIT_CARD,129.44,0.0,10.68,0.0,0.0,140.12,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-083595,CUST-40581,LOC-017,2025-05-09,17:06:52,2025-05-09 17:06:52,DRIVE_THRU,COMPLETED,MOBILE_PAY,160.47,0.0,13.24,0.0,0.0,173.71,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-041488,CUST-11315,LOC-019,2025-08-09,20:20:48,2025-08-09 20:20:48,DELIVERY,COMPLETED,DEBIT_CARD,95.98,0.0,7.92,24.0,4.99,132.89,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-039628,CUST-23383,LOC-006,2025-04-17,12:14:41,2025-04-17 12:14:41,DELIVERY,PENDING,DEBIT_CARD,187.45,0.0,15.46,0.0,4.99,207.9,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-087895,CUST-33113,LOC-001,2025-10-17,09:32:30,2025-10-17 09:32:30,DELIVERY,COMPLETED,CREDIT_CARD,197.46,12.0,15.3,37.09,4.99,242.84,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-026304,CUST-18625,LOC-005,2025-04-22,19:55:32,2025-04-22 19:55:32,TAKEOUT,COMPLETED,CREDIT_CARD,167.98,0.0,13.86,0.0,0.0,181.84,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-067404,CUST-04504,LOC-020,2025-11-23,12:02:02,2025-11-23 12:02:02,DINE_IN,CANCELLED,CREDIT_CARD,303.47,40.0,21.74,0.0,0.0,285.21,PROMO-009,37.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-098085,CUST-01163,LOC-002,2025-04-19,18:33:41,2025-04-19 18:33:41,DINE_IN,COMPLETED,CREDIT_CARD,124.98,0.0,10.31,18.75,0.0,154.04,,10.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-095602,CUST-05779,LOC-017,2025-11-28,22:08:17,2025-11-28 22:08:17,DINE_IN,COMPLETED,CREDIT_CARD,309.98,0.0,25.57,46.5,0.0,382.05,,18.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-005020,CUST-38787,LOC-013,2025-11-21,09:03:39,2025-11-21 09:03:39,DELIVERY,COMPLETED,CREDIT_CARD,258.48,0.0,21.32,25.85,4.99,310.64,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-005224,CUST-12641,LOC-015,2025-06-02,12:53:30,2025-06-02 12:53:30,DINE_IN,CANCELLED,DEBIT_CARD,308.24,0.0,25.43,0.0,0.0,333.67,,23.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-015781,CUST-19719,LOC-011,2025-02-18,18:22:24,2025-02-18 18:22:24,TAKEOUT,CANCELLED,CREDIT_CARD,59.49,0.0,4.91,0.0,0.0,64.4,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-045557,,LOC-014,2025-11-09,14:42:47,2025-11-09 14:42:47,DINE_IN,CANCELLED,CASH,162.19,0.0,13.38,0.0,0.0,175.57,,31.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-012897,CUST-26757,LOC-001,2025-07-17,15:47:28,2025-07-17 15:47:28,TAKEOUT,COMPLETED,CREDIT_CARD,153.93,0.0,12.7,0.0,0.0,166.63,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-034305,CUST-42583,LOC-012,2025-11-10,12:03:34,2025-11-10 12:03:34,DELIVERY,COMPLETED,CREDIT_CARD,235.45,15.0,18.19,22.05,4.99,265.68,PROMO-002,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-093323,CUST-15915,LOC-012,2025-11-24,13:35:36,2025-11-24 13:35:36,DELIVERY,COMPLETED,CREDIT_CARD,246.0,0.0,20.3,49.2,4.99,320.49,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-005325,CUST-38321,LOC-016,2025-01-27,10:37:34,2025-01-27 10:37:34,TAKEOUT,COMPLETED,MOBILE_PAY,139.46,0.0,11.51,0.0,0.0,150.97,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-052926,,LOC-013,2025-08-15,12:16:49,2025-08-15 12:16:49,DINE_IN,COMPLETED,CASH,184.96,0.0,15.26,33.29,0.0,233.51,,26.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-062865,CUST-08164,LOC-004,2025-09-09,22:18:18,2025-09-09 22:18:18,DINE_IN,COMPLETED,MOBILE_PAY,174.48,0.0,14.39,34.9,0.0,223.77,,21.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-008019,CUST-46259,LOC-003,2025-07-05,12:55:10,2025-07-05 12:55:10,DINE_IN,COMPLETED,GIFT_CARD,385.19,15.0,30.54,66.63,0.0,467.36,PROMO-002,6.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-082945,CUST-23759,LOC-013,2025-03-22,18:56:55,2025-03-22 18:56:55,DINE_IN,COMPLETED,CREDIT_CARD,234.96,15.0,18.15,22.0,0.0,260.11,PROMO-001,9.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-090377,CUST-14347,LOC-018,2025-10-14,13:24:13,2025-10-14 13:24:13,DINE_IN,PENDING,CREDIT_CARD,232.94,0.0,19.22,0.0,0.0,252.16,,4.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-041721,CUST-20704,LOC-017,2025-06-19,08:39:58,2025-06-19 08:39:58,DINE_IN,COMPLETED,CREDIT_CARD,575.4,0.0,47.47,86.31,0.0,709.18,,30.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-000867,CUST-01727,LOC-013,2025-03-15,10:36:54,2025-03-15 10:36:54,DINE_IN,COMPLETED,CREDIT_CARD,60.97,12.19,4.02,8.78,0.0,61.58,PROMO-012,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-098444,CUST-27909,LOC-005,2025-04-09,14:36:33,2025-04-09 14:36:33,DINE_IN,COMPLETED,DEBIT_CARD,165.7,10.0,12.85,28.03,0.0,196.58,PROMO-007,5.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-083040,CUST-26800,LOC-001,2025-08-23,12:03:00,2025-08-23 12:03:00,DINE_IN,COMPLETED,CREDIT_CARD,204.72,0.0,16.89,36.85,0.0,258.46,,20.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-013925,CUST-20532,LOC-005,2025-08-07,07:58:13,2025-08-07 07:58:13,DINE_IN,COMPLETED,MOBILE_PAY,101.98,0.0,8.41,15.3,0.0,125.69,,7.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-079893,CUST-13059,LOC-020,2025-05-30,18:43:33,2025-05-30 18:43:33,DRIVE_THRU,CANCELLED,CASH,234.45,0.0,19.34,0.0,0.0,253.79,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-031184,CUST-48768,LOC-005,2025-06-16,16:38:32,2025-06-16 16:38:32,DELIVERY,COMPLETED,CREDIT_CARD,180.48,25.0,12.83,15.55,4.99,188.85,PROMO-011,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-013800,CUST-39581,LOC-017,2025-11-06,13:06:27,2025-11-06 13:06:27,DINE_IN,COMPLETED,CREDIT_CARD,240.96,25.0,17.82,21.6,0.0,255.38,PROMO-011,30.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-040989,CUST-32470,LOC-016,2025-04-27,12:00:46,2025-04-27 12:00:46,DRIVE_THRU,COMPLETED,DEBIT_CARD,208.99,25.0,15.18,0.0,0.0,199.17,PROMO-011,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-066734,CUST-21500,LOC-003,2025-06-26,17:02:12,2025-06-26 17:02:12,DINE_IN,COMPLETED,CASH,387.48,8.0,31.31,56.92,0.0,467.71,PROMO-005,22.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-078331,CUST-44713,LOC-003,2025-08-01,18:48:10,2025-08-01 18:48:10,DELIVERY,COMPLETED,MOBILE_PAY,134.92,0.0,11.13,20.24,4.99,171.28,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-024379,CUST-31015,LOC-020,2025-01-08,19:22:53,2025-01-08 19:22:53,DINE_IN,COMPLETED,MOBILE_PAY,168.95,6.5,13.4,29.24,0.0,205.09,PROMO-006,3.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-023415,CUST-06949,LOC-001,2025-08-12,21:15:45,2025-08-12 21:15:45,DELIVERY,COMPLETED,CREDIT_CARD,244.71,15.0,18.95,34.46,4.99,288.11,PROMO-001,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-097560,CUST-22458,LOC-017,2025-04-20,17:27:40,2025-04-20 17:27:40,DINE_IN,COMPLETED,DEBIT_CARD,152.48,0.0,12.58,22.87,0.0,187.93,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-022993,CUST-25040,LOC-011,2025-01-03,06:10:05,2025-01-03 06:10:05,DINE_IN,COMPLETED,MOBILE_PAY,189.97,0.0,15.67,28.5,0.0,234.14,,18.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-003232,CUST-24261,LOC-009,2025-08-22,11:40:14,2025-08-22 11:40:14,DELIVERY,COMPLETED,DEBIT_CARD,203.98,0.0,16.83,36.72,4.99,262.52,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-041996,CUST-37307,LOC-002,2025-11-25,09:46:22,2025-11-25 09:46:22,DINE_IN,CANCELLED,DEBIT_CARD,96.48,0.0,7.96,0.0,0.0,104.44,,18.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-049188,CUST-03628,LOC-016,2025-06-27,18:58:22,2025-06-27 18:58:22,DINE_IN,COMPLETED,CREDIT_CARD,248.47,0.0,20.5,24.85,0.0,293.82,,21.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-022515,CUST-49054,LOC-009,2025-07-12,12:22:49,2025-07-12 12:22:49,DINE_IN,COMPLETED,DEBIT_CARD,115.49,8.0,8.87,21.5,0.0,137.86,PROMO-005,5.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-021326,CUST-10164,LOC-015,2025-07-28,13:29:50,2025-07-28 13:29:50,DELIVERY,COMPLETED,DEBIT_CARD,156.95,0.0,12.95,28.25,4.99,203.14,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-086234,CUST-46716,LOC-012,2025-09-10,14:04:52,2025-09-10 14:04:52,TAKEOUT,COMPLETED,MOBILE_PAY,386.48,0.0,31.88,0.0,0.0,418.36,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-088127,CUST-18865,LOC-016,2025-07-31,10:13:24,2025-07-31 10:13:24,DINE_IN,COMPLETED,CREDIT_CARD,358.48,0.0,29.57,35.85,0.0,423.9,,33.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-029824,CUST-34309,LOC-016,2025-04-18,06:21:29,2025-04-18 06:21:29,DRIVE_THRU,COMPLETED,DEBIT_CARD,327.98,10.0,26.23,0.0,0.0,344.21,PROMO-007,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-092485,CUST-06834,LOC-014,2025-01-25,18:48:43,2025-01-25 18:48:43,DELIVERY,COMPLETED,DEBIT_CARD,213.21,25.0,15.53,28.23,4.99,236.96,PROMO-011,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-068425,CUST-48650,LOC-011,2025-03-13,12:48:26,2025-03-13 12:48:26,DINE_IN,COMPLETED,CREDIT_CARD,119.44,0.0,9.85,21.5,0.0,150.79,,7.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-064484,CUST-28069,LOC-019,2025-04-26,19:30:39,2025-04-26 19:30:39,DINE_IN,COMPLETED,DEBIT_CARD,276.19,0.0,22.79,41.43,0.0,340.41,,39.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-051020,CUST-30715,LOC-002,2025-07-31,20:58:39,2025-07-31 20:58:39,DELIVERY,COMPLETED,CREDIT_CARD,231.98,0.0,19.14,34.8,4.99,290.91,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-026754,CUST-46557,LOC-020,2025-04-18,19:09:49,2025-04-18 19:09:49,DINE_IN,COMPLETED,CREDIT_CARD,156.46,0.0,12.91,15.65,0.0,185.02,,19.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-049964,CUST-11449,LOC-005,2025-11-15,12:43:00,2025-11-15 12:43:00,DELIVERY,CANCELLED,MOBILE_PAY,157.99,0.0,13.03,0.0,4.99,176.01,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-042732,CUST-05217,LOC-017,2025-07-07,12:39:50,2025-07-07 12:39:50,DINE_IN,COMPLETED,MOBILE_PAY,293.4,20.0,22.56,41.01,0.0,336.97,PROMO-010,37.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-029057,CUST-40306,LOC-014,2025-08-09,09:37:31,2025-08-09 09:37:31,TAKEOUT,CANCELLED,CREDIT_CARD,237.46,0.0,19.59,0.0,0.0,257.05,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-055318,CUST-48864,LOC-001,2025-06-25,12:05:18,2025-06-25 12:05:18,DELIVERY,COMPLETED,DEBIT_CARD,257.45,0.0,21.24,46.34,4.99,330.02,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-035497,CUST-36455,LOC-010,2025-06-23,14:00:44,2025-06-23 14:00:44,DELIVERY,COMPLETED,CREDIT_CARD,250.23,0.0,20.64,37.53,4.99,313.39,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-056338,CUST-47051,LOC-012,2025-03-24,19:35:05,2025-03-24 19:35:05,DINE_IN,COMPLETED,DEBIT_CARD,164.0,15.0,12.29,22.35,0.0,183.64,PROMO-002,7.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-079278,CUST-05243,LOC-018,2025-03-29,12:45:27,2025-03-29 12:45:27,TAKEOUT,COMPLETED,CREDIT_CARD,169.0,0.0,13.94,0.0,0.0,182.94,,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-005465,CUST-34221,LOC-018,2025-04-28,21:21:30,2025-04-28 21:21:30,DINE_IN,COMPLETED,DEBIT_CARD,346.44,0.0,28.58,51.97,0.0,426.99,,10.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-070156,,LOC-003,2025-03-04,11:11:59,2025-03-04 11:11:59,DRIVE_THRU,COMPLETED,MOBILE_PAY,179.24,6.5,14.25,0.0,0.0,186.99,PROMO-006,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-070670,CUST-26591,LOC-011,2025-10-29,11:47:22,2025-10-29 11:47:22,DINE_IN,COMPLETED,CREDIT_CARD,144.96,0.0,11.96,26.09,0.0,183.01,,6.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-056014,CUST-23325,LOC-013,2025-02-24,20:15:44,2025-02-24 20:15:44,DINE_IN,COMPLETED,CREDIT_CARD,167.48,15.0,12.58,30.5,0.0,195.56,PROMO-001,37.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-012086,CUST-13949,LOC-012,2025-05-07,10:10:43,2025-05-07 10:10:43,DINE_IN,COMPLETED,CREDIT_CARD,227.93,6.5,18.27,44.29,0.0,283.99,PROMO-006,40.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-056819,CUST-27893,LOC-015,2025-11-06,20:21:40,2025-11-06 20:21:40,DINE_IN,CANCELLED,MOBILE_PAY,174.98,25.0,12.37,0.0,0.0,162.35,PROMO-003,23.0,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-020001,CUST-46978,LOC-010,2025-10-08,10:48:44,2025-10-08 10:48:44,TAKEOUT,CANCELLED,DEBIT_CARD,299.72,12.0,23.74,0.0,0.0,311.46,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
ORD-069067,CUST-26053,LOC-002,2025-07-08,20:17:42,2025-07-08 20:17:42,TAKEOUT,CANCELLED,CREDIT_CARD,224.48,12.0,17.53,0.0,0.0,230.01,PROMO-008,,2026-09-26T11:22:05.649409,RULE-02,duplicate orders,Exact duplicate order_id detected
