price_history_id,item_id,location_id,base_price,cost_price,effective_start_date,effective_end_date,change_reason,complexity_profile
PRH-000208,ITEM-104,ALL,10.49,2.91,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000209,ITEM-105,ALL,26.0,8.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000210,ITEM-105,ALL,27.82,8.76,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000211,ITEM-106,ALL,10.99,7.8,2025-01-01,2025-06-30,INITIAL_BASELINE,POPULAR_LOW_MARGIN
PRH-000212,ITEM-106,ALL,11.32,8.42,2025-07-01,2025-12-31,SUPPLY_COST_SURGE_UNABSORBED,POPULAR_LOW_MARGIN
PRH-000213,ITEM-107,ALL,7.5,1.8,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000214,ITEM-107,ALL,7.88,1.87,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000215,ITEM-108,ALL,9.99,6.9,2025-01-01,2025-06-30,INITIAL_BASELINE,POPULAR_LOW_MARGIN
PRH-000216,ITEM-108,ALL,10.29,7.45,2025-07-01,2025-12-31,SUPPLY_COST_SURGE_UNABSORBED,POPULAR_LOW_MARGIN
PRH-000217,ITEM-109,ALL,9.5,2.8,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000218,ITEM-109,ALL,9.97,2.91,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000219,ITEM-110,ALL,13.5,5.8,2025-01-01,2025-06-30,INITIAL_BASELINE,HIGH_WASTAGE
PRH-000220,ITEM-110,ALL,14.18,6.15,2025-07-01,2025-12-31,SPOILAGE_RISK_SURCHARGE,HIGH_WASTAGE
PRH-000221,ITEM-111,ALL,10.5,3.2,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000222,ITEM-111,ALL,11.03,3.33,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000223,ITEM-112,ALL,11.0,3.1,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000224,ITEM-112,ALL,11.55,3.22,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000225,ITEM-113,ALL,24.0,5.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000226,ITEM-113,ALL,25.68,5.67,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000227,ITEM-114,ALL,9.0,2.4,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000228,ITEM-114,ALL,9.45,2.5,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000229,ITEM-115,ALL,10.0,3.0,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000230,ITEM-115,ALL,10.5,3.12,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000231,ITEM-116,ALL,9.5,2.7,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000232,ITEM-116,ALL,9.97,2.81,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000233,ITEM-117,ALL,15.0,4.2,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000234,ITEM-117,ALL,15.75,4.37,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000235,ITEM-118,ALL,16.5,4.0,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000236,ITEM-118,ALL,17.66,4.12,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000237,ITEM-119,ALL,11.5,3.2,2025-01-01,2025-06-30,INITIAL_BASELINE,HIGH_WASTAGE
PRH-000238,ITEM-119,ALL,12.08,3.39,2025-07-01,2025-12-31,SPOILAGE_RISK_SURCHARGE,HIGH_WASTAGE
PRH-000239,ITEM-120,ALL,6.99,1.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000240,ITEM-120,ALL,7.34,1.56,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000241,ITEM-121,ALL,6.5,4.8,2025-01-01,2025-06-30,INITIAL_BASELINE,POPULAR_LOW_MARGIN
PRH-000242,ITEM-121,ALL,6.7,5.18,2025-07-01,2025-12-31,SUPPLY_COST_SURGE_UNABSORBED,POPULAR_LOW_MARGIN
PRH-000243,ITEM-122,ALL,16.0,3.2,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000244,ITEM-122,ALL,16.8,3.33,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000245,ITEM-123,ALL,15.5,3.1,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000246,ITEM-123,ALL,16.28,3.22,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000247,ITEM-124,ALL,17.0,3.6,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000248,ITEM-124,ALL,17.85,3.74,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000249,ITEM-125,ALL,28.0,4.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000250,ITEM-125,ALL,29.96,4.63,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000251,ITEM-126,ALL,15.0,2.9,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000252,ITEM-126,ALL,15.75,3.02,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000253,ITEM-127,ALL,8.5,1.6,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000254,ITEM-127,ALL,8.93,1.66,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000255,ITEM-128,ALL,8.99,1.8,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000256,ITEM-128,ALL,9.44,1.87,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000257,ITEM-129,ALL,14.5,2.8,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000258,ITEM-129,ALL,15.23,2.91,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000259,ITEM-130,ALL,13.5,2.5,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000260,ITEM-130,ALL,14.18,2.6,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000261,ITEM-131,ALL,14.0,2.7,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000262,ITEM-131,ALL,14.7,2.81,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000263,ITEM-132,ALL,13.99,2.6,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000264,ITEM-132,ALL,14.69,2.7,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000265,ITEM-133,ALL,55.0,14.0,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000266,ITEM-133,ALL,58.85,14.42,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000267,ITEM-134,ALL,8.5,1.7,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000268,ITEM-134,ALL,8.93,1.77,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000269,ITEM-135,ALL,29.0,6.2,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000270,ITEM-135,ALL,30.45,6.45,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000271,ITEM-136,ALL,3.99,0.6,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000272,ITEM-136,ALL,4.19,0.62,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000273,ITEM-137,ALL,5.99,1.1,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000274,ITEM-137,ALL,6.29,1.14,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000275,ITEM-138,ALL,3.5,0.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PRICE_SENSITIVE
PRH-000276,ITEM-138,ALL,3.68,0.52,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,PRICE_SENSITIVE
PRH-000277,ITEM-139,ALL,5.75,1.2,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000278,ITEM-139,ALL,6.04,1.25,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000279,ITEM-140,ALL,5.99,1.25,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000280,ITEM-140,ALL,6.29,1.3,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000281,ITEM-141,ALL,6.5,1.4,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000282,ITEM-141,ALL,6.83,1.46,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000283,ITEM-142,ALL,5.25,0.9,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000284,ITEM-142,ALL,5.51,0.94,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000285,ITEM-143,ALL,4.25,0.45,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000286,ITEM-143,ALL,4.46,0.47,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000287,ITEM-144,ALL,5.5,2.6,2025-01-01,2025-06-30,INITIAL_BASELINE,HIGH_WASTAGE
PRH-000288,ITEM-144,ALL,5.78,2.76,2025-07-01,2025-12-31,SPOILAGE_RISK_SURCHARGE,HIGH_WASTAGE
PRH-000289,ITEM-145,ALL,6.0,1.5,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000290,ITEM-145,ALL,6.3,1.56,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000291,ITEM-146,ALL,7.99,3.4,2025-01-01,2025-06-30,INITIAL_BASELINE,HIGH_WASTAGE
PRH-000292,ITEM-146,ALL,8.39,3.6,2025-07-01,2025-12-31,SPOILAGE_RISK_SURCHARGE,HIGH_WASTAGE
PRH-000293,ITEM-147,ALL,5.5,1.1,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000294,ITEM-147,ALL,5.78,1.14,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000295,ITEM-148,ALL,8.5,4.1,2025-01-01,2025-06-30,INITIAL_BASELINE,HIGH_WASTAGE
PRH-000296,ITEM-148,ALL,8.93,4.35,2025-07-01,2025-12-31,SPOILAGE_RISK_SURCHARGE,HIGH_WASTAGE
PRH-000297,ITEM-149,ALL,12.0,2.5,2025-01-01,2025-06-30,INITIAL_BASELINE,PROFITABLE_LOW_SELLING
PRH-000298,ITEM-149,ALL,12.84,2.58,2025-07-01,2025-12-31,PREMIUM_TIER_OPTIMIZATION,PROFITABLE_LOW_SELLING
PRH-000299,ITEM-150,ALL,6.25,1.8,2025-01-01,2025-06-30,INITIAL_BASELINE,STANDARD
PRH-000300,ITEM-150,ALL,6.56,1.87,2025-07-01,2025-12-31,ANNUAL_INFLATION_ADJUSTMENT,STANDARD
PRH-000301,ITEM-073,LOC-001,56.43,23.81,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000302,ITEM-042,LOC-001,24.37,9.13,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000303,ITEM-097,LOC-001,19.88,6.75,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000304,ITEM-123,LOC-001,19.88,4.1,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000305,ITEM-007,LOC-001,20.51,9.92,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000306,ITEM-048,LOC-001,71.82,34.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000307,ITEM-070,LOC-001,34.63,15.21,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000308,ITEM-115,LOC-001,12.82,3.97,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000309,ITEM-022,LOC-001,22.44,10.58,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000310,ITEM-081,LOC-001,20.52,8.2,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000311,ITEM-137,LOC-001,7.68,1.46,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000312,ITEM-059,LOC-001,35.91,17.86,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000313,ITEM-147,LOC-001,7.05,1.46,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000314,ITEM-109,LOC-001,12.18,3.7,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000315,ITEM-024,LOC-001,19.24,7.67,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000316,ITEM-013,LOC-001,16.66,7.28,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000317,ITEM-035,LOC-001,53.87,15.21,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000318,ITEM-050,LOC-001,46.17,19.18,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000319,ITEM-090,LOC-001,17.95,5.95,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000320,ITEM-113,LOC-001,30.78,7.28,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000321,ITEM-029,LOC-001,43.6,19.18,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000322,ITEM-116,LOC-001,12.18,3.57,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000323,ITEM-130,LOC-001,17.31,3.31,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000324,ITEM-053,LOC-001,43.6,18.26,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000325,ITEM-057,LOC-001,62.84,29.11,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000326,ITEM-073,LOC-002,54.34,22.93,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000327,ITEM-042,LOC-002,23.46,8.79,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000328,ITEM-097,LOC-002,19.14,6.5,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000329,ITEM-123,LOC-002,19.14,3.95,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000330,ITEM-007,LOC-002,19.75,9.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000331,ITEM-048,LOC-002,69.16,33.12,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000332,ITEM-070,LOC-002,33.34,14.65,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000333,ITEM-115,LOC-002,12.35,3.82,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000334,ITEM-022,LOC-002,21.61,10.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000335,ITEM-081,LOC-002,19.76,7.9,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000336,ITEM-137,LOC-002,7.4,1.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000337,ITEM-059,LOC-002,34.58,17.2,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000338,ITEM-147,LOC-002,6.79,1.4,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000339,ITEM-109,LOC-002,11.73,3.57,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000340,ITEM-024,LOC-002,18.52,7.39,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000341,ITEM-013,LOC-002,16.04,7.01,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000342,ITEM-035,LOC-002,51.87,14.65,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000343,ITEM-050,LOC-002,44.46,18.47,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000344,ITEM-090,LOC-002,17.29,5.73,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000345,ITEM-113,LOC-002,29.64,7.01,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000346,ITEM-029,LOC-002,41.99,18.47,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000347,ITEM-116,LOC-002,11.73,3.44,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000348,ITEM-130,LOC-002,16.67,3.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000349,ITEM-053,LOC-002,41.99,17.58,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000350,ITEM-057,LOC-002,60.51,28.03,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000351,ITEM-073,LOC-004,52.25,22.05,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000352,ITEM-042,LOC-004,22.56,8.45,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000353,ITEM-097,LOC-004,18.41,6.25,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000354,ITEM-123,LOC-004,18.41,3.8,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000355,ITEM-007,LOC-004,18.99,9.19,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000356,ITEM-048,LOC-004,66.5,31.85,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000357,ITEM-070,LOC-004,32.06,14.09,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000358,ITEM-115,LOC-004,11.88,3.68,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000359,ITEM-022,LOC-004,20.78,9.8,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000360,ITEM-081,LOC-004,19.0,7.6,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000361,ITEM-137,LOC-004,7.11,1.35,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000362,ITEM-059,LOC-004,33.25,16.54,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000363,ITEM-147,LOC-004,6.53,1.35,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000364,ITEM-109,LOC-004,11.28,3.43,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000365,ITEM-024,LOC-004,17.81,7.11,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000366,ITEM-013,LOC-004,15.43,6.74,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000367,ITEM-035,LOC-004,49.88,14.09,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000368,ITEM-050,LOC-004,42.75,17.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000369,ITEM-090,LOC-004,16.62,5.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000370,ITEM-113,LOC-004,28.5,6.74,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000371,ITEM-029,LOC-004,40.38,17.76,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000372,ITEM-116,LOC-004,11.28,3.31,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000373,ITEM-130,LOC-004,16.03,3.06,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000374,ITEM-053,LOC-004,40.38,16.91,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000375,ITEM-057,LOC-004,58.19,26.95,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000376,ITEM-001,LOC-007,8.27,6.75,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000377,ITEM-002,LOC-007,13.34,11.2,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000378,ITEM-003,LOC-007,8.74,7.1,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000379,ITEM-004,LOC-007,6.43,4.8,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000380,ITEM-016,LOC-007,12.87,10.8,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000381,ITEM-017,LOC-007,13.34,11.0,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000382,ITEM-031,LOC-007,14.71,12.0,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000383,ITEM-032,LOC-007,17.02,13.8,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000384,ITEM-052,LOC-007,27.59,18.5,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000385,ITEM-068,LOC-007,18.39,14.5,2025-05-01,2025-09-30,SUBURBAN_VALUE_PROMOTION,POPULAR_LOW_MARGIN
PRH-000386,ITEM-073,LOC-010,58.52,24.7,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000387,ITEM-042,LOC-010,25.27,9.47,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000388,ITEM-097,LOC-010,20.61,7.0,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000389,ITEM-123,LOC-010,20.61,4.25,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000390,ITEM-007,LOC-010,21.27,10.29,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000391,ITEM-048,LOC-010,74.48,35.67,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000392,ITEM-070,LOC-010,35.91,15.78,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000393,ITEM-115,LOC-010,13.3,4.12,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000394,ITEM-022,LOC-010,23.27,10.98,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000395,ITEM-081,LOC-010,21.28,8.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000396,ITEM-137,LOC-010,7.97,1.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000397,ITEM-059,LOC-010,37.24,18.52,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000398,ITEM-147,LOC-010,7.31,1.51,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000399,ITEM-109,LOC-010,12.63,3.84,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000400,ITEM-024,LOC-010,19.95,7.96,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000401,ITEM-013,LOC-010,17.28,7.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000402,ITEM-035,LOC-010,55.86,15.78,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000403,ITEM-050,LOC-010,47.88,19.89,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000404,ITEM-090,LOC-010,18.62,6.17,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000405,ITEM-113,LOC-010,31.92,7.55,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000406,ITEM-029,LOC-010,45.22,19.89,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,PROFITABLE_LOW_SELLING
PRH-000407,ITEM-116,LOC-010,12.63,3.7,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000408,ITEM-130,LOC-010,17.95,3.43,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
PRH-000409,ITEM-053,LOC-010,45.22,18.93,2025-04-01,2025-12-31,METROPOLITAN_PREMIUM_RATE,STANDARD
