customer_id,recency,frequency,monetary_value,average_order_value,visit_frequency,favorite_menu_categories,promotion_sensitivity,ordering_channel,time_of_day_preference,repeat_behavior,r_score,f_score,m_score,rfm_cell,rfm_composite_index,customer_segment
CUST-06621,103,3,706.32,235.44,73.5,Farm-Fresh Salads & Grain Bowls,0.3333,DINE_IN,Dinner,0.0417,3,4,4,344,3.6,High-Value Loyal Customers
CUST-06622,144,2,407.48,203.74,134.0,Farm-Fresh Salads & Grain Bowls,0.5,DINE_IN,Dinner,0.0526,3,3,3,333,3.0,Promotion-Driven Customers
CUST-06623,222,2,826.81,413.41,134.0,Artisanal Burgers & Handhelds,0.5,DRIVE_THRU,Dinner,0.0357,2,3,5,235,3.2,At-Risk Customers
CUST-06624,287,1,241.9,241.9,180.0,Appetizers & Small Plates,0.0,DRIVE_THRU,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06625,19,4,1037.59,259.4,29.0,Wood-Fired Pizzas & Pastas,0.0,DINE_IN,Lunch,0.0968,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06626,194,1,152.17,152.17,180.0,Handcrafted Desserts & Pastries,0.0,DELIVERY,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06627,278,3,876.08,292.03,31.5,Wood-Fired Pizzas & Pastas,0.3333,DINE_IN,Dinner,0.0,2,4,5,245,3.5,At-Risk Customers
CUST-06628,80,1,152.66,152.66,180.0,Vegan & Plant-Based Creations,1.0,DELIVERY,Lunch,0.0,4,2,2,422,2.8,Occasional Customers
CUST-06629,149,3,586.38,195.46,75.0,Farm-Fresh Salads & Grain Bowls,1.0,DELIVERY,Dinner,0.0435,3,4,4,344,3.6,Promotion-Driven Customers
CUST-06630,208,1,162.08,162.08,180.0,Specialty Coffee & Beverages,0.0,DRIVE_THRU,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06631,37,2,869.82,434.91,17.0,Wood-Fired Pizzas & Pastas,0.5,TAKEOUT,Dinner,0.037,5,3,5,535,4.4,New Customers
CUST-06632,196,1,202.73,202.73,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06633,12,5,1151.74,230.35,74.2,Signature Cocktails & Mocktails,0.2,DELIVERY,Lunch,0.2439,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06634,20,1,222.42,222.42,180.0,Specialty Coffee & Beverages,1.0,DRIVE_THRU,Dinner,0.0,5,2,2,522,3.2,New Customers
CUST-06635,321,1,511.3,511.3,180.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Lunch,0.0,2,2,4,224,2.6,Occasional Customers
CUST-06636,51,1,270.45,270.45,180.0,Farm-Fresh Salads & Grain Bowls,1.0,DELIVERY,Dinner,0.0,4,2,2,422,2.8,New Customers
CUST-06637,10,2,359.28,179.64,13.0,Signature Cocktails & Mocktails,0.5,TAKEOUT,Dinner,0.0,5,3,3,533,3.8,New Customers
CUST-06638,29,3,980.19,326.73,132.5,Farm-Fresh Salads & Grain Bowls,0.3333,DELIVERY,Dinner,0.0323,5,4,5,545,4.7,High-Value Loyal Customers
CUST-06639,6,5,1194.13,238.83,48.2,Handcrafted Desserts & Pastries,0.8,TAKEOUT,Lunch,0.25,5,5,5,555,5.0,Promotion-Driven Customers
CUST-06640,27,7,1420.07,202.87,36.5,Wood-Fired Pizzas & Pastas,0.2857,TAKEOUT,Lunch,0.16,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06641,39,2,943.21,471.61,271.0,Signature Cocktails & Mocktails,0.0,TAKEOUT,Dinner,0.0,4,3,5,435,4.0,New Customers
CUST-06642,131,1,319.27,319.27,180.0,Handcrafted Desserts & Pastries,1.0,TAKEOUT,Dinner,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06643,321,1,482.82,482.82,180.0,Appetizers & Small Plates,1.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06644,299,1,174.81,174.81,180.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06645,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06646,77,2,386.88,193.44,54.0,Vegan & Plant-Based Creations,0.0,DINE_IN,Dinner,0.0,4,3,3,433,3.4,Occasional Customers
CUST-06647,41,4,956.86,239.22,86.0,Farm-Fresh Salads & Grain Bowls,0.0,DINE_IN,Dinner,0.2333,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06648,270,1,332.85,332.85,180.0,Signature Cocktails & Mocktails,0.0,TAKEOUT,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06649,0,1,120.1,120.1,180.0,Appetizers & Small Plates,0.0,DRIVE_THRU,Dinner,0.0,5,2,1,521,2.9,New Customers
CUST-06650,174,2,474.25,237.13,116.0,Signature Cocktails & Mocktails,0.5,TAKEOUT,Dinner,0.1,3,3,3,333,3.0,At-Risk Customers
CUST-06651,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06652,39,6,1621.51,270.25,54.6,Signature Cocktails & Mocktails,0.5,TAKEOUT,Dinner,0.2308,4,5,5,455,4.6,Promotion-Driven Customers
CUST-06653,205,3,1177.52,392.51,71.0,Specialty Coffee & Beverages,0.3333,DINE_IN,Dinner,0.0,2,4,5,245,3.5,At-Risk Customers
CUST-06654,25,1,447.29,447.29,180.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Dinner,0.0,5,2,3,523,3.5,New Customers
CUST-06655,17,2,811.96,405.98,245.0,Specialty Coffee & Beverages,0.5,DELIVERY,Dinner,0.25,5,3,5,535,4.4,New Customers
CUST-06656,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06657,160,2,422.38,211.19,97.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0714,3,3,3,333,3.0,At-Risk Customers
CUST-06658,283,1,265.63,265.63,180.0,Specialty Coffee & Beverages,0.0,TAKEOUT,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06659,15,3,1034.44,344.81,112.5,Farm-Fresh Salads & Grain Bowls,0.0,TAKEOUT,Lunch,0.1034,5,4,5,545,4.7,High-Value Loyal Customers
CUST-06660,17,2,634.93,317.47,312.0,Farm-Fresh Salads & Grain Bowls,1.0,DELIVERY,Dinner,0.0,5,3,4,534,4.1,New Customers
CUST-06661,148,2,803.55,401.78,135.0,Vegan & Plant-Based Creations,0.0,DINE_IN,Dinner,0.0,3,3,5,335,3.6,Occasional Customers
CUST-06662,180,2,557.05,278.53,166.0,Specialty Coffee & Beverages,0.5,TAKEOUT,Dinner,0.0526,2,3,4,234,2.9,At-Risk Customers
CUST-06663,145,1,160.32,160.32,180.0,Artisanal Burgers & Handhelds,1.0,DINE_IN,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06664,263,1,143.39,143.39,180.0,Wood-Fired Pizzas & Pastas,0.0,DRIVE_THRU,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06665,11,3,574.38,191.46,143.5,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.0,5,4,4,544,4.4,Frequent Customers
CUST-06666,27,1,380.46,380.46,180.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Dinner,0.0,5,2,3,523,3.5,New Customers
CUST-06667,128,4,961.5,240.38,68.3,Wood-Fired Pizzas & Pastas,0.25,DINE_IN,Lunch,0.1613,3,5,5,355,4.2,Occasional Customers
CUST-06668,86,8,2446.41,305.8,33.3,Farm-Fresh Salads & Grain Bowls,0.375,DELIVERY,Lunch,0.2581,4,5,5,455,4.6,Promotion-Driven Customers
CUST-06669,149,2,407.94,203.97,48.0,Specialty Coffee & Beverages,0.5,DINE_IN,Lunch,0.0625,3,3,3,333,3.0,Promotion-Driven Customers
CUST-06670,212,2,461.18,230.59,134.0,Farm-Fresh Salads & Grain Bowls,0.5,DINE_IN,Dinner,0.0,2,3,3,233,2.6,At-Risk Customers
CUST-06671,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06672,148,2,733.12,366.56,32.0,Appetizers & Small Plates,0.5,DRIVE_THRU,Dinner,0.0476,3,3,4,334,3.3,Promotion-Driven Customers
CUST-06673,55,1,361.01,361.01,180.0,Chef Specials & Seafood,0.0,DINE_IN,Dinner,0.0,4,2,3,423,3.1,New Customers
CUST-06674,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06675,159,1,316.58,316.58,180.0,Wood-Fired Pizzas & Pastas,0.0,DRIVE_THRU,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06676,330,1,223.44,223.44,180.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06677,362,1,227.6,227.6,180.0,Specialty Coffee & Beverages,0.0,TAKEOUT,Dinner,0.0,1,2,2,122,1.6,Occasional Customers
CUST-06678,96,2,479.86,239.93,224.0,Prime Steaks & Butcher Cuts,0.5,DELIVERY,Lunch,0.0,3,3,3,333,3.0,Promotion-Driven Customers
CUST-06679,100,2,508.86,254.43,234.0,Signature Cocktails & Mocktails,0.0,DINE_IN,Lunch,0.0625,3,3,4,334,3.3,Occasional Customers
CUST-06680,125,6,1778.65,296.44,44.6,Specialty Coffee & Beverages,0.5,DINE_IN,Lunch,0.1538,3,5,5,355,4.2,Promotion-Driven Customers
CUST-06681,29,4,1002.93,250.73,34.3,Handcrafted Desserts & Pastries,0.0,DELIVERY,Lunch,0.0571,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06682,129,2,570.06,285.03,17.0,Signature Cocktails & Mocktails,0.0,DINE_IN,Lunch,0.0667,3,3,4,334,3.3,Occasional Customers
CUST-06683,146,1,231.1,231.1,180.0,Prime Steaks & Butcher Cuts,1.0,TAKEOUT,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06684,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06685,63,4,1227.79,306.95,87.3,Farm-Fresh Salads & Grain Bowls,0.25,DINE_IN,Dinner,0.1613,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06686,146,1,295.85,295.85,180.0,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06687,42,2,469.03,234.52,66.0,Signature Cocktails & Mocktails,0.5,DINE_IN,Lunch,0.0,4,3,3,433,3.4,New Customers
CUST-06688,187,1,58.63,58.63,180.0,Specialty Coffee & Beverages,0.0,TAKEOUT,Dinner,0.0,2,2,1,221,1.7,Occasional Customers
CUST-06689,273,1,450.35,450.35,180.0,Wood-Fired Pizzas & Pastas,0.0,DINE_IN,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06690,121,1,158.01,158.01,180.0,Appetizers & Small Plates,1.0,DINE_IN,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06691,243,1,140.16,140.16,180.0,Signature Cocktails & Mocktails,0.0,DRIVE_THRU,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06692,143,2,614.95,307.47,23.0,Chef Specials & Seafood,0.5,DINE_IN,Lunch,0.0,3,3,4,334,3.3,Promotion-Driven Customers
CUST-06693,111,3,638.21,212.74,65.5,Artisanal Burgers & Handhelds,0.3333,DRIVE_THRU,Dinner,0.0645,3,4,4,344,3.6,High-Value Loyal Customers
CUST-06694,6,3,912.15,304.05,166.5,Wood-Fired Pizzas & Pastas,1.0,DINE_IN,Lunch,0.0333,5,4,5,545,4.7,Promotion-Driven Customers
CUST-06695,68,4,1018.53,254.63,83.7,Specialty Coffee & Beverages,0.0,TAKEOUT,Dinner,0.0606,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06696,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06697,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06698,170,1,465.53,465.53,180.0,Signature Cocktails & Mocktails,1.0,DINE_IN,Dinner,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06699,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06700,14,4,969.86,242.47,94.0,Handcrafted Desserts & Pastries,0.0,TAKEOUT,Dinner,0.0303,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06701,22,2,539.66,269.83,38.0,Vegan & Plant-Based Creations,0.0,DELIVERY,Lunch,0.0,5,3,4,534,4.1,New Customers
CUST-06702,163,1,356.41,356.41,180.0,Signature Cocktails & Mocktails,1.0,DINE_IN,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06703,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06704,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06705,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06706,176,1,450.33,450.33,180.0,Vegan & Plant-Based Creations,1.0,DINE_IN,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06707,31,3,690.86,230.29,103.5,Specialty Coffee & Beverages,0.3333,TAKEOUT,Lunch,0.0714,5,4,4,544,4.4,High-Value Loyal Customers
CUST-06708,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06709,9,2,828.86,414.43,148.0,Wood-Fired Pizzas & Pastas,0.5,DINE_IN,Lunch,0.1364,5,3,5,535,4.4,New Customers
CUST-06710,177,1,192.67,192.67,180.0,Appetizers & Small Plates,1.0,TAKEOUT,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06711,101,4,973.55,243.39,74.7,Specialty Coffee & Beverages,0.25,TAKEOUT,Lunch,0.1471,3,5,5,355,4.2,High-Value Loyal Customers
CUST-06712,36,4,1182.41,295.6,67.7,Appetizers & Small Plates,0.5,TAKEOUT,Dinner,0.1613,5,5,5,555,5.0,Promotion-Driven Customers
CUST-06713,36,3,861.72,287.24,53.5,Specialty Coffee & Beverages,0.6667,DINE_IN,Dinner,0.0741,5,4,5,545,4.7,Promotion-Driven Customers
CUST-06714,31,3,898.33,299.44,154.5,Specialty Coffee & Beverages,1.0,DINE_IN,Dinner,0.1333,5,4,5,545,4.7,Promotion-Driven Customers
CUST-06715,71,4,1225.52,306.38,75.3,Artisanal Burgers & Handhelds,0.0,DINE_IN,Lunch,0.1,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06716,76,2,415.42,207.71,257.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Dinner,0.0952,4,3,3,433,3.4,Promotion-Driven Customers
CUST-06717,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06718,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06719,16,5,823.58,164.72,38.5,Specialty Coffee & Beverages,0.2,TAKEOUT,Lunch,0.2222,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06720,178,1,155.87,155.87,180.0,Artisanal Burgers & Handhelds,0.0,TAKEOUT,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06721,181,1,336.22,336.22,180.0,Farm-Fresh Salads & Grain Bowls,1.0,DINE_IN,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06722,300,2,536.06,268.03,24.0,Specialty Coffee & Beverages,0.0,DINE_IN,Lunch,0.0,2,3,4,234,2.9,At-Risk Customers
CUST-06723,150,2,632.44,316.22,50.0,Wood-Fired Pizzas & Pastas,1.0,DINE_IN,Dinner,0.0833,3,3,4,334,3.3,At-Risk Customers
CUST-06724,28,1,271.69,271.69,180.0,Appetizers & Small Plates,0.0,TAKEOUT,Dinner,0.0,5,2,2,522,3.2,New Customers
CUST-06725,59,6,1604.78,267.46,56.0,Handcrafted Desserts & Pastries,0.1667,DINE_IN,Dinner,0.1698,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06726,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06727,116,2,899.23,449.62,71.0,Appetizers & Small Plates,0.0,DINE_IN,Lunch,0.0,3,3,5,335,3.6,Occasional Customers
CUST-06728,39,2,467.8,233.9,172.0,Handcrafted Desserts & Pastries,0.0,DINE_IN,Dinner,0.1176,4,3,3,433,3.4,New Customers
CUST-06729,12,3,613.1,204.37,88.0,Wood-Fired Pizzas & Pastas,0.3333,DINE_IN,Dinner,0.0417,5,4,4,544,4.4,Frequent Customers
CUST-06730,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06731,36,2,464.06,232.03,296.0,Chef Specials & Seafood,0.5,DINE_IN,Lunch,0.0769,5,3,3,533,3.8,New Customers
CUST-06732,12,2,442.07,221.04,306.0,Appetizers & Small Plates,0.0,TAKEOUT,Dinner,0.0625,5,3,3,533,3.8,New Customers
CUST-06733,101,3,428.1,142.7,79.5,Specialty Coffee & Beverages,0.3333,TAKEOUT,Lunch,0.1818,3,4,3,343,3.3,Frequent Customers
CUST-06734,48,1,330.93,330.93,180.0,Vegan & Plant-Based Creations,0.0,TAKEOUT,Lunch,0.0,4,2,3,423,3.1,New Customers
CUST-06735,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06736,135,2,860.28,430.14,31.0,Wood-Fired Pizzas & Pastas,0.0,DINE_IN,Dinner,0.0,3,3,5,335,3.6,Occasional Customers
CUST-06737,263,2,425.13,212.57,71.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Dinner,0.0,2,3,3,233,2.6,At-Risk Customers
CUST-06738,222,1,147.69,147.69,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Lunch,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06739,124,3,916.72,305.57,97.5,Specialty Coffee & Beverages,0.3333,DINE_IN,Dinner,0.04,3,4,5,345,3.9,Occasional Customers
CUST-06740,49,1,178.69,178.69,180.0,Wood-Fired Pizzas & Pastas,1.0,DINE_IN,Dinner,0.0,4,2,2,422,2.8,New Customers
CUST-06741,150,1,380.73,380.73,180.0,Signature Cocktails & Mocktails,1.0,TAKEOUT,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06742,29,2,385.75,192.88,208.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.1176,5,3,3,533,3.8,New Customers
CUST-06743,99,4,1113.41,278.35,62.3,Specialty Coffee & Beverages,0.75,DRIVE_THRU,Dinner,0.1026,3,5,5,355,4.2,Promotion-Driven Customers
CUST-06744,60,1,286.84,286.84,180.0,Chef Specials & Seafood,0.0,DRIVE_THRU,Lunch,0.0,4,2,2,422,2.8,New Customers
CUST-06745,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06746,10,3,622.73,207.58,77.5,Specialty Coffee & Beverages,0.3333,DELIVERY,Lunch,0.12,5,4,4,544,4.4,High-Value Loyal Customers
CUST-06747,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06748,44,2,344.4,172.2,236.0,Vegan & Plant-Based Creations,0.5,DINE_IN,Dinner,0.0,4,3,3,433,3.4,New Customers
CUST-06749,164,5,1037.49,207.5,13.5,Specialty Coffee & Beverages,0.4,DELIVERY,Lunch,0.1026,3,5,5,355,4.2,At-Risk Customers
CUST-06750,271,2,304.21,152.11,55.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,2,3,2,232,2.3,At-Risk Customers
CUST-06751,172,1,337.22,337.22,180.0,Farm-Fresh Salads & Grain Bowls,1.0,DINE_IN,Lunch,0.0,3,2,3,323,2.7,Occasional Customers
CUST-06752,4,3,515.8,171.93,139.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.1765,5,4,4,544,4.4,Frequent Customers
CUST-06753,267,1,827.53,827.53,180.0,Artisanal Burgers & Handhelds,0.0,DINE_IN,Lunch,0.0,2,2,5,225,2.9,Occasional Customers
CUST-06754,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06755,269,1,371.63,371.63,180.0,Chef Specials & Seafood,0.0,DELIVERY,Lunch,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06756,72,2,418.66,209.33,38.0,Wood-Fired Pizzas & Pastas,0.5,DINE_IN,Dinner,0.1429,4,3,3,433,3.4,Promotion-Driven Customers
CUST-06757,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06758,279,1,172.64,172.64,180.0,Farm-Fresh Salads & Grain Bowls,1.0,TAKEOUT,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06759,123,3,963.42,321.14,100.0,Farm-Fresh Salads & Grain Bowls,0.0,DINE_IN,Lunch,0.1538,3,4,5,345,3.9,Occasional Customers
CUST-06760,275,1,317.98,317.98,180.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
CUST-06761,157,1,198.08,198.08,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06762,29,4,1170.06,292.52,89.3,Farm-Fresh Salads & Grain Bowls,0.25,DINE_IN,Lunch,0.1379,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06763,287,2,348.13,174.07,44.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,2,3,3,233,2.6,At-Risk Customers
CUST-06764,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06765,318,2,478.24,239.12,12.0,Specialty Coffee & Beverages,0.5,DINE_IN,Dinner,0.05,2,3,3,233,2.6,At-Risk Customers
CUST-06766,227,2,681.9,340.95,8.0,Vegan & Plant-Based Creations,1.0,DINE_IN,Dinner,0.0,2,3,4,234,2.9,At-Risk Customers
CUST-06767,164,2,644.4,322.2,187.0,Appetizers & Small Plates,1.0,DINE_IN,Dinner,0.0,3,3,4,334,3.3,At-Risk Customers
CUST-06768,72,2,617.04,308.52,58.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.0,4,3,4,434,3.7,Occasional Customers
CUST-06769,180,2,784.49,392.25,139.0,Wood-Fired Pizzas & Pastas,0.5,TAKEOUT,Lunch,0.0,2,3,5,235,3.2,At-Risk Customers
CUST-06770,66,2,346.4,173.2,127.0,Signature Cocktails & Mocktails,1.0,DINE_IN,Dinner,0.0,4,3,3,433,3.4,Promotion-Driven Customers
CUST-06771,71,2,505.31,252.66,16.0,Artisanal Burgers & Handhelds,0.5,DINE_IN,Lunch,0.0,4,3,3,433,3.4,Promotion-Driven Customers
CUST-06772,164,3,833.25,277.75,84.5,Artisanal Burgers & Handhelds,0.6667,DRIVE_THRU,Lunch,0.037,3,4,5,345,3.9,At-Risk Customers
CUST-06773,33,3,1277.14,425.71,139.5,Signature Cocktails & Mocktails,0.0,DINE_IN,Dinner,0.0938,5,4,5,545,4.7,High-Value Loyal Customers
CUST-06774,114,1,222.94,222.94,180.0,Chef Specials & Seafood,0.0,TAKEOUT,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06775,53,2,536.35,268.17,227.0,Appetizers & Small Plates,0.5,TAKEOUT,Dinner,0.0455,4,3,4,434,3.7,New Customers
CUST-06776,32,2,797.2,398.6,324.0,Wood-Fired Pizzas & Pastas,0.0,TAKEOUT,Dinner,0.0385,5,3,5,535,4.4,New Customers
CUST-06777,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06778,28,3,696.45,232.15,163.0,Specialty Coffee & Beverages,0.0,DELIVERY,Dinner,0.1923,5,4,4,544,4.4,High-Value Loyal Customers
CUST-06779,102,1,277.34,277.34,180.0,Wood-Fired Pizzas & Pastas,0.0,DRIVE_THRU,Lunch,0.0,3,2,2,322,2.4,Occasional Customers
CUST-06780,83,4,1010.23,252.56,88.0,Vegan & Plant-Based Creations,0.25,DRIVE_THRU,Lunch,0.1765,4,5,5,455,4.6,High-Value Loyal Customers
CUST-06781,19,4,1107.96,276.99,96.7,Farm-Fresh Salads & Grain Bowls,0.25,DINE_IN,Lunch,0.0909,5,5,5,555,5.0,High-Value Loyal Customers
CUST-06782,63,2,462.27,231.14,270.0,Vegan & Plant-Based Creations,1.0,DRIVE_THRU,Lunch,0.0,4,3,3,433,3.4,Promotion-Driven Customers
CUST-06783,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06784,131,1,602.08,602.08,180.0,Appetizers & Small Plates,0.0,DELIVERY,Dinner,0.0,3,2,4,324,3.0,Occasional Customers
CUST-06785,206,1,132.4,132.4,180.0,Wood-Fired Pizzas & Pastas,0.0,DINE_IN,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06786,281,2,546.16,273.08,13.0,Artisanal Burgers & Handhelds,0.0,DELIVERY,Dinner,0.0,2,3,4,234,2.9,At-Risk Customers
CUST-06787,18,1,385.75,385.75,180.0,Prime Steaks & Butcher Cuts,0.0,DINE_IN,Dinner,0.0,5,2,3,523,3.5,New Customers
CUST-06788,87,3,574.12,191.37,100.0,Specialty Coffee & Beverages,0.6667,DINE_IN,Dinner,0.0833,4,4,4,444,4.0,Promotion-Driven Customers
CUST-06789,155,4,1164.5,291.13,20.0,Signature Cocktails & Mocktails,0.25,TAKEOUT,Dinner,0.0588,3,5,5,355,4.2,At-Risk Customers
CUST-06790,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06791,286,1,302.0,302.0,180.0,Vegan & Plant-Based Creations,0.0,DELIVERY,Dinner,0.0,2,2,2,222,2.0,Occasional Customers
CUST-06792,50,3,1018.97,339.66,139.5,Signature Cocktails & Mocktails,0.6667,DINE_IN,Lunch,0.129,4,4,5,445,4.3,Promotion-Driven Customers
CUST-06793,45,3,631.97,210.66,77.0,Specialty Coffee & Beverages,0.0,DELIVERY,Lunch,0.1364,4,4,4,444,4.0,High-Value Loyal Customers
CUST-06794,365,0,0.0,0.0,365.0,Artisanal Burgers,0.0,Dine-in,Dinner,0.0,1,1,1,111,1.0,Occasional Customers
CUST-06795,251,1,310.92,310.92,180.0,Specialty Coffee & Beverages,0.0,DINE_IN,Dinner,0.0,2,2,3,223,2.3,Occasional Customers
