customer_id,customer_recency,customer_frequency,customer_monetary_value,average_order_value,promotion_sensitivity,first_order_date,last_order_date,lunch_orders,dinner_orders,late_night_orders,r_score,f_score,m_score,rfm_cell,rfm_composite_index
CUST-14332,17,4,1276.0,319.0,0.25,2025-02-14,2025-12-14,2,1,0,5,5,5,555,5.0
CUST-14333,197,4,1243.48,310.87,0.5,2025-03-31,2025-06-17,2,2,0,2,5,5,255,3.8
CUST-14334,240,1,240.79,240.79,0.0,2025-05-05,2025-05-05,0,1,0,2,2,2,222,2.0
CUST-14335,192,1,330.22,330.22,0.0,2025-06-22,2025-06-22,0,1,0,2,2,3,223,2.3
CUST-14336,54,2,368.56,184.28,0.5,2025-03-28,2025-11-07,1,1,0,4,3,3,433,3.4
CUST-14337,96,2,459.69,229.85,1.0,2025-02-23,2025-09-26,1,1,0,3,3,3,333,3.0
CUST-14338,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14339,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14340,272,1,234.89,234.89,0.0,2025-04-03,2025-04-03,0,1,0,2,2,2,222,2.0
CUST-14341,87,2,555.9,277.95,0.0,2025-04-10,2025-10-05,0,1,0,4,3,4,434,3.7
CUST-14342,5,1,160.45,160.45,1.0,2025-12-26,2025-12-26,0,1,0,5,2,2,522,3.2
CUST-14343,227,3,1200.58,400.19,0.3333,2025-04-24,2025-05-18,1,2,0,2,4,5,245,3.5
CUST-14344,47,2,607.41,303.71,0.5,2025-10-27,2025-11-14,2,0,0,4,3,4,434,3.7
CUST-14345,144,1,117.45,117.45,0.0,2025-08-09,2025-08-09,1,0,0,3,2,1,321,2.1
CUST-14346,167,1,279.45,279.45,1.0,2025-07-17,2025-07-17,1,0,0,3,2,2,322,2.4
CUST-14347,78,2,508.98,254.49,0.0,2025-03-29,2025-10-14,2,0,0,4,3,4,434,3.7
CUST-14348,45,1,339.11,339.11,0.0,2025-11-16,2025-11-16,0,0,0,4,2,3,423,3.1
CUST-14349,23,3,550.13,183.38,0.3333,2025-06-06,2025-12-08,0,2,0,5,4,4,544,4.4
CUST-14350,246,1,139.34,139.34,1.0,2025-04-29,2025-04-29,0,1,0,2,2,2,222,2.0
CUST-14351,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14352,197,2,513.31,256.66,0.0,2025-06-16,2025-06-17,0,2,0,2,3,4,234,2.9
CUST-14353,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14354,118,1,203.96,203.96,1.0,2025-09-04,2025-09-04,1,0,0,3,2,2,322,2.4
CUST-14355,132,1,141.67,141.67,1.0,2025-08-21,2025-08-21,1,0,0,3,2,2,322,2.4
CUST-14356,22,2,848.39,424.2,0.0,2025-10-22,2025-12-09,1,1,0,5,3,5,535,4.4
CUST-14357,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14358,47,7,1733.24,247.61,0.4286,2025-01-22,2025-11-14,1,6,0,4,5,5,455,4.6
CUST-14359,127,1,255.67,255.67,0.0,2025-08-26,2025-08-26,0,1,0,3,2,2,322,2.4
CUST-14360,344,1,248.42,248.42,0.0,2025-01-21,2025-01-21,0,1,0,1,2,2,122,1.6
CUST-14361,24,1,159.88,159.88,0.0,2025-12-07,2025-12-07,1,0,0,5,2,2,522,3.2
CUST-14362,55,1,157.19,157.19,1.0,2025-11-06,2025-11-06,1,0,0,4,2,2,422,2.8
CUST-14363,173,2,534.49,267.25,0.5,2025-04-20,2025-07-11,0,0,0,3,3,4,334,3.3
CUST-14364,283,1,333.92,333.92,0.0,2025-03-23,2025-03-23,0,0,0,2,2,3,223,2.3
CUST-14365,8,4,1358.24,339.56,0.25,2025-06-06,2025-12-23,2,1,0,5,5,5,555,5.0
CUST-14366,247,2,687.04,343.52,1.0,2025-04-07,2025-04-28,0,2,0,2,3,4,234,2.9
CUST-14367,31,3,588.68,196.23,1.0,2025-09-25,2025-11-30,1,1,0,5,4,4,544,4.4
CUST-14368,26,2,388.84,194.42,1.0,2025-11-30,2025-12-05,2,0,0,5,3,3,533,3.8
CUST-14369,144,1,174.36,174.36,0.0,2025-08-09,2025-08-09,0,1,0,3,2,2,322,2.4
CUST-14370,45,4,615.15,153.79,0.5,2025-01-31,2025-11-16,1,2,0,4,5,4,454,4.3
CUST-14371,236,1,249.77,249.77,0.0,2025-05-09,2025-05-09,1,0,0,2,2,2,222,2.0
CUST-14372,352,1,386.13,386.13,1.0,2025-01-13,2025-01-13,1,0,0,1,2,3,123,1.9
CUST-14373,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14374,202,2,348.9,174.45,1.0,2025-02-22,2025-06-12,0,1,0,2,3,3,233,2.6
CUST-14375,202,2,912.4,456.2,0.0,2025-04-22,2025-06-12,1,1,0,2,3,5,235,3.2
CUST-14376,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14377,117,3,453.76,151.25,0.6667,2025-01-05,2025-09-05,2,1,0,3,4,3,343,3.3
CUST-14378,43,3,1261.19,420.4,0.6667,2025-01-28,2025-11-18,0,2,0,4,4,5,445,4.3
CUST-14379,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14380,116,2,342.25,171.13,0.5,2025-01-26,2025-09-06,0,2,0,3,3,3,333,3.0
CUST-14381,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14382,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14383,5,2,417.97,208.99,0.5,2025-04-27,2025-12-26,1,1,0,5,3,3,533,3.8
CUST-14384,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14385,107,2,366.67,183.34,0.5,2025-06-04,2025-09-15,1,1,0,3,3,3,333,3.0
CUST-14386,116,1,121.75,121.75,0.0,2025-09-06,2025-09-06,0,1,0,3,2,1,321,2.1
CUST-14387,207,1,214.83,214.83,0.0,2025-06-07,2025-06-07,1,0,0,2,2,2,222,2.0
CUST-14388,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14389,364,1,207.82,207.82,1.0,2025-01-01,2025-01-01,1,0,0,1,2,2,122,1.6
CUST-14390,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14391,24,3,703.79,234.6,0.6667,2025-01-24,2025-12-07,1,1,0,5,4,4,544,4.4
CUST-14392,5,5,998.18,199.64,0.2,2025-03-20,2025-12-26,2,3,0,5,5,5,555,5.0
CUST-14393,208,1,308.6,308.6,0.0,2025-06-06,2025-06-06,0,0,0,2,2,3,223,2.3
CUST-14394,16,5,1333.05,266.61,0.4,2025-06-27,2025-12-15,3,2,0,5,5,5,555,5.0
CUST-14395,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14396,232,2,577.19,288.6,0.0,2025-04-22,2025-05-13,0,2,0,2,3,4,234,2.9
CUST-14397,49,1,314.87,314.87,0.0,2025-11-12,2025-11-12,0,1,0,4,2,3,423,3.1
CUST-14398,239,2,388.84,194.42,0.0,2025-04-08,2025-05-06,2,0,0,2,3,3,233,2.6
CUST-14399,32,3,938.62,312.87,0.0,2025-08-31,2025-11-29,2,0,0,5,4,5,545,4.7
CUST-14400,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14401,238,1,335.13,335.13,0.0,2025-05-07,2025-05-07,0,0,0,2,2,3,223,2.3
CUST-14402,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14403,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14404,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14405,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14406,72,2,336.77,168.39,0.5,2025-08-31,2025-10-20,1,1,0,4,3,3,433,3.4
CUST-14407,96,3,1018.84,339.61,0.3333,2025-01-13,2025-09-26,0,3,0,3,4,5,345,3.9
CUST-14408,160,2,426.55,213.28,0.0,2025-07-22,2025-07-24,2,0,0,3,3,3,333,3.0
CUST-14409,66,2,587.29,293.65,0.0,2025-03-10,2025-10-26,1,1,0,4,3,4,434,3.7
CUST-14410,10,3,944.72,314.91,0.6667,2025-01-23,2025-12-21,3,0,0,5,4,5,545,4.7
CUST-14411,19,2,537.81,268.91,0.5,2025-11-18,2025-12-12,1,1,0,5,3,4,534,4.1
CUST-14412,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14413,65,1,332.45,332.45,0.0,2025-10-27,2025-10-27,1,0,0,4,2,3,423,3.1
CUST-14414,360,1,499.0,499.0,0.0,2025-01-05,2025-01-05,1,0,0,1,2,3,123,1.9
CUST-14415,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14416,131,2,552.66,276.33,1.0,2025-07-01,2025-08-22,2,0,0,3,3,4,334,3.3
CUST-14417,107,1,259.42,259.42,0.0,2025-09-15,2025-09-15,0,0,0,3,2,2,322,2.4
CUST-14418,208,2,608.54,304.27,0.0,2025-05-24,2025-06-06,2,0,0,2,3,4,234,2.9
CUST-14419,292,1,364.13,364.13,0.0,2025-03-14,2025-03-14,0,1,0,2,2,3,223,2.3
CUST-14420,96,1,271.4,271.4,1.0,2025-09-26,2025-09-26,1,0,0,3,2,2,322,2.4
CUST-14421,228,2,338.22,169.11,0.0,2025-02-01,2025-05-17,1,1,0,2,3,3,233,2.6
CUST-14422,224,1,386.66,386.66,0.0,2025-05-21,2025-05-21,0,0,0,2,2,3,223,2.3
CUST-14423,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14424,137,2,342.99,171.5,1.0,2025-07-10,2025-08-16,2,0,0,3,3,3,333,3.0
CUST-14425,1,3,872.87,290.96,0.0,2025-08-03,2025-12-30,1,2,0,5,4,5,545,4.7
CUST-14426,4,5,1447.49,289.5,0.0,2025-01-26,2025-12-27,3,2,0,5,5,5,555,5.0
CUST-14427,31,1,441.52,441.52,0.0,2025-11-30,2025-11-30,0,1,0,5,2,3,523,3.5
CUST-14428,45,3,250.37,83.46,0.0,2025-03-03,2025-11-16,2,1,0,4,4,2,442,3.4
CUST-14429,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14430,15,1,189.92,189.92,0.0,2025-12-16,2025-12-16,1,0,0,5,2,2,522,3.2
CUST-14431,130,1,208.87,208.87,0.0,2025-08-23,2025-08-23,1,0,0,3,2,2,322,2.4
CUST-14432,148,2,572.19,286.1,0.0,2025-05-09,2025-08-05,1,1,0,3,3,4,334,3.3
CUST-14433,46,4,1402.06,350.52,0.25,2025-02-13,2025-11-15,2,1,0,4,5,5,455,4.6
CUST-14434,21,1,381.42,381.42,0.0,2025-12-10,2025-12-10,1,0,0,5,2,3,523,3.5
CUST-14435,87,4,684.67,171.17,0.25,2025-02-10,2025-10-05,3,1,0,4,5,4,454,4.3
CUST-14436,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14437,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14438,5,1,318.38,318.38,0.0,2025-12-26,2025-12-26,0,1,0,5,2,3,523,3.5
CUST-14439,42,1,160.95,160.95,1.0,2025-11-19,2025-11-19,0,0,1,4,2,2,422,2.8
CUST-14440,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14441,189,1,358.59,358.59,0.0,2025-06-25,2025-06-25,0,1,0,2,2,3,223,2.3
CUST-14442,40,2,425.64,212.82,0.0,2025-06-29,2025-11-21,2,0,0,4,3,3,433,3.4
CUST-14443,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14444,191,2,360.53,180.27,0.5,2025-03-02,2025-06-23,2,0,0,2,3,3,233,2.6
CUST-14445,39,1,354.88,354.88,0.0,2025-11-22,2025-11-22,1,0,0,4,2,3,423,3.1
CUST-14446,105,2,450.78,225.39,0.0,2025-06-25,2025-09-17,0,1,2,3,3,3,333,3.0
CUST-14447,206,1,136.89,136.89,0.0,2025-06-08,2025-06-08,0,1,0,2,2,2,222,2.0
CUST-14448,14,2,432.93,216.46,0.5,2025-12-12,2025-12-17,1,1,0,5,3,3,533,3.8
CUST-14449,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14450,19,2,419.46,209.73,0.5,2025-08-19,2025-12-12,1,0,0,5,3,3,533,3.8
CUST-14451,129,2,219.07,109.54,0.5,2025-01-25,2025-08-24,0,2,0,3,3,2,332,2.7
CUST-14452,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14453,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14454,73,4,700.47,175.12,0.5,2025-04-21,2025-10-19,1,2,0,4,5,4,454,4.3
CUST-14455,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14456,272,3,720.84,240.28,0.0,2025-02-06,2025-04-03,1,1,0,2,4,4,244,3.2
CUST-14457,131,3,988.35,329.45,0.3333,2025-01-20,2025-08-22,0,1,1,3,4,5,345,3.9
CUST-14458,164,1,428.49,428.49,1.0,2025-07-20,2025-07-20,1,0,0,3,2,3,323,2.7
CUST-14459,158,1,231.05,231.05,0.0,2025-07-26,2025-07-26,0,1,0,3,2,2,322,2.4
CUST-14460,223,1,358.81,358.81,0.0,2025-05-22,2025-05-22,0,1,0,2,2,3,223,2.3
CUST-14461,34,4,1147.04,286.76,0.5,2025-05-24,2025-11-27,2,2,0,5,5,5,555,5.0
CUST-14462,121,2,405.41,202.7,0.5,2025-08-11,2025-09-01,1,1,0,3,3,3,333,3.0
CUST-14463,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14464,147,2,539.04,269.52,0.0,2025-06-09,2025-08-06,1,1,0,3,3,4,334,3.3
CUST-14465,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14466,43,1,308.9,308.9,0.0,2025-11-18,2025-11-18,0,0,0,4,2,3,423,3.1
CUST-14467,3,3,869.98,289.99,0.3333,2025-05-19,2025-12-28,2,0,0,5,4,5,545,4.7
CUST-14468,37,1,116.35,116.35,0.0,2025-11-24,2025-11-24,1,0,0,5,2,1,521,2.9
CUST-14469,88,3,592.53,197.51,1.0,2025-06-26,2025-10-04,1,1,0,4,4,4,444,4.0
CUST-14470,138,2,751.85,375.93,0.5,2025-04-07,2025-08-15,1,1,1,3,3,4,334,3.3
CUST-14471,9,3,992.35,330.78,0.0,2025-02-14,2025-12-22,0,2,0,5,4,5,545,4.7
CUST-14472,262,1,139.26,139.26,1.0,2025-04-13,2025-04-13,0,0,0,2,2,2,222,2.0
CUST-14473,257,1,332.72,332.72,0.0,2025-04-18,2025-04-18,0,0,0,2,2,3,223,2.3
CUST-14474,233,1,133.18,133.18,1.0,2025-05-12,2025-05-12,1,0,0,2,2,2,222,2.0
CUST-14475,72,1,122.31,122.31,0.0,2025-10-20,2025-10-20,1,0,0,4,2,1,421,2.5
CUST-14476,112,2,1070.67,535.34,0.0,2025-01-03,2025-09-10,0,2,0,3,3,5,335,3.6
CUST-14477,74,3,787.47,262.49,0.3333,2025-07-27,2025-10-18,1,2,0,4,4,5,445,4.3
CUST-14478,81,5,1119.02,223.8,0.6,2025-01-08,2025-10-11,3,1,0,4,5,5,455,4.6
CUST-14479,158,2,241.49,120.75,0.5,2025-04-03,2025-07-26,0,1,0,3,3,2,332,2.7
CUST-14480,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14481,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14482,177,3,669.32,223.11,0.0,2025-03-03,2025-07-07,1,1,0,2,4,4,244,3.2
CUST-14483,33,3,1079.07,359.69,0.6667,2025-05-28,2025-11-28,1,2,0,5,4,5,545,4.7
CUST-14484,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14485,52,3,833.59,277.86,0.3333,2025-04-30,2025-11-09,1,2,0,4,4,5,445,4.3
CUST-14486,69,2,637.86,318.93,0.5,2025-07-28,2025-10-23,0,1,0,4,3,4,434,3.7
CUST-14487,238,4,1037.54,259.39,0.25,2025-02-15,2025-05-07,2,1,0,2,5,5,255,3.8
CUST-14488,40,3,798.93,266.31,0.3333,2025-10-11,2025-11-21,0,3,0,4,4,5,445,4.3
CUST-14489,11,2,438.94,219.47,0.5,2025-04-02,2025-12-20,2,0,0,5,3,3,533,3.8
CUST-14490,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14491,35,3,791.73,263.91,0.3333,2025-01-20,2025-11-26,0,3,0,5,4,5,545,4.7
CUST-14492,52,5,1178.93,235.79,0.0,2025-01-17,2025-11-09,3,1,0,4,5,5,455,4.6
CUST-14493,325,2,755.62,377.81,1.0,2025-01-30,2025-02-09,1,1,0,2,3,4,234,2.9
CUST-14494,10,1,287.81,287.81,0.0,2025-12-21,2025-12-21,0,1,0,5,2,2,522,3.2
CUST-14495,31,1,191.72,191.72,0.0,2025-11-30,2025-11-30,1,0,0,5,2,2,522,3.2
CUST-14496,198,1,304.42,304.42,0.0,2025-06-16,2025-06-16,0,1,0,2,2,2,222,2.0
CUST-14497,341,1,236.37,236.37,0.0,2025-01-24,2025-01-24,0,0,0,1,2,2,122,1.6
CUST-14498,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14499,5,2,653.43,326.72,0.0,2025-12-18,2025-12-26,0,2,0,5,3,4,534,4.1
CUST-14500,250,1,405.88,405.88,0.0,2025-04-25,2025-04-25,0,1,0,2,2,3,223,2.3
CUST-14501,84,5,1193.51,238.7,0.2,2025-02-23,2025-10-08,3,1,0,4,5,5,455,4.6
CUST-14502,163,1,340.06,340.06,0.0,2025-07-21,2025-07-21,1,0,0,3,2,3,323,2.7
CUST-14503,100,3,588.97,196.32,0.3333,2025-04-05,2025-09-22,1,1,0,3,4,4,344,3.6
CUST-14504,55,1,374.47,374.47,0.0,2025-11-06,2025-11-06,1,0,0,4,2,3,423,3.1
CUST-14505,359,1,211.09,211.09,0.0,2025-01-06,2025-01-06,0,0,0,1,2,2,122,1.6
CUST-14506,41,4,1177.09,294.27,0.5,2025-06-28,2025-11-20,2,2,0,4,5,5,455,4.6
CUST-14507,27,2,496.81,248.41,0.0,2025-02-28,2025-12-04,2,0,0,5,3,3,533,3.8
CUST-14508,360,1,447.22,447.22,1.0,2025-01-05,2025-01-05,0,1,0,1,2,3,123,1.9
CUST-14509,35,1,254.37,254.37,0.0,2025-11-26,2025-11-26,0,1,0,5,2,2,522,3.2
CUST-14510,5,2,421.35,210.67,0.0,2025-07-29,2025-12-26,2,0,0,5,3,3,533,3.8
CUST-14511,14,5,1254.57,250.91,0.6,2025-05-10,2025-12-17,4,1,0,5,5,5,555,5.0
CUST-14512,104,2,518.64,259.32,0.0,2025-09-06,2025-09-18,1,1,0,3,3,4,334,3.3
CUST-14513,307,1,177.42,177.42,0.0,2025-02-27,2025-02-27,0,1,0,2,2,2,222,2.0
CUST-14514,8,3,962.18,320.73,0.3333,2025-05-21,2025-12-23,0,2,0,5,4,5,545,4.7
CUST-14515,262,1,185.36,185.36,0.0,2025-04-13,2025-04-13,0,0,0,2,2,2,222,2.0
CUST-14516,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14517,261,1,532.09,532.09,0.0,2025-04-14,2025-04-14,0,0,0,2,2,4,224,2.6
CUST-14518,23,4,784.57,196.14,0.25,2025-07-18,2025-12-08,1,2,0,5,5,5,555,5.0
CUST-14519,108,4,1024.45,256.11,0.5,2025-06-22,2025-09-14,3,0,0,3,5,5,355,4.2
CUST-14520,12,3,1253.95,417.98,0.0,2025-01-29,2025-12-19,2,0,0,5,4,5,545,4.7
CUST-14521,48,1,90.9,90.9,1.0,2025-11-13,2025-11-13,1,0,0,4,2,1,421,2.5
CUST-14522,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14523,29,5,1537.0,307.4,0.2,2025-06-01,2025-12-02,1,3,0,5,5,5,555,5.0
CUST-14524,89,2,811.61,405.8,1.0,2025-04-26,2025-10-03,1,0,0,4,3,5,435,4.0
CUST-14525,66,1,280.03,280.03,0.0,2025-10-26,2025-10-26,0,0,0,4,2,2,422,2.8
CUST-14526,170,2,399.13,199.57,0.5,2025-03-01,2025-07-14,0,2,0,3,3,3,333,3.0
CUST-14527,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14528,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14529,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14530,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14531,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14532,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14533,93,3,436.13,145.38,1.0,2025-03-18,2025-09-29,1,2,0,4,4,3,443,3.7
CUST-14534,183,1,395.6,395.6,0.0,2025-07-01,2025-07-01,0,0,0,2,2,3,223,2.3
CUST-14535,26,1,259.86,259.86,0.0,2025-12-05,2025-12-05,0,1,0,5,2,2,522,3.2
CUST-14536,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14537,295,1,89.25,89.25,0.0,2025-03-11,2025-03-11,0,1,0,2,2,1,221,1.7
CUST-14538,238,2,517.0,258.5,0.5,2025-03-07,2025-05-07,1,1,0,2,3,4,234,2.9
CUST-14539,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14540,14,2,708.78,354.39,0.5,2025-09-07,2025-12-17,2,0,0,5,3,4,534,4.1
CUST-14541,13,2,473.48,236.74,0.5,2025-08-01,2025-12-18,1,0,0,5,3,3,533,3.8
CUST-14542,277,1,303.42,303.42,1.0,2025-03-29,2025-03-29,1,0,0,2,2,2,222,2.0
CUST-14543,50,1,117.99,117.99,0.0,2025-11-11,2025-11-11,0,0,0,4,2,1,421,2.5
CUST-14544,41,1,276.13,276.13,1.0,2025-11-20,2025-11-20,1,0,0,4,2,2,422,2.8
CUST-14545,77,1,416.22,416.22,0.0,2025-10-15,2025-10-15,1,0,0,4,2,3,423,3.1
CUST-14546,228,1,279.59,279.59,0.0,2025-05-17,2025-05-17,1,0,0,2,2,2,222,2.0
CUST-14547,4,4,1178.8,294.7,1.0,2025-03-06,2025-12-27,3,1,0,5,5,5,555,5.0
CUST-14548,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14549,33,1,283.02,283.02,1.0,2025-11-28,2025-11-28,0,1,0,5,2,2,522,3.2
CUST-14550,14,3,1111.09,370.36,1.0,2025-02-09,2025-12-17,1,1,0,5,4,5,545,4.7
CUST-14551,53,3,1093.53,364.51,0.3333,2025-03-29,2025-11-08,0,0,0,4,4,5,445,4.3
CUST-14552,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14553,98,1,134.34,134.34,0.0,2025-09-24,2025-09-24,1,0,0,3,2,2,322,2.4
CUST-14554,243,1,332.91,332.91,0.0,2025-05-02,2025-05-02,1,0,0,2,2,3,223,2.3
CUST-14555,36,2,357.4,178.7,0.0,2025-08-08,2025-11-25,2,0,0,5,3,3,533,3.8
CUST-14556,219,2,369.78,184.89,1.0,2025-01-15,2025-05-26,1,1,0,2,3,3,233,2.6
CUST-14557,55,1,237.31,237.31,0.0,2025-11-06,2025-11-06,0,0,0,4,2,2,422,2.8
CUST-14558,39,1,191.59,191.59,0.0,2025-11-22,2025-11-22,1,0,0,4,2,2,422,2.8
CUST-14559,4,4,966.95,241.74,0.0,2025-02-13,2025-12-27,1,3,0,5,5,5,555,5.0
CUST-14560,45,3,868.09,289.36,0.0,2025-03-05,2025-11-16,1,2,0,4,4,5,445,4.3
CUST-14561,166,2,457.42,228.71,0.5,2025-04-29,2025-07-18,0,1,0,3,3,3,333,3.0
CUST-14562,84,3,597.35,199.12,0.3333,2025-09-12,2025-10-08,3,0,0,4,4,4,444,4.0
CUST-14563,1,5,1093.89,218.78,0.6,2025-08-18,2025-12-30,2,2,0,5,5,5,555,5.0
CUST-14564,42,1,587.48,587.48,0.0,2025-11-19,2025-11-19,0,0,0,4,2,4,424,3.4
CUST-14565,32,4,1311.83,327.96,0.25,2025-03-26,2025-11-29,2,1,0,5,5,5,555,5.0
CUST-14566,101,1,434.98,434.98,0.0,2025-09-21,2025-09-21,0,0,0,3,2,3,323,2.7
CUST-14567,156,1,314.38,314.38,0.0,2025-07-28,2025-07-28,0,0,0,3,2,3,323,2.7
CUST-14568,33,2,192.47,96.24,0.5,2025-01-04,2025-11-28,0,2,0,5,3,2,532,3.5
CUST-14569,115,2,468.56,234.28,1.0,2025-05-18,2025-09-07,1,1,1,3,3,3,333,3.0
CUST-14570,335,1,380.33,380.33,0.0,2025-01-30,2025-01-30,0,1,0,1,2,3,123,1.9
CUST-14571,117,2,501.66,250.83,0.5,2025-07-19,2025-09-05,0,1,1,3,3,3,333,3.0
CUST-14572,343,1,155.32,155.32,1.0,2025-01-22,2025-01-22,0,0,0,1,2,2,122,1.6
CUST-14573,29,3,884.96,294.99,0.3333,2025-03-01,2025-12-02,2,1,0,5,4,5,545,4.7
CUST-14574,216,1,139.03,139.03,1.0,2025-05-29,2025-05-29,1,0,0,2,2,2,222,2.0
CUST-14575,97,1,264.31,264.31,1.0,2025-09-25,2025-09-25,0,1,0,3,2,2,322,2.4
CUST-14576,228,2,595.41,297.71,0.0,2025-03-18,2025-05-17,0,2,0,2,3,4,234,2.9
CUST-14577,40,4,935.55,233.89,0.5,2025-07-26,2025-11-21,2,2,0,4,5,5,455,4.6
CUST-14578,292,1,118.32,118.32,0.0,2025-03-14,2025-03-14,1,0,0,2,2,1,221,1.7
CUST-14579,90,2,480.29,240.14,0.5,2025-07-20,2025-10-02,2,0,0,4,3,3,433,3.4
CUST-14580,56,1,217.79,217.79,0.0,2025-11-05,2025-11-05,0,0,0,4,2,2,422,2.8
CUST-14581,331,1,442.62,442.62,0.0,2025-02-03,2025-02-03,0,1,0,1,2,3,123,1.9
CUST-14582,26,2,501.27,250.64,0.5,2025-03-22,2025-12-05,1,1,0,5,3,3,533,3.8
CUST-14583,76,2,664.85,332.43,0.0,2025-08-16,2025-10-16,1,1,0,4,3,4,434,3.7
CUST-14584,207,1,338.97,338.97,1.0,2025-06-07,2025-06-07,0,0,0,2,2,3,223,2.3
CUST-14585,55,2,333.07,166.54,1.0,2025-08-04,2025-11-06,2,0,0,4,3,3,433,3.4
CUST-14586,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14587,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14588,66,3,762.49,254.16,0.6667,2025-05-29,2025-10-26,0,1,0,4,4,4,444,4.0
CUST-14589,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14590,365,0,0.0,0.0,0.0,,,0,0,0,1,1,1,111,1.0
CUST-14591,130,3,934.63,311.54,0.3333,2025-07-19,2025-08-23,2,0,0,3,4,5,345,3.9
CUST-14592,207,1,261.12,261.12,1.0,2025-06-07,2025-06-07,1,0,0,2,2,2,222,2.0
CUST-14593,11,2,680.17,340.09,0.0,2025-07-23,2025-12-20,1,1,0,5,3,4,534,4.1
CUST-14594,160,3,781.34,260.45,0.0,2025-03-27,2025-07-24,1,0,0,3,4,5,345,3.9
